date,ASML Holding,isPartial
2017-10-06,20,False
2017-10-07,0,False
2017-10-08,0,False
2017-10-09,39,False
2017-10-10,19,False
2017-10-11,0,False
2017-10-12,0,False
2017-10-13,20,False
2017-10-14,0,False
2017-10-15,0,False
2017-10-16,19,False
2017-10-17,58,False
2017-10-18,20,False
2017-10-19,20,False
2017-10-20,0,False
2017-10-21,0,False
2017-10-22,0,False
2017-10-23,0,False
2017-10-24,0,False
2017-10-25,38,False
2017-10-26,0,False
2017-10-27,0,False
2017-10-28,0,False
2017-10-29,0,False
2017-10-30,20,False
2017-10-31,20,False
2017-11-01,40,False
2017-11-02,0,False
2017-11-03,20,False
2017-11-04,22,False
2017-11-05,21,False
2017-11-06,38,False
2017-11-07,38,False
2017-11-08,0,False
2017-11-09,39,False
2017-11-10,0,False
2017-11-11,0,False
2017-11-12,0,False
2017-11-13,19,False
2017-11-14,19,False
2017-11-15,0,False
2017-11-16,19,False
2017-11-17,20,False
2017-11-18,0,False
2017-11-19,0,False
2017-11-20,0,False
2017-11-21,0,False
2017-11-22,0,False
2017-11-23,29,False
2017-11-24,20,False
2017-11-25,0,False
2017-11-26,0,False
2017-11-27,37,False
2017-11-28,19,False
2017-11-29,29,False
2017-11-30,0,False
2017-12-01,0,False
2017-12-02,22,False
2017-12-03,22,False
2017-12-04,19,False
2017-12-05,56,False
2017-12-06,38,False
2017-12-07,19,False
2017-12-08,50,False
2017-12-09,0,False
2017-12-10,0,False
2017-12-11,37,False
2017-12-12,37,False
2017-12-13,19,False
2017-12-14,0,False
2017-12-15,60,False
2017-12-16,22,False
2017-12-17,22,False
2017-12-18,0,False
2017-12-19,39,False
2017-12-20,0,False
2017-12-21,0,False
2017-12-22,22,False
2017-12-23,0,False
2017-12-24,0,False
2017-12-25,0,False
2017-12-26,0,False
2017-12-27,21,False
2017-12-28,0,False
2017-12-29,21,False
2017-12-30,0,False
2017-12-31,0,False
2018-01-01,0,False
2018-01-02,0,False
2018-01-03,19,False
2018-01-04,19,False
2018-01-05,59,False
2018-01-06,21,False
2018-01-07,0,False
2018-01-08,19,False
2018-01-09,18,False
2018-01-10,19,False
2018-01-11,19,False
2018-01-12,39,False
2018-01-13,0,False
2018-01-14,0,False
2018-01-15,37,False
2018-01-16,18,False
2018-01-17,100,False
2018-01-18,37,False
2018-01-19,19,False
2018-01-20,43,False
2018-01-21,21,False
2018-01-22,0,False
2018-01-23,46,False
2018-01-24,0,False
2018-01-25,37,False
2018-01-26,19,False
2018-01-27,0,False
2018-01-28,0,False
2018-01-29,18,False
2018-01-30,18,False
2018-01-31,36,False
2018-02-01,18,False
2018-02-02,0,False
2018-02-03,21,False
2018-02-04,0,False
2018-02-05,37,False
2018-02-06,18,False
2018-02-07,18,False
2018-02-08,0,False
2018-02-09,19,False
2018-02-10,0,False
2018-02-11,21,False
2018-02-12,0,False
2018-02-13,0,False
2018-02-14,19,False
2018-02-15,37,False
2018-02-16,0,False
2018-02-17,21,False
2018-02-18,0,False
2018-02-19,19,False
2018-02-20,37,False
2018-02-21,18,False
2018-02-22,28,False
2018-02-23,19,False
2018-02-24,0,False
2018-02-25,21,False
2018-02-26,36,False
2018-02-27,18,False
2018-02-28,18,False
2018-03-01,0,False
2018-03-02,19,False
2018-03-03,0,False
2018-03-04,0,False
2018-03-05,18,False
2018-03-06,18,False
2018-03-07,37,False
2018-03-08,18,False
2018-03-09,0,False
2018-03-10,21,False
2018-03-11,21,False
2018-03-12,36,False
2018-03-13,18,False
2018-03-14,36,False
2018-03-15,18,False
2018-03-16,19,False
2018-03-17,0,False
2018-03-18,0,False
2018-03-19,0,False
2018-03-20,0,False
2018-03-21,0,False
2018-03-22,28,False
2018-03-23,0,False
2018-03-24,0,False
2018-03-25,0,False
2018-03-26,0,False
2018-03-27,0,False
2018-03-28,19,False
2018-03-29,29,False
2018-03-30,0,False
2018-03-31,0,False
2018-04-01,0,False
2018-04-02,0,False
2018-04-03,18,False
2018-04-04,18,False
2018-04-05,19,False
2018-04-06,0,False
2018-04-07,21,False
2018-04-08,21,False
2018-04-09,18,False
2018-04-10,18,False
2018-04-11,18,False
2018-04-12,0,False
2018-04-13,0,False
2018-04-14,0,False
2018-04-15,0,False
2018-04-16,18,False
2018-04-17,36,False
2018-04-18,19,False
2018-04-19,28,False
2018-04-20,0,False
2018-04-21,21,False
2018-04-22,21,False
2018-04-23,18,False
2018-04-24,18,False
2018-04-25,18,False
2018-04-26,0,False
2018-04-27,20,False
2018-04-28,22,False
2018-04-29,0,False
2018-04-30,38,False
2018-05-01,20,False
2018-05-02,37,False
2018-05-03,18,False
2018-05-04,39,False
2018-05-05,0,False
2018-05-06,21,False
2018-05-07,19,False
2018-05-08,18,False
2018-05-09,0,False
2018-05-10,19,False
2018-05-11,0,False
2018-05-12,0,False
2018-05-13,21,False
2018-05-14,37,False
2018-05-15,0,False
2018-05-16,18,False
2018-05-17,28,False
2018-05-18,0,False
2018-05-19,0,False
2018-05-20,0,False
2018-05-21,19,False
2018-05-22,37,False
2018-05-23,19,False
2018-05-24,38,False
2018-05-25,39,False
2018-05-26,0,False
2018-05-27,0,False
2018-05-28,0,False
2018-05-29,18,False
2018-05-30,0,False
2018-05-31,0,False
2018-06-01,39,False
2018-06-02,22,False
2018-06-03,0,False
2018-06-04,37,False
2018-06-05,18,False
2018-06-06,18,False
2018-06-07,0,False
2018-06-08,0,False
2018-06-09,22,False
2018-06-10,0,False
2018-06-11,18,False
2018-06-12,0,False
2018-06-13,17,False
2018-06-14,18,False
2018-06-15,0,False
2018-06-16,0,False
