date,Amazon,isPartial
2017-01-19,50,False
2017-01-20,54,False
2017-01-21,56,False
2017-01-22,58,False
2017-01-23,51,False
2017-01-24,51,False
2017-01-25,49,False
2017-01-26,49,False
2017-01-27,48,False
2017-01-28,52,False
2017-01-29,54,False
2017-01-30,49,False
2017-01-31,51,False
2017-02-01,49,False
2017-02-02,51,False
2017-02-03,50,False
2017-02-04,52,False
2017-02-05,52,False
2017-02-06,49,False
2017-02-07,50,False
2017-02-08,49,False
2017-02-09,47,False
2017-02-10,46,False
2017-02-11,50,False
2017-02-12,53,False
2017-02-13,47,False
2017-02-14,44,False
2017-02-15,45,False
2017-02-16,46,False
2017-02-17,46,False
2017-02-18,49,False
2017-02-19,53,False
2017-02-20,49,False
2017-02-21,47,False
2017-02-22,48,False
2017-02-23,47,False
2017-02-24,46,False
2017-02-25,50,False
2017-02-26,54,False
2017-02-27,49,False
2017-02-28,54,False
2017-03-01,49,False
2017-03-02,50,False
2017-03-03,48,False
2017-03-04,51,False
2017-03-05,55,False
2017-03-06,49,False
2017-03-07,48,False
2017-03-08,47,False
2017-03-09,45,False
2017-03-10,47,False
2017-03-11,49,False
2017-03-12,53,False
2017-03-13,47,False
2017-03-14,50,False
2017-03-15,45,False
2017-03-16,45,False
2017-03-17,46,False
2017-03-18,49,False
2017-03-19,54,False
2017-03-20,49,False
2017-03-21,50,False
2017-03-22,47,False
2017-03-23,49,False
2017-03-24,46,False
2017-03-25,48,False
2017-03-26,53,False
2017-03-27,49,False
2017-03-28,48,False
2017-03-29,48,False
2017-03-30,50,False
2017-03-31,48,False
2017-04-01,49,False
2017-04-02,52,False
2017-04-03,49,False
2017-04-04,48,False
2017-04-05,48,False
2017-04-06,49,False
2017-04-07,47,False
2017-04-08,47,False
2017-04-09,50,False
2017-04-10,49,False
2017-04-11,47,False
2017-04-12,49,False
2017-04-13,49,False
2017-04-14,48,False
2017-04-15,47,False
2017-04-16,47,False
2017-04-17,49,False
2017-04-18,49,False
2017-04-19,48,False
2017-04-20,48,False
2017-04-21,48,False
2017-04-22,49,False
2017-04-23,49,False
2017-04-24,47,False
2017-04-25,49,False
2017-04-26,50,False
2017-04-27,50,False
2017-04-28,48,False
2017-04-29,52,False
2017-04-30,55,False
2017-05-01,56,False
2017-05-02,52,False
2017-05-03,52,False
2017-05-04,51,False
2017-05-05,50,False
2017-05-06,53,False
2017-05-07,53,False
2017-05-08,53,False
2017-05-09,51,False
2017-05-10,50,False
2017-05-11,56,False
2017-05-12,53,False
2017-05-13,53,False
2017-05-14,56,False
2017-05-15,51,False
2017-05-16,50,False
2017-05-17,49,False
2017-05-18,47,False
2017-05-19,49,False
2017-05-20,52,False
2017-05-21,53,False
2017-05-22,51,False
2017-05-23,50,False
2017-05-24,48,False
2017-05-25,48,False
2017-05-26,47,False
2017-05-27,49,False
2017-05-28,51,False
2017-05-29,52,False
2017-05-30,51,False
2017-05-31,50,False
2017-06-01,47,False
2017-06-02,50,False
2017-06-03,49,False
2017-06-04,49,False
2017-06-05,54,False
2017-06-06,51,False
2017-06-07,50,False
2017-06-08,48,False
2017-06-09,48,False
2017-06-10,51,False
2017-06-11,54,False
2017-06-12,52,False
2017-06-13,53,False
2017-06-14,50,False
2017-06-15,51,False
2017-06-16,55,False
2017-06-17,55,False
2017-06-18,55,False
2017-06-19,55,False
2017-06-20,55,False
2017-06-21,53,False
2017-06-22,52,False
2017-06-23,51,False
2017-06-24,52,False
2017-06-25,55,False
2017-06-26,52,False
2017-06-27,54,False
2017-06-28,54,False
2017-06-29,52,False
2017-06-30,52,False
2017-07-01,53,False
2017-07-02,56,False
2017-07-03,52,False
2017-07-04,53,False
2017-07-05,51,False
2017-07-06,54,False
2017-07-07,52,False
2017-07-08,55,False
2017-07-09,61,False
2017-07-10,72,False
2017-07-11,100,False
2017-07-12,63,False
2017-07-13,54,False
2017-07-14,53,False
2017-07-15,53,False
2017-07-16,57,False
2017-07-17,56,False
2017-07-18,55,False
2017-07-19,53,False
2017-07-20,53,False
2017-07-21,52,False
2017-07-22,53,False
2017-07-23,55,False
2017-07-24,55,False
2017-07-25,54,False
2017-07-26,56,False
2017-07-27,58,False
2017-07-28,56,False
2017-07-29,57,False
2017-07-30,60,False
2017-07-31,60,False
2017-08-01,58,False
2017-08-02,59,False
2017-08-03,57,False
2017-08-04,55,False
2017-08-05,55,False
2017-08-06,59,False
2017-08-07,59,False
2017-08-08,57,False
2017-08-09,63,False
2017-08-10,57,False
2017-08-11,57,False
2017-08-12,56,False
2017-08-13,59,False
2017-08-14,56,False
2017-08-15,57,False
2017-08-16,56,False
2017-08-17,56,False
2017-08-18,55,False
2017-08-19,56,False
2017-08-20,59,False
2017-08-21,55,False
2017-08-22,56,False
2017-08-23,56,False
2017-08-24,55,False
2017-08-25,56,False
2017-08-26,56,False
2017-08-27,56,False
2017-08-28,59,False
2017-08-29,58,False
2017-08-30,60,False
2017-08-31,59,False
2017-09-01,58,False
2017-09-02,58,False
2017-09-03,61,False
2017-09-04,59,False
2017-09-05,56,False
2017-09-06,57,False
2017-09-07,58,False
2017-09-08,56,False
2017-09-09,56,False
2017-09-10,58,False
2017-09-11,56,False
2017-09-12,54,False
2017-09-13,55,False
2017-09-14,55,False
2017-09-15,55,False
2017-09-16,58,False
2017-09-17,60,False
2017-09-18,56,False
2017-09-19,59,False
2017-09-20,59,False
2017-09-21,62,False
2017-09-22,61,False
2017-09-23,61,False
2017-09-24,63,False
2017-09-25,59,False
2017-09-26,59,False
2017-09-27,57,False
2017-09-28,57,False
2017-09-29,56,False
2017-09-30,58,False
2017-10-01,62,False
2017-10-02,56,False
2017-10-03,58,False
2017-10-04,64,False
2017-10-05,61,False
2017-10-06,60,False
