date,Amazon,isPartial
2018-02-13,92,False
2018-02-14,84,False
2018-02-15,87,False
2018-02-16,87,False
2018-02-17,90,False
2018-02-18,94,False
2018-02-19,91,False
2018-02-20,89,False
2018-02-21,89,False
2018-02-22,89,False
2018-02-23,89,False
2018-02-24,92,False
2018-02-25,98,False
2018-02-26,91,False
2018-02-27,91,False
2018-02-28,90,False
2018-03-01,94,False
2018-03-02,92,False
2018-03-03,99,False
2018-03-04,100,False
2018-03-05,93,False
2018-03-06,91,False
2018-03-07,93,False
2018-03-08,92,False
2018-03-09,89,False
2018-03-10,94,False
2018-03-11,99,False
2018-03-12,92,False
2018-03-13,92,False
2018-03-14,89,False
2018-03-15,90,False
2018-03-16,87,False
2018-03-17,95,False
2018-03-18,98,False
2018-03-19,95,False
2018-03-20,94,False
2018-03-21,93,False
2018-03-22,90,False
2018-03-23,89,False
2018-03-24,93,False
2018-03-25,97,False
2018-03-26,92,False
2018-03-27,93,False
2018-03-28,93,False
2018-03-29,91,False
2018-03-30,91,False
2018-03-31,89,False
2018-04-01,90,False
2018-04-02,97,False
2018-04-03,91,False
2018-04-04,93,False
2018-04-05,92,False
2018-04-06,87,False
2018-04-07,91,False
2018-04-08,95,False
2018-04-09,91,False
2018-04-10,88,False
2018-04-11,85,False
2018-04-12,85,False
2018-04-13,84,False
2018-04-14,87,False
2018-04-15,95,False
2018-04-16,91,False
2018-04-17,90,False
2018-04-18,87,False
2018-04-19,86,False
2018-04-20,83,False
2018-04-21,89,False
2018-04-22,95,False
2018-04-23,93,False
2018-04-24,93,False
2018-04-25,90,False
2018-04-26,88,False
2018-04-27,88,False
2018-04-28,90,False
2018-04-29,94,False
2018-04-30,91,False
2018-05-01,92,False
2018-05-02,90,False
2018-05-03,88,False
2018-05-04,86,False
2018-05-05,86,False
2018-05-06,89,False
2018-05-07,90,False
2018-05-08,89,False
2018-05-09,90,False
2018-05-10,90,False
2018-05-11,85,False
2018-05-12,87,False
2018-05-13,92,False
2018-05-14,91,False
2018-05-15,89,False
2018-05-16,91,False
2018-05-17,88,False
2018-05-18,85,False
2018-05-19,82,False
2018-05-20,90,False
2018-05-21,91,False
2018-05-22,90,False
2018-05-23,89,False
2018-05-24,85,False
2018-05-25,86,False
2018-05-26,84,False
2018-05-27,90,False
2018-05-28,87,False
2018-05-29,91,False
2018-05-30,90,False
2018-05-31,93,False
2018-06-01,87,False
2018-06-02,90,False
2018-06-03,96,False
2018-06-04,93,False
2018-06-05,90,False
2018-06-06,92,False
2018-06-07,90,False
2018-06-08,89,False
2018-06-09,90,False
2018-06-10,97,False
2018-06-11,95,False
2018-06-12,95,False
2018-06-13,94,False
2018-06-14,88,False
2018-06-15,86,False
2018-06-16,88,False
2018-06-17,91,False
2018-06-18,89,False
2018-06-19,89,False
2018-06-20,87,False
2018-06-21,86,False
2018-06-22,85,False
2018-06-23,85,False
2018-06-24,91,False
2018-06-25,89,False
2018-06-26,89,False
2018-06-27,88,False
2018-06-28,90,False
