date,Amazon,isPartial
2011-05-11,47,False
2011-05-12,45,False
2011-05-13,45,False
2011-05-14,49,False
2011-05-15,54,False
2011-05-16,48,False
2011-05-17,48,False
2011-05-18,47,False
2011-05-19,46,False
2011-05-20,44,False
2011-05-21,48,False
2011-05-22,52,False
2011-05-23,49,False
2011-05-24,48,False
2011-05-25,46,False
2011-05-26,47,False
2011-05-27,45,False
2011-05-28,50,False
2011-05-29,50,False
2011-05-30,49,False
2011-05-31,48,False
2011-06-01,46,False
2011-06-02,46,False
2011-06-03,44,False
2011-06-04,47,False
2011-06-05,54,False
2011-06-06,47,False
2011-06-07,48,False
2011-06-08,48,False
2011-06-09,49,False
2011-06-10,48,False
2011-06-11,50,False
2011-06-12,53,False
2011-06-13,50,False
2011-06-14,48,False
2011-06-15,48,False
2011-06-16,47,False
2011-06-17,48,False
2011-06-18,52,False
2011-06-19,57,False
2011-06-20,49,False
2011-06-21,47,False
2011-06-22,46,False
2011-06-23,49,False
2011-06-24,47,False
2011-06-25,51,False
2011-06-26,52,False
2011-06-27,50,False
2011-06-28,49,False
2011-06-29,47,False
2011-06-30,48,False
2011-07-01,44,False
2011-07-02,50,False
2011-07-03,53,False
2011-07-04,49,False
2011-07-05,49,False
2011-07-06,51,False
2011-07-07,49,False
2011-07-08,49,False
2011-07-09,53,False
2011-07-10,55,False
2011-07-11,50,False
2011-07-12,50,False
2011-07-13,50,False
2011-07-14,49,False
2011-07-15,49,False
2011-07-16,52,False
2011-07-17,58,False
2011-07-18,53,False
2011-07-19,51,False
2011-07-20,51,False
2011-07-21,51,False
2011-07-22,50,False
2011-07-23,52,False
2011-07-24,58,False
2011-07-25,52,False
2011-07-26,53,False
2011-07-27,52,False
2011-07-28,50,False
2011-07-29,50,False
2011-07-30,52,False
2011-07-31,57,False
2011-08-01,55,False
2011-08-02,53,False
2011-08-03,54,False
2011-08-04,52,False
2011-08-05,50,False
2011-08-06,55,False
2011-08-07,58,False
2011-08-08,52,False
2011-08-09,51,False
2011-08-10,52,False
2011-08-11,50,False
2011-08-12,50,False
2011-08-13,54,False
2011-08-14,60,False
2011-08-15,55,False
2011-08-16,54,False
2011-08-17,54,False
2011-08-18,52,False
2011-08-19,52,False
2011-08-20,56,False
2011-08-21,59,False
2011-08-22,57,False
2011-08-23,55,False
2011-08-24,56,False
2011-08-25,53,False
2011-08-26,50,False
2011-08-27,54,False
2011-08-28,57,False
2011-08-29,53,False
2011-08-30,55,False
2011-08-31,56,False
2011-09-01,53,False
2011-09-02,54,False
2011-09-03,55,False
2011-09-04,58,False
2011-09-05,57,False
2011-09-06,53,False
2011-09-07,55,False
2011-09-08,51,False
2011-09-09,51,False
2011-09-10,53,False
2011-09-11,57,False
2011-09-12,53,False
2011-09-13,53,False
2011-09-14,53,False
2011-09-15,51,False
2011-09-16,52,False
2011-09-17,56,False
2011-09-18,58,False
2011-09-19,55,False
2011-09-20,53,False
2011-09-21,53,False
2011-09-22,52,False
2011-09-23,50,False
2011-09-24,54,False
2011-09-25,58,False
2011-09-26,54,False
2011-09-27,55,False
2011-09-28,63,False
2011-09-29,63,False
2011-09-30,55,False
2011-10-01,58,False
2011-10-02,60,False
2011-10-03,56,False
2011-10-04,55,False
2011-10-05,57,False
2011-10-06,54,False
2011-10-07,52,False
2011-10-08,57,False
2011-10-09,60,False
2011-10-10,56,False
2011-10-11,56,False
2011-10-12,54,False
2011-10-13,54,False
2011-10-14,53,False
2011-10-15,56,False
2011-10-16,60,False
2011-10-17,58,False
2011-10-18,54,False
2011-10-19,57,False
2011-10-20,53,False
2011-10-21,53,False
2011-10-22,58,False
2011-10-23,61,False
2011-10-24,56,False
2011-10-25,58,False
2011-10-26,58,False
2011-10-27,58,False
2011-10-28,55,False
2011-10-29,58,False
2011-10-30,62,False
2011-10-31,56,False
2011-11-01,59,False
2011-11-02,59,False
2011-11-03,58,False
2011-11-04,58,False
2011-11-05,63,False
2011-11-06,71,False
2011-11-07,64,False
2011-11-08,63,False
2011-11-09,62,False
2011-11-10,63,False
2011-11-11,64,False
2011-11-12,67,False
2011-11-13,72,False
2011-11-14,68,False
2011-11-15,67,False
2011-11-16,66,False
2011-11-17,65,False
2011-11-18,67,False
2011-11-19,73,False
2011-11-20,81,False
2011-11-21,77,False
2011-11-22,75,False
2011-11-23,75,False
2011-11-24,76,False
2011-11-25,94,False
2011-11-26,88,False
2011-11-27,94,False
2011-11-28,100,False
2011-11-29,84,False
2011-11-30,79,False
2011-12-01,78,False
2011-12-02,81,False
2011-12-03,89,False
2011-12-04,96,False
2011-12-05,89,False
2011-12-06,88,False
2011-12-07,88,False
2011-12-08,87,False
2011-12-09,82,False
2011-12-10,92,False
2011-12-11,96,False
2011-12-12,93,False
2011-12-13,91,False
2011-12-14,89,False
2011-12-15,86,False
