date,Amazon,isPartial
2014-07-24,44,False
2014-07-25,44,False
2014-07-26,46,False
2014-07-27,51,False
2014-07-28,48,False
2014-07-29,48,False
2014-07-30,47,False
2014-07-31,45,False
2014-08-01,45,False
2014-08-02,49,False
2014-08-03,50,False
2014-08-04,47,False
2014-08-05,47,False
2014-08-06,46,False
2014-08-07,46,False
2014-08-08,45,False
2014-08-09,47,False
2014-08-10,50,False
2014-08-11,47,False
2014-08-12,46,False
2014-08-13,46,False
2014-08-14,45,False
2014-08-15,46,False
2014-08-16,48,False
2014-08-17,50,False
2014-08-18,47,False
2014-08-19,48,False
2014-08-20,46,False
2014-08-21,46,False
2014-08-22,45,False
2014-08-23,47,False
2014-08-24,49,False
2014-08-25,49,False
2014-08-26,49,False
2014-08-27,46,False
2014-08-28,46,False
2014-08-29,46,False
2014-08-30,47,False
2014-08-31,51,False
2014-09-01,49,False
2014-09-02,47,False
2014-09-03,49,False
2014-09-04,47,False
2014-09-05,45,False
2014-09-06,48,False
2014-09-07,49,False
2014-09-08,49,False
2014-09-09,48,False
2014-09-10,48,False
2014-09-11,46,False
2014-09-12,46,False
2014-09-13,49,False
2014-09-14,54,False
2014-09-15,48,False
2014-09-16,46,False
2014-09-17,46,False
2014-09-18,45,False
2014-09-19,46,False
2014-09-20,49,False
2014-09-21,52,False
2014-09-22,48,False
2014-09-23,45,False
2014-09-24,49,False
2014-09-25,48,False
2014-09-26,45,False
2014-09-27,48,False
2014-09-28,50,False
2014-09-29,49,False
2014-09-30,48,False
2014-10-01,48,False
2014-10-02,48,False
2014-10-03,46,False
2014-10-04,51,False
2014-10-05,52,False
2014-10-06,53,False
2014-10-07,53,False
2014-10-08,50,False
2014-10-09,51,False
2014-10-10,59,False
2014-10-11,56,False
2014-10-12,58,False
2014-10-13,52,False
2014-10-14,50,False
2014-10-15,50,False
2014-10-16,50,False
2014-10-17,49,False
2014-10-18,51,False
2014-10-19,53,False
2014-10-20,51,False
2014-10-21,54,False
2014-10-22,51,False
2014-10-23,48,False
2014-10-24,48,False
2014-10-25,51,False
2014-10-26,54,False
2014-10-27,52,False
2014-10-28,50,False
2014-10-29,48,False
2014-10-30,47,False
2014-10-31,44,False
2014-11-01,51,False
2014-11-02,58,False
2014-11-03,52,False
2014-11-04,52,False
2014-11-05,48,False
2014-11-06,50,False
2014-11-07,52,False
2014-11-08,53,False
2014-11-09,58,False
2014-11-10,54,False
2014-11-11,58,False
2014-11-12,53,False
2014-11-13,51,False
2014-11-14,52,False
2014-11-15,58,False
2014-11-16,62,False
2014-11-17,59,False
2014-11-18,57,False
2014-11-19,55,False
2014-11-20,55,False
2014-11-21,55,False
2014-11-22,60,False
2014-11-23,67,False
2014-11-24,64,False
2014-11-25,62,False
2014-11-26,66,False
2014-11-27,71,False
2014-11-28,100,False
2014-11-29,78,False
2014-11-30,78,False
2014-12-01,91,False
2014-12-02,75,False
2014-12-03,68,False
2014-12-04,65,False
2014-12-05,63,False
2014-12-06,67,False
2014-12-07,74,False
2014-12-08,71,False
2014-12-09,69,False
2014-12-10,69,False
2014-12-11,68,False
2014-12-12,68,False
2014-12-13,70,False
2014-12-14,76,False
2014-12-15,71,False
2014-12-16,70,False
2014-12-17,67,False
2014-12-18,67,False
2014-12-19,63,False
2014-12-20,64,False
2014-12-21,63,False
2014-12-22,61,False
2014-12-23,56,False
2014-12-24,51,False
2014-12-25,66,False
2014-12-26,70,False
2014-12-27,66,False
2014-12-28,64,False
2014-12-29,60,False
2014-12-30,57,False
2014-12-31,53,False
2015-01-01,54,False
2015-01-02,60,False
2015-01-03,61,False
2015-01-04,60,False
2015-01-05,56,False
2015-01-06,55,False
2015-01-07,54,False
2015-01-08,53,False
2015-01-09,52,False
2015-01-10,55,False
2015-01-11,59,False
2015-01-12,56,False
2015-01-13,53,False
2015-01-14,52,False
2015-01-15,52,False
2015-01-16,51,False
2015-01-17,54,False
2015-01-18,58,False
2015-01-19,53,False
2015-01-20,51,False
2015-01-21,50,False
2015-01-22,50,False
2015-01-23,51,False
2015-01-24,58,False
2015-01-25,58,False
2015-01-26,51,False
2015-01-27,50,False
2015-01-28,50,False
2015-01-29,50,False
2015-01-30,47,False
2015-01-31,54,False
2015-02-01,53,False
2015-02-02,50,False
2015-02-03,48,False
2015-02-04,50,False
2015-02-05,49,False
2015-02-06,48,False
2015-02-07,52,False
2015-02-08,55,False
2015-02-09,50,False
2015-02-10,48,False
2015-02-11,49,False
2015-02-12,48,False
2015-02-13,48,False
2015-02-14,50,False
2015-02-15,55,False
2015-02-16,52,False
2015-02-17,50,False
2015-02-18,48,False
2015-02-19,49,False
2015-02-20,47,False
2015-02-21,50,False
2015-02-22,53,False
2015-02-23,47,False
2015-02-24,47,False
2015-02-25,47,False
2015-02-26,46,False
2015-02-27,45,False
2015-02-28,50,False
2015-03-01,53,False
2015-03-02,49,False
2015-03-03,47,False
2015-03-04,46,False
2015-03-05,46,False
2015-03-06,45,False
2015-03-07,48,False
2015-03-08,51,False
2015-03-09,48,False
2015-03-10,47,False
2015-03-11,46,False
2015-03-12,46,False
2015-03-13,43,False
2015-03-14,48,False
2015-03-15,50,False
2015-03-16,46,False
2015-03-17,46,False
2015-03-18,45,False
2015-03-19,44,False
2015-03-20,43,False
2015-03-21,49,False
2015-03-22,52,False
2015-03-23,47,False
2015-03-24,45,False
2015-03-25,47,False
2015-03-26,46,False
2015-03-27,44,False
2015-03-28,49,False
2015-03-29,53,False
2015-03-30,48,False
2015-03-31,46,False
2015-04-01,50,False
2015-04-02,46,False
2015-04-03,47,False
2015-04-04,45,False
2015-04-05,46,False
2015-04-06,47,False
2015-04-07,46,False
2015-04-08,46,False
2015-04-09,46,False
2015-04-10,44,False
