date,Amazon,isPartial
2017-10-06,46,False
2017-10-07,49,False
2017-10-08,52,False
2017-10-09,48,False
2017-10-10,46,False
2017-10-11,47,False
2017-10-12,45,False
2017-10-13,48,False
2017-10-14,49,False
2017-10-15,51,False
2017-10-16,48,False
2017-10-17,48,False
2017-10-18,47,False
2017-10-19,45,False
2017-10-20,46,False
2017-10-21,47,False
2017-10-22,49,False
2017-10-23,50,False
2017-10-24,48,False
2017-10-25,47,False
2017-10-26,48,False
2017-10-27,47,False
2017-10-28,46,False
2017-10-29,48,False
2017-10-30,46,False
2017-10-31,43,False
2017-11-01,46,False
2017-11-02,47,False
2017-11-03,45,False
2017-11-04,50,False
2017-11-05,51,False
2017-11-06,50,False
2017-11-07,50,False
2017-11-08,52,False
2017-11-09,52,False
2017-11-10,50,False
2017-11-11,54,False
2017-11-12,56,False
2017-11-13,53,False
2017-11-14,52,False
2017-11-15,54,False
2017-11-16,52,False
2017-11-17,56,False
2017-11-18,56,False
2017-11-19,63,False
2017-11-20,65,False
2017-11-21,62,False
2017-11-22,64,False
2017-11-23,72,False
2017-11-24,100,False
2017-11-25,76,False
2017-11-26,76,False
2017-11-27,83,False
2017-11-28,69,False
2017-11-29,59,False
2017-11-30,58,False
2017-12-01,57,False
2017-12-02,60,False
2017-12-03,66,False
2017-12-04,63,False
2017-12-05,63,False
2017-12-06,63,False
2017-12-07,59,False
2017-12-08,59,False
2017-12-09,67,False
2017-12-10,68,False
2017-12-11,66,False
2017-12-12,62,False
2017-12-13,63,False
2017-12-14,61,False
2017-12-15,62,False
2017-12-16,66,False
2017-12-17,68,False
2017-12-18,65,False
2017-12-19,62,False
2017-12-20,61,False
2017-12-21,57,False
2017-12-22,53,False
2017-12-23,50,False
2017-12-24,47,False
2017-12-25,60,False
2017-12-26,63,False
2017-12-27,63,False
2017-12-28,58,False
2017-12-29,55,False
2017-12-30,54,False
2017-12-31,46,False
2018-01-01,52,False
2018-01-02,55,False
2018-01-03,51,False
2018-01-04,52,False
2018-01-05,51,False
2018-01-06,52,False
2018-01-07,53,False
2018-01-08,50,False
2018-01-09,49,False
2018-01-10,50,False
2018-01-11,49,False
2018-01-12,48,False
2018-01-13,50,False
