date,Amazon,isPartial
2014-12-01,95,False
2014-12-02,81,False
2014-12-03,73,False
2014-12-04,71,False
2014-12-05,69,False
2014-12-06,74,False
2014-12-07,80,False
2014-12-08,78,False
2014-12-09,74,False
2014-12-10,74,False
2014-12-11,72,False
2014-12-12,75,False
2014-12-13,79,False
2014-12-14,83,False
2014-12-15,80,False
2014-12-16,77,False
2014-12-17,75,False
2014-12-18,72,False
2014-12-19,70,False
2014-12-20,71,False
2014-12-21,72,False
2014-12-22,66,False
2014-12-23,60,False
2014-12-24,56,False
2014-12-25,70,False
2014-12-26,75,False
2014-12-27,73,False
2014-12-28,69,False
2014-12-29,65,False
2014-12-30,63,False
2014-12-31,56,False
2015-01-01,61,False
2015-01-02,63,False
2015-01-03,65,False
2015-01-04,64,False
2015-01-05,59,False
2015-01-06,58,False
2015-01-07,59,False
2015-01-08,58,False
2015-01-09,56,False
2015-01-10,60,False
2015-01-11,65,False
2015-01-12,59,False
2015-01-13,57,False
2015-01-14,57,False
2015-01-15,56,False
2015-01-16,55,False
2015-01-17,61,False
2015-01-18,63,False
2015-01-19,58,False
2015-01-20,56,False
2015-01-21,56,False
2015-01-22,56,False
2015-01-23,56,False
2015-01-24,62,False
2015-01-25,66,False
2015-01-26,57,False
2015-01-27,55,False
2015-01-28,54,False
2015-01-29,55,False
2015-01-30,55,False
2015-01-31,59,False
2015-02-01,60,False
2015-02-02,54,False
2015-02-03,54,False
2015-02-04,55,False
2015-02-05,54,False
2015-02-06,53,False
2015-02-07,56,False
2015-02-08,59,False
2015-02-09,53,False
2015-02-10,54,False
2015-02-11,54,False
2015-02-12,51,False
2015-02-13,51,False
2015-02-14,52,False
2015-02-15,62,False
2015-02-16,56,False
2015-02-17,53,False
2015-02-18,52,False
2015-02-19,52,False
2015-02-20,50,False
2015-02-21,54,False
2015-02-22,57,False
2015-02-23,52,False
2015-02-24,51,False
2015-02-25,50,False
2015-02-26,51,False
2015-02-27,49,False
2015-02-28,55,False
2015-03-01,59,False
2015-03-02,52,False
2015-03-03,51,False
2015-03-04,51,False
2015-03-05,50,False
2015-03-06,49,False
2015-03-07,54,False
2015-03-08,56,False
2015-03-09,52,False
2015-03-10,51,False
2015-03-11,49,False
2015-03-12,49,False
2015-03-13,47,False
2015-03-14,53,False
2015-03-15,56,False
2015-03-16,51,False
2015-03-17,50,False
2015-03-18,49,False
2015-03-19,49,False
2015-03-20,49,False
2015-03-21,52,False
2015-03-22,55,False
2015-03-23,50,False
2015-03-24,51,False
2015-03-25,51,False
2015-03-26,51,False
2015-03-27,50,False
2015-03-28,52,False
2015-03-29,57,False
2015-03-30,52,False
2015-03-31,51,False
2015-04-01,55,False
2015-04-02,51,False
2015-04-03,50,False
2015-04-04,50,False
2015-04-05,50,False
2015-04-06,51,False
2015-04-07,49,False
2015-04-08,50,False
2015-04-09,49,False
2015-04-10,47,False
2015-04-11,52,False
2015-04-12,55,False
2015-04-13,51,False
2015-04-14,50,False
2015-04-15,48,False
2015-04-16,49,False
2015-04-17,49,False
2015-04-18,51,False
2015-04-19,53,False
2015-04-20,50,False
2015-04-21,48,False
2015-04-22,51,False
2015-04-23,48,False
2015-04-24,46,False
2015-04-25,51,False
2015-04-26,54,False
2015-04-27,51,False
2015-04-28,50,False
2015-04-29,49,False
2015-04-30,47,False
2015-05-01,50,False
2015-05-02,50,False
2015-05-03,53,False
2015-05-04,51,False
2015-05-05,53,False
2015-05-06,59,False
2015-05-07,55,False
2015-05-08,51,False
2015-05-09,51,False
2015-05-10,53,False
2015-05-11,51,False
2015-05-12,51,False
2015-05-13,46,False
2015-05-14,49,False
2015-05-15,47,False
2015-05-16,51,False
2015-05-17,54,False
2015-05-18,51,False
2015-05-19,50,False
2015-05-20,48,False
2015-05-21,48,False
2015-05-22,47,False
2015-05-23,48,False
2015-05-24,50,False
2015-05-25,51,False
2015-05-26,50,False
2015-05-27,49,False
2015-05-28,48,False
2015-05-29,50,False
2015-05-30,51,False
2015-05-31,56,False
2015-06-01,52,False
2015-06-02,50,False
2015-06-03,49,False
2015-06-04,51,False
2015-06-05,48,False
2015-06-06,51,False
2015-06-07,53,False
2015-06-08,51,False
2015-06-09,52,False
2015-06-10,50,False
2015-06-11,49,False
2015-06-12,49,False
2015-06-13,50,False
2015-06-14,55,False
2015-06-15,52,False
2015-06-16,51,False
2015-06-17,52,False
2015-06-18,53,False
2015-06-19,50,False
2015-06-20,52,False
2015-06-21,56,False
2015-06-22,54,False
2015-06-23,51,False
2015-06-24,51,False
2015-06-25,53,False
2015-06-26,49,False
2015-06-27,52,False
2015-06-28,55,False
2015-06-29,53,False
2015-06-30,54,False
2015-07-01,51,False
2015-07-02,49,False
2015-07-03,48,False
2015-07-04,50,False
2015-07-05,55,False
2015-07-06,54,False
2015-07-07,55,False
2015-07-08,55,False
2015-07-09,55,False
2015-07-10,51,False
2015-07-11,54,False
2015-07-12,60,False
2015-07-13,57,False
2015-07-14,63,False
2015-07-15,100,False
2015-07-16,62,False
2015-07-17,54,False
2015-07-18,54,False
2015-07-19,59,False
2015-07-20,57,False
2015-07-21,56,False
2015-07-22,54,False
2015-07-23,53,False
2015-07-24,53,False
2015-07-25,54,False
2015-07-26,57,False
2015-07-27,57,False
2015-07-28,55,False
2015-07-29,55,False
2015-07-30,54,False
2015-07-31,52,False
2015-08-01,54,False
2015-08-02,57,False
2015-08-03,56,False
2015-08-04,57,False
2015-08-05,54,False
2015-08-06,53,False
2015-08-07,51,False
2015-08-08,55,False
2015-08-09,59,False
2015-08-10,69,False
2015-08-11,64,False
2015-08-12,59,False
2015-08-13,55,False
2015-08-14,53,False
2015-08-15,56,False
2015-08-16,62,False
2015-08-17,58,False
2015-08-18,59,False
