date,Amazon,isPartial
2010-08-24,50,False
2010-08-25,49,False
2010-08-26,49,False
2010-08-27,48,False
2010-08-28,49,False
2010-08-29,53,False
2010-08-30,49,False
2010-08-31,49,False
2010-09-01,50,False
2010-09-02,48,False
2010-09-03,47,False
2010-09-04,49,False
2010-09-05,54,False
2010-09-06,51,False
2010-09-07,49,False
2010-09-08,50,False
2010-09-09,53,False
2010-09-10,52,False
2010-09-11,54,False
2010-09-12,57,False
2010-09-13,54,False
2010-09-14,51,False
2010-09-15,52,False
2010-09-16,52,False
2010-09-17,50,False
2010-09-18,53,False
2010-09-19,57,False
2010-09-20,54,False
2010-09-21,51,False
2010-09-22,51,False
2010-09-23,50,False
2010-09-24,50,False
2010-09-25,53,False
2010-09-26,57,False
2010-09-27,53,False
2010-09-28,52,False
2010-09-29,52,False
2010-09-30,52,False
2010-10-01,51,False
2010-10-02,54,False
2010-10-03,57,False
2010-10-04,52,False
2010-10-05,53,False
2010-10-06,52,False
2010-10-07,52,False
2010-10-08,51,False
2010-10-09,54,False
2010-10-10,56,False
2010-10-11,53,False
2010-10-12,49,False
2010-10-13,48,False
2010-10-14,51,False
2010-10-15,52,False
2010-10-16,54,False
2010-10-17,58,False
2010-10-18,54,False
2010-10-19,52,False
2010-10-20,52,False
2010-10-21,51,False
2010-10-22,51,False
2010-10-23,57,False
2010-10-24,59,False
2010-10-25,55,False
2010-10-26,55,False
2010-10-27,54,False
2010-10-28,53,False
2010-10-29,53,False
2010-10-30,55,False
2010-10-31,59,False
2010-11-01,60,False
2010-11-02,57,False
2010-11-03,55,False
2010-11-04,56,False
2010-11-05,56,False
2010-11-06,61,False
2010-11-07,67,False
2010-11-08,61,False
2010-11-09,62,False
2010-11-10,59,False
2010-11-11,63,False
2010-11-12,61,False
2010-11-13,66,False
2010-11-14,71,False
2010-11-15,66,False
2010-11-16,64,False
2010-11-17,65,False
2010-11-18,64,False
2010-11-19,63,False
2010-11-20,70,False
2010-11-21,78,False
2010-11-22,75,False
2010-11-23,75,False
2010-11-24,75,False
2010-11-25,76,False
2010-11-26,94,False
2010-11-27,88,False
2010-11-28,92,False
2010-11-29,96,False
2010-11-30,85,False
2010-12-01,83,False
2010-12-02,79,False
2010-12-03,79,False
2010-12-04,88,False
2010-12-05,94,False
2010-12-06,88,False
2010-12-07,87,False
2010-12-08,87,False
2010-12-09,83,False
2010-12-10,80,False
2010-12-11,89,False
2010-12-12,100,False
2010-12-13,93,False
2010-12-14,90,False
2010-12-15,88,False
2010-12-16,85,False
2010-12-17,82,False
2010-12-18,84,False
2010-12-19,83,False
2010-12-20,79,False
2010-12-21,73,False
2010-12-22,70,False
2010-12-23,65,False
2010-12-24,61,False
2010-12-25,73,False
2010-12-26,82,False
2010-12-27,77,False
2010-12-28,76,False
2010-12-29,71,False
2010-12-30,70,False
2010-12-31,65,False
2011-01-01,71,False
2011-01-02,75,False
2011-01-03,70,False
2011-01-04,67,False
2011-01-05,66,False
2011-01-06,65,False
2011-01-07,64,False
2011-01-08,67,False
2011-01-09,69,False
2011-01-10,63,False
2011-01-11,62,False
2011-01-12,61,False
2011-01-13,62,False
2011-01-14,60,False
2011-01-15,65,False
2011-01-16,68,False
2011-01-17,62,False
2011-01-18,61,False
2011-01-19,60,False
2011-01-20,60,False
2011-01-21,59,False
2011-01-22,63,False
2011-01-23,68,False
2011-01-24,60,False
2011-01-25,58,False
2011-01-26,58,False
2011-01-27,58,False
2011-01-28,57,False
2011-01-29,63,False
2011-01-30,66,False
2011-01-31,58,False
2011-02-01,58,False
2011-02-02,58,False
2011-02-03,58,False
2011-02-04,58,False
2011-02-05,61,False
2011-02-06,66,False
2011-02-07,60,False
2011-02-08,58,False
2011-02-09,56,False
2011-02-10,56,False
2011-02-11,57,False
2011-02-12,59,False
2011-02-13,63,False
2011-02-14,54,False
2011-02-15,55,False
2011-02-16,55,False
2011-02-17,54,False
2011-02-18,54,False
2011-02-19,60,False
2011-02-20,62,False
2011-02-21,58,False
2011-02-22,57,False
2011-02-23,56,False
2011-02-24,54,False
2011-02-25,55,False
2011-02-26,58,False
2011-02-27,64,False
2011-02-28,56,False
2011-03-01,55,False
2011-03-02,55,False
2011-03-03,54,False
2011-03-04,55,False
2011-03-05,60,False
2011-03-06,62,False
2011-03-07,57,False
2011-03-08,55,False
2011-03-09,55,False
2011-03-10,54,False
2011-03-11,49,False
2011-03-12,49,False
2011-03-13,51,False
2011-03-14,48,False
2011-03-15,52,False
2011-03-16,53,False
2011-03-17,50,False
2011-03-18,51,False
2011-03-19,55,False
2011-03-20,60,False
2011-03-21,55,False
2011-03-22,58,False
2011-03-23,58,False
2011-03-24,54,False
2011-03-25,54,False
2011-03-26,58,False
2011-03-27,65,False
2011-03-28,57,False
2011-03-29,58,False
2011-03-30,59,False
2011-03-31,57,False
2011-04-01,54,False
2011-04-02,58,False
2011-04-03,62,False
2011-04-04,57,False
2011-04-05,56,False
2011-04-06,54,False
2011-04-07,53,False
2011-04-08,52,False
2011-04-09,54,False
2011-04-10,57,False
2011-04-11,55,False
2011-04-12,55,False
2011-04-13,55,False
2011-04-14,55,False
2011-04-15,53,False
2011-04-16,56,False
2011-04-17,58,False
2011-04-18,55,False
2011-04-19,54,False
2011-04-20,53,False
2011-04-21,52,False
2011-04-22,55,False
2011-04-23,57,False
2011-04-24,59,False
2011-04-25,56,False
2011-04-26,56,False
2011-04-27,54,False
2011-04-28,53,False
2011-04-29,49,False
2011-04-30,54,False
2011-05-01,60,False
2011-05-02,55,False
2011-05-03,57,False
2011-05-04,55,False
2011-05-05,56,False
2011-05-06,53,False
2011-05-07,57,False
2011-05-08,61,False
2011-05-09,57,False
2011-05-10,57,False
2011-05-11,56,False
