date,DISH Network,isPartial
2015-04-10,51,False
2015-04-11,55,False
2015-04-12,52,False
2015-04-13,51,False
2015-04-14,49,False
2015-04-15,51,False
2015-04-16,49,False
2015-04-17,49,False
2015-04-18,57,False
2015-04-19,53,False
2015-04-20,50,False
2015-04-21,52,False
2015-04-22,50,False
2015-04-23,49,False
2015-04-24,55,False
2015-04-25,61,False
2015-04-26,53,False
2015-04-27,56,False
2015-04-28,51,False
2015-04-29,49,False
2015-04-30,54,False
2015-05-01,71,False
2015-05-02,92,False
2015-05-03,100,False
2015-05-04,52,False
2015-05-05,50,False
2015-05-06,47,False
2015-05-07,46,False
2015-05-08,47,False
2015-05-09,56,False
2015-05-10,47,False
2015-05-11,48,False
2015-05-12,47,False
2015-05-13,47,False
2015-05-14,45,False
2015-05-15,51,False
2015-05-16,49,False
2015-05-17,51,False
2015-05-18,47,False
2015-05-19,47,False
2015-05-20,44,False
2015-05-21,44,False
2015-05-22,49,False
2015-05-23,54,False
2015-05-24,49,False
2015-05-25,41,False
2015-05-26,52,False
2015-05-27,51,False
2015-05-28,46,False
2015-05-29,51,False
2015-05-30,51,False
2015-05-31,51,False
2015-06-01,53,False
2015-06-02,50,False
2015-06-03,49,False
2015-06-04,58,False
2015-06-05,57,False
2015-06-06,54,False
2015-06-07,47,False
2015-06-08,52,False
2015-06-09,50,False
2015-06-10,43,False
2015-06-11,48,False
2015-06-12,52,False
2015-06-13,54,False
2015-06-14,53,False
2015-06-15,55,False
2015-06-16,52,False
2015-06-17,50,False
2015-06-18,49,False
2015-06-19,52,False
2015-06-20,49,False
2015-06-21,46,False
2015-06-22,51,False
2015-06-23,50,False
2015-06-24,45,False
2015-06-25,43,False
2015-06-26,55,False
2015-06-27,55,False
2015-06-28,46,False
2015-06-29,53,False
2015-06-30,57,False
2015-07-01,53,False
2015-07-02,50,False
2015-07-03,50,False
2015-07-04,47,False
2015-07-05,46,False
2015-07-06,53,False
2015-07-07,53,False
2015-07-08,49,False
2015-07-09,46,False
2015-07-10,50,False
2015-07-11,51,False
2015-07-12,50,False
2015-07-13,47,False
2015-07-14,49,False
2015-07-15,50,False
2015-07-16,46,False
2015-07-17,49,False
2015-07-18,48,False
2015-07-19,44,False
2015-07-20,45,False
2015-07-21,49,False
2015-07-22,51,False
2015-07-23,47,False
2015-07-24,47,False
2015-07-25,46,False
2015-07-26,45,False
2015-07-27,51,False
2015-07-28,46,False
2015-07-29,45,False
2015-07-30,44,False
2015-07-31,53,False
2015-08-01,54,False
2015-08-02,58,False
2015-08-03,56,False
2015-08-04,55,False
2015-08-05,50,False
2015-08-06,56,False
