date,DISH Network,isPartial
2016-09-11,90,False
2016-09-12,59,False
2016-09-13,59,False
2016-09-14,55,False
2016-09-15,62,False
2016-09-16,56,False
2016-09-17,100,False
2016-09-18,100,False
2016-09-19,56,False
2016-09-20,64,False
2016-09-21,57,False
2016-09-22,58,False
2016-09-23,58,False
2016-09-24,77,False
2016-09-25,76,False
2016-09-26,56,False
2016-09-27,51,False
2016-09-28,50,False
2016-09-29,50,False
2016-09-30,60,False
2016-10-01,84,False
2016-10-02,73,False
2016-10-03,53,False
2016-10-04,49,False
2016-10-05,55,False
2016-10-06,54,False
2016-10-07,65,False
2016-10-08,81,False
2016-10-09,68,False
2016-10-10,45,False
2016-10-11,47,False
2016-10-12,52,False
2016-10-13,51,False
2016-10-14,48,False
2016-10-15,62,False
2016-10-16,69,False
2016-10-17,55,False
2016-10-18,49,False
2016-10-19,49,False
2016-10-20,52,False
2016-10-21,53,False
2016-10-22,59,False
2016-10-23,63,False
2016-10-24,50,False
2016-10-25,52,False
2016-10-26,53,False
2016-10-27,51,False
2016-10-28,49,False
2016-10-29,63,False
2016-10-30,64,False
2016-10-31,50,False
2016-11-01,51,False
2016-11-02,54,False
2016-11-03,62,False
2016-11-04,54,False
2016-11-05,72,False
2016-11-06,62,False
2016-11-07,53,False
2016-11-08,50,False
2016-11-09,38,False
2016-11-10,47,False
2016-11-11,58,False
2016-11-12,74,False
2016-11-13,65,False
2016-11-14,50,False
2016-11-15,45,False
2016-11-16,45,False
2016-11-17,44,False
2016-11-18,49,False
2016-11-19,67,False
2016-11-20,63,False
2016-11-21,48,False
2016-11-22,42,False
2016-11-23,48,False
2016-11-24,50,False
2016-11-25,59,False
2016-11-26,80,False
2016-11-27,58,False
2016-11-28,52,False
2016-11-29,50,False
2016-11-30,51,False
2016-12-01,52,False
2016-12-02,65,False
2016-12-03,64,False
2016-12-04,66,False
2016-12-05,57,False
2016-12-06,57,False
2016-12-07,49,False
2016-12-08,53,False
2016-12-09,54,False
2016-12-10,55,False
2016-12-11,46,False
2016-12-12,43,False
2016-12-13,43,False
2016-12-14,47,False
2016-12-15,41,False
2016-12-16,46,False
2016-12-17,56,False
2016-12-18,60,False
2016-12-19,38,False
2016-12-20,49,False
2016-12-21,46,False
2016-12-22,45,False
2016-12-23,51,False
2016-12-24,53,False
2016-12-25,86,False
2016-12-26,57,False
2016-12-27,54,False
2016-12-28,58,False
2016-12-29,61,False
2016-12-30,66,False
2016-12-31,72,False
2017-01-01,72,False
2017-01-02,67,False
2017-01-03,52,False
2017-01-04,59,False
2017-01-05,58,False
2017-01-06,54,False
2017-01-07,66,False
2017-01-08,56,False
2017-01-09,45,False
2017-01-10,45,False
2017-01-11,41,False
2017-01-12,45,False
2017-01-13,54,False
2017-01-14,57,False
2017-01-15,53,False
2017-01-16,58,False
2017-01-17,56,False
2017-01-18,49,False
2017-01-19,46,False
2017-01-20,48,False
2017-01-21,56,False
2017-01-22,61,False
2017-01-23,47,False
2017-01-24,46,False
2017-01-25,45,False
2017-01-26,45,False
2017-01-27,51,False
2017-01-28,53,False
2017-01-29,57,False
2017-01-30,49,False
2017-01-31,47,False
2017-02-01,52,False
2017-02-02,50,False
2017-02-03,50,False
2017-02-04,58,False
2017-02-05,60,False
2017-02-06,45,False
2017-02-07,46,False
2017-02-08,42,False
2017-02-09,35,False
2017-02-10,45,False
2017-02-11,44,False
2017-02-12,46,False
2017-02-13,44,False
2017-02-14,37,False
2017-02-15,41,False
2017-02-16,41,False
2017-02-17,37,False
2017-02-18,48,False
2017-02-19,42,False
2017-02-20,39,False
2017-02-21,41,False
2017-02-22,43,False
2017-02-23,49,False
2017-02-24,44,False
2017-02-25,51,False
2017-02-26,50,False
2017-02-27,47,False
2017-02-28,41,False
2017-03-01,50,False
2017-03-02,42,False
2017-03-03,58,False
2017-03-04,51,False
2017-03-05,58,False
2017-03-06,50,False
2017-03-07,48,False
2017-03-08,47,False
2017-03-09,46,False
2017-03-10,52,False
2017-03-11,57,False
2017-03-12,50,False
2017-03-13,49,False
2017-03-14,48,False
2017-03-15,43,False
2017-03-16,59,False
2017-03-17,52,False
2017-03-18,56,False
2017-03-19,45,False
2017-03-20,39,False
2017-03-21,43,False
2017-03-22,45,False
2017-03-23,42,False
2017-03-24,50,False
2017-03-25,53,False
2017-03-26,49,False
2017-03-27,40,False
2017-03-28,44,False
2017-03-29,38,False
2017-03-30,47,False
2017-03-31,47,False
2017-04-01,50,False
2017-04-02,56,False
2017-04-03,49,False
2017-04-04,51,False
2017-04-05,47,False
2017-04-06,45,False
2017-04-07,42,False
2017-04-08,50,False
2017-04-09,47,False
2017-04-10,43,False
2017-04-11,40,False
2017-04-12,39,False
2017-04-13,38,False
2017-04-14,44,False
2017-04-15,42,False
2017-04-16,44,False
2017-04-17,46,False
2017-04-18,36,False
2017-04-19,38,False
2017-04-20,42,False
2017-04-21,47,False
2017-04-22,43,False
2017-04-23,44,False
2017-04-24,42,False
2017-04-25,47,False
2017-04-26,43,False
2017-04-27,42,False
2017-04-28,44,False
2017-04-29,50,False
2017-04-30,48,False
2017-05-01,44,False
2017-05-02,42,False
2017-05-03,45,False
2017-05-04,44,False
2017-05-05,49,False
2017-05-06,59,False
2017-05-07,47,False
2017-05-08,41,False
2017-05-09,39,False
2017-05-10,35,False
2017-05-11,38,False
2017-05-12,34,False
2017-05-13,46,False
2017-05-14,39,False
2017-05-15,45,False
2017-05-16,43,False
2017-05-17,41,False
2017-05-18,35,False
2017-05-19,41,False
2017-05-20,43,False
2017-05-21,41,False
2017-05-22,44,False
2017-05-23,43,False
2017-05-24,40,False
2017-05-25,46,False
2017-05-26,43,False
2017-05-27,45,False
2017-05-28,44,False
2017-05-29,32,False
