date,DISH Network,isPartial
2015-12-26,74,False
2015-12-27,89,False
2015-12-28,73,False
2015-12-29,74,False
2015-12-30,73,False
2015-12-31,87,False
2016-01-01,76,False
2016-01-02,79,False
2016-01-03,70,False
2016-01-04,59,False
2016-01-05,61,False
2016-01-06,57,False
2016-01-07,61,False
2016-01-08,64,False
2016-01-09,61,False
2016-01-10,66,False
2016-01-11,58,False
2016-01-12,57,False
2016-01-13,60,False
2016-01-14,67,False
2016-01-15,71,False
2016-01-16,70,False
2016-01-17,75,False
2016-01-18,64,False
2016-01-19,63,False
2016-01-20,63,False
2016-01-21,60,False
2016-01-22,71,False
2016-01-23,73,False
2016-01-24,74,False
2016-01-25,56,False
2016-01-26,62,False
2016-01-27,57,False
2016-01-28,54,False
2016-01-29,61,False
2016-01-30,68,False
2016-01-31,72,False
2016-02-01,59,False
2016-02-02,60,False
2016-02-03,66,False
2016-02-04,63,False
2016-02-05,58,False
2016-02-06,69,False
2016-02-07,89,False
2016-02-08,63,False
2016-02-09,56,False
2016-02-10,59,False
2016-02-11,60,False
2016-02-12,65,False
2016-02-13,60,False
2016-02-14,66,False
2016-02-15,64,False
2016-02-16,60,False
2016-02-17,52,False
2016-02-18,54,False
2016-02-19,51,False
2016-02-20,50,False
2016-02-21,56,False
2016-02-22,50,False
2016-02-23,44,False
2016-02-24,52,False
2016-02-25,53,False
2016-02-26,49,False
2016-02-27,55,False
2016-02-28,55,False
2016-02-29,51,False
2016-03-01,46,False
2016-03-02,52,False
2016-03-03,62,False
2016-03-04,55,False
2016-03-05,56,False
2016-03-06,63,False
2016-03-07,52,False
2016-03-08,45,False
2016-03-09,46,False
2016-03-10,51,False
2016-03-11,52,False
2016-03-12,55,False
2016-03-13,47,False
2016-03-14,55,False
2016-03-15,65,False
2016-03-16,52,False
2016-03-17,51,False
2016-03-18,65,False
2016-03-19,60,False
2016-03-20,57,False
2016-03-21,49,False
2016-03-22,42,False
2016-03-23,42,False
2016-03-24,49,False
2016-03-25,53,False
2016-03-26,55,False
2016-03-27,56,False
2016-03-28,51,False
2016-03-29,46,False
2016-03-30,53,False
2016-03-31,56,False
2016-04-01,58,False
2016-04-02,66,False
2016-04-03,61,False
2016-04-04,57,False
2016-04-05,49,False
2016-04-06,55,False
2016-04-07,47,False
2016-04-08,52,False
2016-04-09,59,False
2016-04-10,64,False
2016-04-11,53,False
2016-04-12,48,False
2016-04-13,50,False
2016-04-14,48,False
2016-04-15,52,False
2016-04-16,53,False
2016-04-17,43,False
2016-04-18,50,False
2016-04-19,48,False
2016-04-20,75,False
2016-04-21,63,False
2016-04-22,49,False
2016-04-23,51,False
2016-04-24,49,False
2016-04-25,44,False
2016-04-26,47,False
