date,DISH Network,isPartial
2017-01-19,49,False
2017-01-20,47,False
2017-01-21,54,False
2017-01-22,54,False
2017-01-23,43,False
2017-01-24,45,False
2017-01-25,45,False
2017-01-26,42,False
2017-01-27,43,False
2017-01-28,52,False
2017-01-29,54,False
2017-01-30,47,False
2017-01-31,44,False
2017-02-01,43,False
2017-02-02,45,False
2017-02-03,54,False
2017-02-04,54,False
2017-02-05,55,False
2017-02-06,41,False
2017-02-07,42,False
2017-02-08,32,False
2017-02-09,37,False
2017-02-10,45,False
2017-02-11,45,False
2017-02-12,49,False
2017-02-13,40,False
2017-02-14,33,False
2017-02-15,41,False
2017-02-16,39,False
2017-02-17,42,False
2017-02-18,49,False
2017-02-19,40,False
2017-02-20,43,False
2017-02-21,39,False
2017-02-22,38,False
2017-02-23,44,False
2017-02-24,36,False
2017-02-25,47,False
2017-02-26,51,False
2017-02-27,43,False
2017-02-28,44,False
2017-03-01,43,False
2017-03-02,44,False
2017-03-03,50,False
2017-03-04,54,False
2017-03-05,56,False
2017-03-06,48,False
2017-03-07,48,False
2017-03-08,39,False
2017-03-09,41,False
2017-03-10,49,False
2017-03-11,46,False
2017-03-12,49,False
2017-03-13,47,False
2017-03-14,45,False
2017-03-15,43,False
2017-03-16,47,False
2017-03-17,44,False
2017-03-18,50,False
2017-03-19,48,False
2017-03-20,44,False
2017-03-21,32,False
2017-03-22,37,False
2017-03-23,40,False
2017-03-24,51,False
2017-03-25,43,False
2017-03-26,41,False
2017-03-27,40,False
2017-03-28,39,False
2017-03-29,42,False
2017-03-30,37,False
2017-03-31,39,False
2017-04-01,52,False
2017-04-02,52,False
2017-04-03,49,False
2017-04-04,47,False
2017-04-05,49,False
2017-04-06,44,False
2017-04-07,41,False
2017-04-08,50,False
2017-04-09,48,False
2017-04-10,39,False
2017-04-11,41,False
2017-04-12,40,False
2017-04-13,40,False
2017-04-14,46,False
2017-04-15,43,False
2017-04-16,47,False
2017-04-17,43,False
2017-04-18,40,False
2017-04-19,36,False
2017-04-20,38,False
2017-04-21,43,False
2017-04-22,51,False
2017-04-23,43,False
2017-04-24,39,False
2017-04-25,41,False
2017-04-26,39,False
2017-04-27,45,False
2017-04-28,41,False
2017-04-29,42,False
2017-04-30,42,False
2017-05-01,46,False
2017-05-02,41,False
2017-05-03,43,False
2017-05-04,41,False
2017-05-05,43,False
2017-05-06,53,False
2017-05-07,52,False
2017-05-08,37,False
2017-05-09,35,False
2017-05-10,30,False
2017-05-11,41,False
2017-05-12,40,False
2017-05-13,35,False
2017-05-14,37,False
2017-05-15,34,False
2017-05-16,36,False
2017-05-17,41,False
2017-05-18,40,False
2017-05-19,40,False
2017-05-20,41,False
2017-05-21,38,False
2017-05-22,39,False
2017-05-23,41,False
2017-05-24,34,False
2017-05-25,39,False
2017-05-26,44,False
2017-05-27,40,False
2017-05-28,41,False
2017-05-29,37,False
2017-05-30,38,False
2017-05-31,44,False
2017-06-01,49,False
2017-06-02,44,False
2017-06-03,42,False
2017-06-04,44,False
2017-06-05,48,False
2017-06-06,44,False
2017-06-07,45,False
2017-06-08,37,False
2017-06-09,41,False
2017-06-10,42,False
2017-06-11,38,False
2017-06-12,39,False
2017-06-13,46,False
2017-06-14,37,False
2017-06-15,46,False
2017-06-16,41,False
2017-06-17,44,False
2017-06-18,41,False
2017-06-19,43,False
2017-06-20,41,False
2017-06-21,41,False
2017-06-22,43,False
2017-06-23,43,False
2017-06-24,40,False
2017-06-25,42,False
2017-06-26,48,False
2017-06-27,41,False
2017-06-28,35,False
2017-06-29,40,False
2017-06-30,46,False
2017-07-01,44,False
2017-07-02,45,False
2017-07-03,41,False
2017-07-04,34,False
2017-07-05,41,False
2017-07-06,44,False
2017-07-07,40,False
2017-07-08,43,False
2017-07-09,37,False
2017-07-10,43,False
2017-07-11,45,False
2017-07-12,42,False
2017-07-13,47,False
2017-07-14,40,False
2017-07-15,46,False
2017-07-16,44,False
2017-07-17,46,False
2017-07-18,41,False
2017-07-19,39,False
2017-07-20,38,False
2017-07-21,40,False
2017-07-22,40,False
2017-07-23,44,False
2017-07-24,41,False
2017-07-25,39,False
2017-07-26,40,False
2017-07-27,40,False
2017-07-28,40,False
2017-07-29,43,False
2017-07-30,47,False
2017-07-31,45,False
2017-08-01,42,False
2017-08-02,43,False
2017-08-03,47,False
2017-08-04,49,False
2017-08-05,46,False
2017-08-06,48,False
2017-08-07,50,False
2017-08-08,42,False
2017-08-09,43,False
2017-08-10,40,False
2017-08-11,46,False
2017-08-12,44,False
2017-08-13,52,False
2017-08-14,48,False
2017-08-15,46,False
2017-08-16,43,False
2017-08-17,40,False
2017-08-18,40,False
2017-08-19,47,False
2017-08-20,52,False
2017-08-21,45,False
2017-08-22,45,False
2017-08-23,47,False
2017-08-24,50,False
2017-08-25,54,False
2017-08-26,100,False
2017-08-27,71,False
2017-08-28,40,False
2017-08-29,42,False
2017-08-30,43,False
2017-08-31,53,False
2017-09-01,58,False
2017-09-02,87,False
2017-09-03,60,False
2017-09-04,43,False
2017-09-05,47,False
2017-09-06,46,False
2017-09-07,48,False
2017-09-08,51,False
2017-09-09,70,False
2017-09-10,74,False
2017-09-11,51,False
2017-09-12,39,False
2017-09-13,44,False
2017-09-14,41,False
2017-09-15,50,False
2017-09-16,92,False
2017-09-17,78,False
2017-09-18,51,False
2017-09-19,45,False
2017-09-20,45,False
2017-09-21,41,False
2017-09-22,47,False
2017-09-23,62,False
2017-09-24,65,False
2017-09-25,49,False
2017-09-26,48,False
2017-09-27,46,False
2017-09-28,42,False
2017-09-29,50,False
2017-09-30,65,False
2017-10-01,64,False
2017-10-02,43,False
2017-10-03,46,False
2017-10-04,43,False
2017-10-05,48,False
2017-10-06,48,False
