date,DISH Network,isPartial
2012-06-04,60,False
2012-06-05,64,False
2012-06-06,56,False
2012-06-07,66,False
2012-06-08,57,False
2012-06-09,65,False
2012-06-10,61,False
2012-06-11,62,False
2012-06-12,59,False
2012-06-13,52,False
2012-06-14,52,False
2012-06-15,50,False
2012-06-16,53,False
2012-06-17,60,False
2012-06-18,53,False
2012-06-19,53,False
2012-06-20,48,False
2012-06-21,50,False
2012-06-22,52,False
2012-06-23,54,False
2012-06-24,53,False
2012-06-25,59,False
2012-06-26,48,False
2012-06-27,51,False
2012-06-28,56,False
2012-06-29,56,False
2012-06-30,54,False
2012-07-01,63,False
2012-07-02,68,False
2012-07-03,55,False
2012-07-04,52,False
2012-07-05,56,False
2012-07-06,58,False
2012-07-07,70,False
2012-07-08,71,False
2012-07-09,62,False
2012-07-10,66,False
2012-07-11,78,False
2012-07-12,70,False
2012-07-13,65,False
2012-07-14,70,False
2012-07-15,75,False
2012-07-16,75,False
2012-07-17,61,False
2012-07-18,57,False
2012-07-19,58,False
2012-07-20,60,False
2012-07-21,55,False
2012-07-22,65,False
2012-07-23,58,False
2012-07-24,54,False
2012-07-25,59,False
2012-07-26,58,False
2012-07-27,61,False
2012-07-28,74,False
2012-07-29,66,False
2012-07-30,61,False
2012-07-31,63,False
2012-08-01,62,False
2012-08-02,59,False
2012-08-03,60,False
2012-08-04,57,False
2012-08-05,54,False
2012-08-06,63,False
2012-08-07,56,False
2012-08-08,51,False
2012-08-09,54,False
2012-08-10,62,False
2012-08-11,59,False
2012-08-12,62,False
2012-08-13,57,False
2012-08-14,56,False
2012-08-15,61,False
2012-08-16,58,False
2012-08-17,58,False
2012-08-18,62,False
2012-08-19,59,False
2012-08-20,67,False
2012-08-21,55,False
2012-08-22,52,False
2012-08-23,52,False
2012-08-24,58,False
2012-08-25,56,False
2012-08-26,62,False
2012-08-27,59,False
2012-08-28,60,False
2012-08-29,54,False
2012-08-30,59,False
2012-08-31,67,False
2012-09-01,87,False
2012-09-02,65,False
2012-09-03,51,False
2012-09-04,58,False
2012-09-05,59,False
2012-09-06,61,False
2012-09-07,68,False
2012-09-08,100,False
2012-09-09,78,False
2012-09-10,54,False
2012-09-11,53,False
2012-09-12,58,False
2012-09-13,59,False
2012-09-14,65,False
2012-09-15,100,False
2012-09-16,83,False
2012-09-17,58,False
2012-09-18,60,False
2012-09-19,56,False
2012-09-20,54,False
2012-09-21,59,False
2012-09-22,79,False
2012-09-23,65,False
2012-09-24,54,False
2012-09-25,53,False
2012-09-26,52,False
2012-09-27,54,False
2012-09-28,55,False
2012-09-29,69,False
2012-09-30,77,False
2012-10-01,57,False
2012-10-02,59,False
2012-10-03,55,False
2012-10-04,55,False
2012-10-05,63,False
2012-10-06,70,False
2012-10-07,68,False
2012-10-08,72,False
2012-10-09,51,False
2012-10-10,53,False
2012-10-11,53,False
2012-10-12,56,False
2012-10-13,72,False
2012-10-14,86,False
2012-10-15,78,False
2012-10-16,54,False
2012-10-17,48,False
2012-10-18,50,False
2012-10-19,52,False
2012-10-20,60,False
2012-10-21,64,False
2012-10-22,71,False
2012-10-23,53,False
2012-10-24,49,False
2012-10-25,50,False
2012-10-26,50,False
2012-10-27,62,False
2012-10-28,58,False
2012-10-29,49,False
2012-10-30,47,False
2012-10-31,42,False
2012-11-01,51,False
2012-11-02,51,False
2012-11-03,59,False
2012-11-04,55,False
2012-11-05,54,False
2012-11-06,44,False
2012-11-07,47,False
2012-11-08,48,False
2012-11-09,53,False
2012-11-10,63,False
2012-11-11,52,False
2012-11-12,54,False
2012-11-13,49,False
2012-11-14,42,False
2012-11-15,46,False
2012-11-16,53,False
2012-11-17,64,False
2012-11-18,55,False
2012-11-19,49,False
2012-11-20,46,False
2012-11-21,45,False
2012-11-22,42,False
2012-11-23,58,False
2012-11-24,70,False
2012-11-25,60,False
2012-11-26,59,False
2012-11-27,48,False
2012-11-28,52,False
2012-11-29,49,False
2012-11-30,55,False
2012-12-01,58,False
2012-12-02,50,False
2012-12-03,50,False
2012-12-04,48,False
2012-12-05,52,False
2012-12-06,44,False
2012-12-07,48,False
2012-12-08,61,False
2012-12-09,58,False
2012-12-10,46,False
2012-12-11,45,False
2012-12-12,45,False
2012-12-13,40,False
2012-12-14,44,False
2012-12-15,50,False
2012-12-16,48,False
2012-12-17,50,False
2012-12-18,50,False
2012-12-19,46,False
2012-12-20,43,False
2012-12-21,46,False
2012-12-22,46,False
2012-12-23,50,False
2012-12-24,52,False
2012-12-25,53,False
2012-12-26,60,False
2012-12-27,59,False
2012-12-28,66,False
2012-12-29,66,False
2012-12-30,60,False
2012-12-31,64,False
2013-01-01,55,False
2013-01-02,60,False
2013-01-03,58,False
2013-01-04,63,False
2013-01-05,58,False
2013-01-06,57,False
2013-01-07,58,False
2013-01-08,59,False
2013-01-09,55,False
2013-01-10,46,False
2013-01-11,48,False
2013-01-12,51,False
2013-01-13,55,False
2013-01-14,47,False
2013-01-15,51,False
2013-01-16,46,False
2013-01-17,53,False
2013-01-18,56,False
2013-01-19,55,False
2013-01-20,58,False
2013-01-21,47,False
2013-01-22,47,False
2013-01-23,47,False
2013-01-24,47,False
2013-01-25,47,False
2013-01-26,56,False
2013-01-27,54,False
2013-01-28,47,False
2013-01-29,46,False
2013-01-30,45,False
2013-01-31,48,False
2013-02-01,51,False
2013-02-02,51,False
2013-02-03,63,False
2013-02-04,46,False
2013-02-05,43,False
2013-02-06,43,False
2013-02-07,40,False
2013-02-08,44,False
2013-02-09,50,False
2013-02-10,53,False
2013-02-11,54,False
2013-02-12,42,False
2013-02-13,46,False
2013-02-14,41,False
2013-02-15,47,False
2013-02-16,53,False
2013-02-17,49,False
2013-02-18,50,False
2013-02-19,46,False
