date,DISH Network,isPartial
2017-10-06,72,False
2017-10-07,92,False
2017-10-08,84,False
2017-10-09,68,False
2017-10-10,68,False
2017-10-11,66,False
2017-10-12,73,False
2017-10-13,75,False
2017-10-14,99,False
2017-10-15,82,False
2017-10-16,72,False
2017-10-17,66,False
2017-10-18,66,False
2017-10-19,63,False
2017-10-20,71,False
2017-10-21,82,False
2017-10-22,81,False
2017-10-23,73,False
2017-10-24,63,False
2017-10-25,63,False
2017-10-26,61,False
2017-10-27,76,False
2017-10-28,81,False
2017-10-29,88,False
2017-10-30,65,False
2017-10-31,59,False
2017-11-01,67,False
2017-11-02,64,False
2017-11-03,78,False
2017-11-04,100,False
2017-11-05,80,False
2017-11-06,62,False
2017-11-07,70,False
2017-11-08,58,False
2017-11-09,64,False
2017-11-10,64,False
2017-11-11,81,False
2017-11-12,73,False
2017-11-13,62,False
2017-11-14,63,False
2017-11-15,56,False
2017-11-16,61,False
2017-11-17,72,False
2017-11-18,82,False
2017-11-19,75,False
2017-11-20,73,False
2017-11-21,76,False
2017-11-22,78,False
2017-11-23,94,False
2017-11-24,77,False
2017-11-25,96,False
2017-11-26,84,False
2017-11-27,68,False
2017-11-28,63,False
2017-11-29,66,False
2017-11-30,62,False
2017-12-01,81,False
2017-12-02,82,False
2017-12-03,78,False
2017-12-04,68,False
2017-12-05,63,False
2017-12-06,66,False
2017-12-07,59,False
2017-12-08,70,False
2017-12-09,71,False
2017-12-10,70,False
2017-12-11,62,False
2017-12-12,57,False
2017-12-13,58,False
2017-12-14,57,False
2017-12-15,50,False
2017-12-16,73,False
2017-12-17,65,False
2017-12-18,62,False
2017-12-19,56,False
2017-12-20,58,False
2017-12-21,60,False
2017-12-22,62,False
2017-12-23,71,False
2017-12-24,73,False
2017-12-25,72,False
2017-12-26,77,False
2017-12-27,74,False
2017-12-28,69,False
2017-12-29,77,False
2017-12-30,72,False
2017-12-31,86,False
2018-01-01,90,False
2018-01-02,72,False
2018-01-03,64,False
2018-01-04,77,False
2018-01-05,71,False
2018-01-06,68,False
2018-01-07,68,False
2018-01-08,68,False
2018-01-09,77,False
2018-01-10,54,False
2018-01-11,58,False
2018-01-12,58,False
2018-01-13,66,False
2018-01-14,76,False
2018-01-15,53,False
2018-01-16,60,False
2018-01-17,58,False
2018-01-18,62,False
2018-01-19,55,False
2018-01-20,65,False
2018-01-21,73,False
2018-01-22,58,False
2018-01-23,50,False
2018-01-24,52,False
2018-01-25,56,False
2018-01-26,57,False
2018-01-27,65,False
2018-01-28,70,False
2018-01-29,54,False
2018-01-30,56,False
2018-01-31,52,False
2018-02-01,61,False
2018-02-02,64,False
2018-02-03,74,False
2018-02-04,86,False
2018-02-05,55,False
2018-02-06,59,False
2018-02-07,54,False
2018-02-08,55,False
2018-02-09,57,False
2018-02-10,70,False
2018-02-11,60,False
2018-02-12,52,False
2018-02-13,49,False
2018-02-14,44,False
2018-02-15,52,False
2018-02-16,59,False
2018-02-17,60,False
2018-02-18,55,False
2018-02-19,58,False
2018-02-20,54,False
2018-02-21,54,False
2018-02-22,59,False
2018-02-23,64,False
2018-02-24,65,False
2018-02-25,60,False
2018-02-26,52,False
2018-02-27,49,False
2018-02-28,53,False
2018-03-01,57,False
2018-03-02,67,False
2018-03-03,63,False
2018-03-04,59,False
2018-03-05,56,False
2018-03-06,53,False
2018-03-07,57,False
2018-03-08,57,False
2018-03-09,56,False
2018-03-10,65,False
2018-03-11,64,False
2018-03-12,56,False
2018-03-13,51,False
2018-03-14,55,False
2018-03-15,61,False
2018-03-16,57,False
2018-03-17,56,False
2018-03-18,58,False
2018-03-19,60,False
2018-03-20,46,False
2018-03-21,58,False
2018-03-22,49,False
2018-03-23,50,False
2018-03-24,57,False
2018-03-25,56,False
2018-03-26,51,False
2018-03-27,50,False
2018-03-28,51,False
2018-03-29,55,False
2018-03-30,59,False
2018-03-31,66,False
2018-04-01,59,False
2018-04-02,54,False
2018-04-03,59,False
2018-04-04,51,False
2018-04-05,55,False
2018-04-06,65,False
2018-04-07,63,False
2018-04-08,69,False
2018-04-09,54,False
2018-04-10,46,False
2018-04-11,44,False
2018-04-12,42,False
2018-04-13,58,False
2018-04-14,65,False
2018-04-15,64,False
2018-04-16,56,False
2018-04-17,46,False
2018-04-18,46,False
2018-04-19,51,False
2018-04-20,49,False
2018-04-21,58,False
2018-04-22,46,False
2018-04-23,45,False
2018-04-24,39,False
2018-04-25,52,False
2018-04-26,46,False
2018-04-27,53,False
2018-04-28,56,False
2018-04-29,55,False
2018-04-30,52,False
2018-05-01,55,False
2018-05-02,47,False
2018-05-03,49,False
2018-05-04,44,False
2018-05-05,53,False
2018-05-06,55,False
2018-05-07,100,False
2018-05-08,83,False
2018-05-09,70,False
2018-05-10,57,False
2018-05-11,52,False
2018-05-12,54,False
2018-05-13,55,False
2018-05-14,44,False
2018-05-15,43,False
2018-05-16,40,False
2018-05-17,50,False
2018-05-18,51,False
2018-05-19,58,False
2018-05-20,48,False
2018-05-21,42,False
2018-05-22,39,False
2018-05-23,47,False
2018-05-24,46,False
2018-05-25,41,False
2018-05-26,50,False
2018-05-27,57,False
2018-05-28,48,False
2018-05-29,58,False
2018-05-30,56,False
2018-05-31,57,False
2018-06-01,58,False
2018-06-02,48,False
2018-06-03,62,False
2018-06-04,57,False
2018-06-05,48,False
2018-06-06,49,False
2018-06-07,49,False
2018-06-08,53,False
2018-06-09,55,False
2018-06-10,52,False
2018-06-11,52,False
2018-06-12,52,False
2018-06-13,55,False
2018-06-14,62,False
2018-06-15,82,False
2018-06-16,67,False
2018-06-17,54,False
2018-06-18,63,False
2018-06-19,57,False
2018-06-20,67,False
2018-06-21,61,False
2018-06-22,55,False
2018-06-23,61,False
