date,DISH Network,isPartial
2015-08-18,56,False
2015-08-19,58,False
2015-08-20,51,False
2015-08-21,57,False
2015-08-22,60,False
2015-08-23,59,False
2015-08-24,60,False
2015-08-25,54,False
2015-08-26,61,False
2015-08-27,59,False
2015-08-28,58,False
2015-08-29,56,False
2015-08-30,65,False
2015-08-31,66,False
2015-09-01,61,False
2015-09-02,56,False
2015-09-03,59,False
2015-09-04,69,False
2015-09-05,91,False
2015-09-06,65,False
2015-09-07,50,False
2015-09-08,61,False
2015-09-09,51,False
2015-09-10,56,False
2015-09-11,60,False
2015-09-12,100,False
2015-09-13,81,False
2015-09-14,56,False
2015-09-15,57,False
2015-09-16,53,False
2015-09-17,53,False
2015-09-18,57,False
2015-09-19,77,False
2015-09-20,81,False
2015-09-21,57,False
2015-09-22,54,False
2015-09-23,53,False
2015-09-24,51,False
2015-09-25,56,False
2015-09-26,69,False
2015-09-27,67,False
2015-09-28,56,False
2015-09-29,55,False
2015-09-30,56,False
2015-10-01,52,False
2015-10-02,61,False
2015-10-03,72,False
2015-10-04,69,False
2015-10-05,50,False
2015-10-06,52,False
2015-10-07,46,False
2015-10-08,53,False
2015-10-09,59,False
2015-10-10,91,False
2015-10-11,79,False
2015-10-12,62,False
2015-10-13,52,False
2015-10-14,54,False
2015-10-15,51,False
2015-10-16,52,False
2015-10-17,65,False
2015-10-18,60,False
2015-10-19,55,False
2015-10-20,50,False
2015-10-21,47,False
2015-10-22,48,False
2015-10-23,54,False
2015-10-24,64,False
2015-10-25,59,False
2015-10-26,48,False
2015-10-27,50,False
2015-10-28,54,False
2015-10-29,51,False
2015-10-30,54,False
2015-10-31,65,False
2015-11-01,58,False
2015-11-02,52,False
2015-11-03,51,False
2015-11-04,48,False
2015-11-05,53,False
2015-11-06,59,False
2015-11-07,64,False
2015-11-08,59,False
2015-11-09,50,False
2015-11-10,48,False
2015-11-11,49,False
2015-11-12,40,False
2015-11-13,57,False
2015-11-14,62,False
2015-11-15,67,False
2015-11-16,48,False
2015-11-17,51,False
2015-11-18,42,False
2015-11-19,51,False
2015-11-20,50,False
2015-11-21,74,False
2015-11-22,67,False
2015-11-23,53,False
2015-11-24,40,False
2015-11-25,42,False
2015-11-26,49,False
2015-11-27,55,False
2015-11-28,66,False
2015-11-29,56,False
2015-11-30,53,False
2015-12-01,45,False
2015-12-02,47,False
2015-12-03,51,False
2015-12-04,53,False
2015-12-05,53,False
