date,DISH Network,isPartial
2016-05-04,44,False
2016-05-05,40,False
2016-05-06,45,False
2016-05-07,53,False
2016-05-08,50,False
2016-05-09,46,False
2016-05-10,41,False
2016-05-11,46,False
2016-05-12,48,False
2016-05-13,44,False
2016-05-14,54,False
2016-05-15,51,False
2016-05-16,49,False
2016-05-17,49,False
2016-05-18,48,False
2016-05-19,39,False
2016-05-20,49,False
2016-05-21,52,False
2016-05-22,47,False
2016-05-23,42,False
2016-05-24,38,False
2016-05-25,39,False
2016-05-26,44,False
2016-05-27,53,False
2016-05-28,53,False
2016-05-29,44,False
2016-05-30,42,False
2016-05-31,48,False
2016-06-01,49,False
2016-06-02,55,False
2016-06-03,51,False
2016-06-04,54,False
2016-06-05,52,False
2016-06-06,49,False
2016-06-07,41,False
2016-06-08,41,False
2016-06-09,46,False
2016-06-10,51,False
2016-06-11,53,False
2016-06-12,52,False
2016-06-13,57,False
2016-06-14,53,False
2016-06-15,50,False
2016-06-16,51,False
2016-06-17,60,False
2016-06-18,56,False
2016-06-19,51,False
2016-06-20,53,False
2016-06-21,47,False
2016-06-22,50,False
2016-06-23,51,False
2016-06-24,49,False
2016-06-25,48,False
2016-06-26,49,False
2016-06-27,47,False
2016-06-28,49,False
2016-06-29,42,False
2016-06-30,52,False
2016-07-01,58,False
2016-07-02,51,False
2016-07-03,40,False
2016-07-04,37,False
2016-07-05,49,False
2016-07-06,58,False
2016-07-07,48,False
2016-07-08,54,False
2016-07-09,49,False
2016-07-10,53,False
2016-07-11,51,False
2016-07-12,49,False
2016-07-13,52,False
2016-07-14,53,False
2016-07-15,50,False
2016-07-16,54,False
2016-07-17,51,False
2016-07-18,53,False
2016-07-19,49,False
2016-07-20,40,False
2016-07-21,47,False
2016-07-22,51,False
2016-07-23,49,False
2016-07-24,54,False
2016-07-25,48,False
2016-07-26,46,False
2016-07-27,42,False
2016-07-28,46,False
2016-07-29,52,False
2016-07-30,53,False
2016-07-31,57,False
2016-08-01,63,False
2016-08-02,50,False
2016-08-03,55,False
2016-08-04,58,False
2016-08-05,56,False
2016-08-06,61,False
2016-08-07,61,False
2016-08-08,54,False
2016-08-09,50,False
2016-08-10,48,False
2016-08-11,60,False
2016-08-12,56,False
2016-08-13,60,False
2016-08-14,57,False
2016-08-15,56,False
2016-08-16,47,False
2016-08-17,43,False
2016-08-18,49,False
2016-08-19,56,False
2016-08-20,61,False
2016-08-21,65,False
2016-08-22,48,False
2016-08-23,46,False
2016-08-24,46,False
2016-08-25,50,False
2016-08-26,66,False
2016-08-27,66,False
2016-08-28,61,False
2016-08-29,54,False
2016-08-30,48,False
2016-08-31,53,False
2016-09-01,59,False
2016-09-02,67,False
2016-09-03,94,False
2016-09-04,59,False
2016-09-05,53,False
2016-09-06,56,False
2016-09-07,54,False
2016-09-08,47,False
2016-09-09,54,False
2016-09-10,100,False
2016-09-11,84,False
2016-09-12,55,False
2016-09-13,53,False
2016-09-14,46,False
2016-09-15,48,False
2016-09-16,46,False
2016-09-17,85,False
2016-09-18,84,False
2016-09-19,48,False
2016-09-20,46,False
2016-09-21,39,False
2016-09-22,48,False
2016-09-23,51,False
2016-09-24,74,False
2016-09-25,68,False
2016-09-26,44,False
2016-09-27,43,False
2016-09-28,46,False
2016-09-29,49,False
2016-09-30,56,False
2016-10-01,68,False
2016-10-02,61,False
2016-10-03,47,False
2016-10-04,43,False
2016-10-05,44,False
2016-10-06,45,False
2016-10-07,51,False
2016-10-08,66,False
2016-10-09,61,False
2016-10-10,46,False
