date,Xilinx,isPartial
2015-12-26,29,False
2015-12-27,16,False
2015-12-28,39,False
2015-12-29,37,False
2015-12-30,40,False
2015-12-31,24,False
2016-01-01,20,False
2016-01-02,21,False
2016-01-03,28,False
2016-01-04,53,False
2016-01-05,65,False
2016-01-06,68,False
2016-01-07,65,False
2016-01-08,64,False
2016-01-09,25,False
2016-01-10,26,False
2016-01-11,81,False
2016-01-12,73,False
2016-01-13,82,False
2016-01-14,68,False
2016-01-15,61,False
2016-01-16,29,False
2016-01-17,20,False
2016-01-18,71,False
2016-01-19,77,False
2016-01-20,77,False
2016-01-21,95,False
2016-01-22,82,False
2016-01-23,33,False
2016-01-24,28,False
2016-01-25,86,False
2016-01-26,79,False
2016-01-27,94,False
2016-01-28,87,False
2016-01-29,84,False
2016-01-30,43,False
2016-01-31,33,False
2016-02-01,92,False
2016-02-02,75,False
2016-02-03,83,False
2016-02-04,86,False
2016-02-05,79,False
2016-02-06,38,False
2016-02-07,25,False
2016-02-08,94,False
2016-02-09,87,False
2016-02-10,87,False
2016-02-11,70,False
2016-02-12,78,False
2016-02-13,44,False
2016-02-14,38,False
2016-02-15,73,False
2016-02-16,80,False
2016-02-17,81,False
2016-02-18,80,False
2016-02-19,79,False
2016-02-20,32,False
2016-02-21,37,False
2016-02-22,76,False
2016-02-23,76,False
2016-02-24,97,False
2016-02-25,90,False
2016-02-26,74,False
2016-02-27,42,False
2016-02-28,33,False
2016-02-29,83,False
2016-03-01,90,False
2016-03-02,89,False
2016-03-03,83,False
2016-03-04,87,False
2016-03-05,35,False
2016-03-06,33,False
2016-03-07,81,False
2016-03-08,92,False
2016-03-09,79,False
2016-03-10,90,False
2016-03-11,60,False
2016-03-12,36,False
2016-03-13,33,False
2016-03-14,66,False
2016-03-15,82,False
2016-03-16,77,False
2016-03-17,79,False
2016-03-18,77,False
2016-03-19,28,False
2016-03-20,26,False
2016-03-21,75,False
2016-03-22,79,False
2016-03-23,78,False
2016-03-24,81,False
2016-03-25,71,False
2016-03-26,39,False
2016-03-27,37,False
2016-03-28,53,False
2016-03-29,67,False
2016-03-30,85,False
2016-03-31,80,False
2016-04-01,64,False
2016-04-02,34,False
2016-04-03,26,False
2016-04-04,92,False
2016-04-05,82,False
2016-04-06,92,False
2016-04-07,91,False
2016-04-08,75,False
2016-04-09,39,False
2016-04-10,32,False
2016-04-11,80,False
2016-04-12,99,False
2016-04-13,87,False
2016-04-14,90,False
2016-04-15,75,False
2016-04-16,29,False
2016-04-17,38,False
2016-04-18,83,False
2016-04-19,83,False
2016-04-20,100,False
2016-04-21,82,False
2016-04-22,63,False
2016-04-23,35,False
2016-04-24,37,False
2016-04-25,73,False
2016-04-26,86,False
2016-04-27,79,False
2016-04-28,82,False
2016-04-29,72,False
2016-04-30,29,False
2016-05-01,26,False
2016-05-02,61,False
2016-05-03,73,False
2016-05-04,48,False
2016-05-05,59,False
2016-05-06,50,False
2016-05-07,34,False
2016-05-08,29,False
2016-05-09,69,False
2016-05-10,75,False
2016-05-11,78,False
2016-05-12,67,False
2016-05-13,78,False
2016-05-14,34,False
2016-05-15,26,False
2016-05-16,71,False
2016-05-17,93,False
2016-05-18,80,False
2016-05-19,73,False
2016-05-20,57,False
2016-05-21,28,False
2016-05-22,27,False
2016-05-23,78,False
2016-05-24,98,False
2016-05-25,90,False
2016-05-26,87,False
2016-05-27,75,False
2016-05-28,24,False
2016-05-29,22,False
2016-05-30,57,False
2016-05-31,69,False
2016-06-01,86,False
2016-06-02,80,False
2016-06-03,66,False
2016-06-04,27,False
2016-06-05,23,False
2016-06-06,82,False
2016-06-07,78,False
2016-06-08,72,False
2016-06-09,80,False
2016-06-10,69,False
2016-06-11,23,False
2016-06-12,26,False
2016-06-13,67,False
2016-06-14,79,False
2016-06-15,79,False
2016-06-16,74,False
2016-06-17,68,False
2016-06-18,24,False
2016-06-19,19,False
2016-06-20,73,False
2016-06-21,74,False
2016-06-22,57,False
2016-06-23,64,False
2016-06-24,77,False
2016-06-25,17,False
2016-06-26,30,False
2016-06-27,73,False
2016-06-28,74,False
2016-06-29,81,False
2016-06-30,64,False
2016-07-01,54,False
2016-07-02,27,False
2016-07-03,10,False
2016-07-04,48,False
2016-07-05,68,False
2016-07-06,61,False
2016-07-07,61,False
2016-07-08,63,False
2016-07-09,25,False
2016-07-10,23,False
2016-07-11,69,False
2016-07-12,68,False
2016-07-13,83,False
2016-07-14,62,False
2016-07-15,51,False
2016-07-16,26,False
2016-07-17,19,False
2016-07-18,61,False
2016-07-19,79,False
2016-07-20,77,False
2016-07-21,67,False
2016-07-22,63,False
2016-07-23,27,False
2016-07-24,28,False
2016-07-25,73,False
2016-07-26,76,False
2016-07-27,71,False
2016-07-28,82,False
2016-07-29,64,False
2016-07-30,30,False
2016-07-31,24,False
2016-08-01,52,False
2016-08-02,92,False
2016-08-03,62,False
2016-08-04,72,False
2016-08-05,77,False
2016-08-06,32,False
2016-08-07,17,False
2016-08-08,75,False
2016-08-09,65,False
2016-08-10,82,False
2016-08-11,60,False
2016-08-12,49,False
2016-08-13,22,False
2016-08-14,22,False
2016-08-15,45,False
2016-08-16,64,False
2016-08-17,62,False
2016-08-18,56,False
2016-08-19,75,False
2016-08-20,26,False
2016-08-21,23,False
2016-08-22,66,False
2016-08-23,75,False
2016-08-24,67,False
2016-08-25,81,False
2016-08-26,67,False
2016-08-27,26,False
2016-08-28,20,False
2016-08-29,70,False
2016-08-30,78,False
2016-08-31,77,False
2016-09-01,63,False
2016-09-02,53,False
2016-09-03,30,False
2016-09-04,27,False
2016-09-05,47,False
2016-09-06,73,False
2016-09-07,70,False
2016-09-08,82,False
2016-09-09,70,False
2016-09-10,33,False
2016-09-11,22,False
