date,Xilinx,isPartial
2012-10-12,71,False
2012-10-13,40,False
2012-10-14,37,False
2012-10-15,82,False
2012-10-16,72,False
2012-10-17,74,False
2012-10-18,88,False
2012-10-19,61,False
2012-10-20,43,False
2012-10-21,37,False
2012-10-22,93,False
2012-10-23,90,False
2012-10-24,86,False
2012-10-25,82,False
2012-10-26,68,False
2012-10-27,31,False
2012-10-28,19,False
2012-10-29,62,False
2012-10-30,70,False
2012-10-31,85,False
2012-11-01,58,False
2012-11-02,81,False
2012-11-03,44,False
2012-11-04,21,False
2012-11-05,53,False
2012-11-06,75,False
2012-11-07,60,False
2012-11-08,66,False
2012-11-09,61,False
2012-11-10,15,False
2012-11-11,35,False
2012-11-12,67,False
2012-11-13,78,False
2012-11-14,72,False
2012-11-15,72,False
2012-11-16,70,False
2012-11-17,43,False
2012-11-18,33,False
2012-11-19,69,False
2012-11-20,62,False
2012-11-21,62,False
2012-11-22,59,False
2012-11-23,61,False
2012-11-24,35,False
2012-11-25,47,False
2012-11-26,75,False
2012-11-27,82,False
2012-11-28,70,False
2012-11-29,69,False
2012-11-30,73,False
2012-12-01,28,False
2012-12-02,31,False
2012-12-03,55,False
2012-12-04,59,False
2012-12-05,66,False
2012-12-06,56,False
2012-12-07,75,False
2012-12-08,38,False
2012-12-09,43,False
2012-12-10,70,False
2012-12-11,91,False
2012-12-12,67,False
2012-12-13,76,False
2012-12-14,64,False
2012-12-15,28,False
2012-12-16,31,False
2012-12-17,75,False
2012-12-18,86,False
2012-12-19,71,False
2012-12-20,63,False
2012-12-21,66,False
2012-12-22,28,False
2012-12-23,30,False
2012-12-24,35,False
2012-12-25,23,False
2012-12-26,42,False
2012-12-27,29,False
2012-12-28,32,False
2012-12-29,29,False
2012-12-30,29,False
2012-12-31,22,False
2013-01-01,32,False
2013-01-02,42,False
2013-01-03,65,False
2013-01-04,40,False
2013-01-05,30,False
2013-01-06,26,False
2013-01-07,59,False
2013-01-08,78,False
2013-01-09,76,False
2013-01-10,64,False
2013-01-11,100,False
2013-01-12,25,False
2013-01-13,35,False
2013-01-14,51,False
2013-01-15,60,False
2013-01-16,70,False
2013-01-17,81,False
2013-01-18,75,False
2013-01-19,38,False
