date,Xilinx,isPartial
2017-01-19,85,False
2017-01-20,75,False
2017-01-21,23,False
2017-01-22,37,False
2017-01-23,76,False
2017-01-24,88,False
2017-01-25,95,False
2017-01-26,77,False
2017-01-27,68,False
2017-01-28,40,False
2017-01-29,30,False
2017-01-30,67,False
2017-01-31,86,False
2017-02-01,88,False
2017-02-02,75,False
2017-02-03,74,False
2017-02-04,34,False
2017-02-05,36,False
2017-02-06,82,False
2017-02-07,80,False
2017-02-08,87,False
2017-02-09,98,False
2017-02-10,75,False
2017-02-11,33,False
2017-02-12,30,False
2017-02-13,79,False
2017-02-14,76,False
2017-02-15,88,False
2017-02-16,78,False
2017-02-17,78,False
2017-02-18,40,False
2017-02-19,31,False
2017-02-20,84,False
2017-02-21,78,False
2017-02-22,100,False
2017-02-23,78,False
2017-02-24,80,False
2017-02-25,42,False
2017-02-26,34,False
2017-02-27,73,False
2017-02-28,94,False
2017-03-01,87,False
2017-03-02,95,False
2017-03-03,74,False
2017-03-04,39,False
2017-03-05,41,False
2017-03-06,87,False
2017-03-07,90,False
2017-03-08,85,False
2017-03-09,73,False
2017-03-10,77,False
2017-03-11,30,False
2017-03-12,44,False
2017-03-13,84,False
2017-03-14,93,False
2017-03-15,87,False
2017-03-16,92,False
2017-03-17,88,False
2017-03-18,33,False
2017-03-19,34,False
2017-03-20,85,False
2017-03-21,95,False
2017-03-22,81,False
2017-03-23,91,False
2017-03-24,83,False
2017-03-25,41,False
2017-03-26,37,False
2017-03-27,68,False
2017-03-28,86,False
2017-03-29,83,False
2017-03-30,71,False
2017-03-31,80,False
2017-04-01,26,False
2017-04-02,36,False
2017-04-03,67,False
2017-04-04,84,False
2017-04-05,76,False
2017-04-06,83,False
2017-04-07,75,False
2017-04-08,28,False
2017-04-09,38,False
2017-04-10,88,False
2017-04-11,91,False
2017-04-12,87,False
2017-04-13,85,False
2017-04-14,70,False
2017-04-15,32,False
2017-04-16,26,False
2017-04-17,59,False
2017-04-18,85,False
2017-04-19,80,False
2017-04-20,83,False
2017-04-21,85,False
2017-04-22,28,False
2017-04-23,43,False
2017-04-24,86,False
2017-04-25,85,False
2017-04-26,84,False
2017-04-27,79,False
2017-04-28,72,False
