date,CSCO stock
2016-09-11,11
2016-09-12,19
2016-09-13,25
2016-09-14,22
2016-09-15,29
2016-09-16,23
2016-09-17,0
2016-09-18,0
2016-09-19,22
2016-09-20,28
2016-09-21,22
2016-09-22,19
2016-09-23,20
2016-09-24,0
2016-09-25,0
2016-09-26,25
2016-09-27,22
2016-09-28,28
2016-09-29,38
2016-09-30,39
2016-10-01,14
2016-10-02,0
2016-10-03,6
2016-10-04,12
2016-10-05,28
2016-10-06,13
2016-10-07,13
2016-10-08,14
2016-10-09,0
2016-10-10,19
2016-10-11,34
2016-10-12,22
2016-10-13,31
2016-10-14,3
2016-10-15,15
2016-10-16,7
2016-10-17,15
2016-10-18,12
2016-10-19,12
2016-10-20,9
2016-10-21,26
2016-10-22,4
2016-10-23,0
2016-10-24,28
2016-10-25,18
2016-10-26,16
2016-10-27,25
2016-10-28,26
2016-10-29,7
2016-10-30,0
2016-10-31,16
2016-11-01,35
2016-11-02,25
2016-11-03,15
2016-11-04,16
2016-11-05,0
2016-11-06,3
2016-11-07,24
2016-11-08,27
2016-11-09,45
2016-11-10,35
2016-11-11,16
2016-11-12,11
2016-11-13,4
2016-11-14,15
2016-11-15,19
2016-11-16,46
2016-11-17,56
2016-11-18,28
2016-11-19,10
2016-11-20,7
2016-11-21,21
2016-11-22,24
2016-11-23,18
2016-11-24,6
2016-11-25,19
2016-11-26,17
2016-11-27,0
2016-11-28,15
2016-11-29,17
2016-11-30,15
2016-12-01,24
2016-12-02,34
2016-12-03,17
2016-12-04,0
2016-12-05,36
2016-12-06,14
2016-12-07,33
2016-12-08,12
2016-12-09,25
2016-12-10,10
2016-12-11,0
2016-12-12,38
2016-12-13,53
2016-12-14,24
2016-12-15,15
2016-12-16,6
2016-12-17,7
2016-12-18,0
2016-12-19,25
2016-12-20,19
2016-12-21,29
2016-12-22,32
2016-12-23,13
2016-12-24,8
2016-12-25,0
2016-12-26,3
2016-12-27,35
2016-12-28,13
2016-12-29,32
2016-12-30,17
2016-12-31,4
2017-01-01,4
2017-01-02,9
2017-01-03,21
2017-01-04,36
2017-01-05,27
2017-01-06,19
2017-01-07,10
2017-01-08,17
2017-01-09,26
2017-01-10,14
2017-01-11,20
2017-01-12,23
2017-01-13,3
2017-01-14,7
2017-01-15,3
2017-01-16,3
2017-01-17,9
2017-01-18,14
2017-01-19,17
2017-01-20,33
2017-01-21,10
2017-01-22,3
2017-01-23,23
2017-01-24,26
2017-01-25,40
2017-01-26,11
2017-01-27,27
2017-01-28,17
2017-01-29,7
2017-01-30,28
2017-01-31,20
2017-02-01,20
2017-02-02,32
2017-02-03,30
2017-02-04,7
2017-02-05,0
2017-02-06,11
2017-02-07,23
2017-02-08,28
2017-02-09,32
2017-02-10,33
2017-02-11,16
2017-02-12,6
2017-02-13,31
2017-02-14,71
2017-02-15,84
2017-02-16,100
2017-02-17,46
2017-02-18,10
2017-02-19,7
2017-02-20,14
2017-02-21,54
2017-02-22,34
2017-02-23,32
2017-02-24,27
2017-02-25,16
2017-02-26,3
2017-02-27,17
2017-02-28,28
2017-03-01,35
2017-03-02,49
2017-03-03,52
2017-03-04,6
2017-03-05,9
2017-03-06,27
2017-03-07,24
2017-03-08,28
2017-03-09,33
2017-03-10,38
2017-03-11,7
2017-03-12,6
2017-03-13,29
2017-03-14,39
2017-03-15,39
2017-03-16,23
2017-03-17,42
2017-03-18,0
2017-03-19,10
2017-03-20,17
2017-03-21,31
2017-03-22,14
2017-03-23,29
2017-03-24,18
2017-03-25,0
2017-03-26,3
2017-03-27,8
2017-03-28,17
2017-03-29,26
2017-03-30,26
2017-03-31,33
2017-04-01,3
2017-04-02,10
2017-04-03,22
2017-04-04,11
2017-04-05,19
2017-04-06,31
2017-04-07,26
2017-04-08,10
2017-04-09,7
2017-04-10,20
2017-04-11,26
2017-04-12,29
2017-04-13,30
2017-04-14,19
2017-04-15,3
2017-04-16,3
2017-04-17,30
2017-04-18,20
2017-04-19,14
2017-04-20,26
2017-04-21,12
2017-04-22,0
2017-04-23,3
2017-04-24,46
2017-04-25,17
2017-04-26,33
2017-04-27,28
2017-04-28,12
2017-04-29,7
2017-04-30,17
2017-05-01,21
2017-05-02,28
2017-05-03,25
2017-05-04,29
2017-05-05,29
2017-05-06,7
2017-05-07,10
2017-05-08,14
2017-05-09,25
2017-05-10,42
2017-05-11,32
2017-05-12,9
2017-05-13,10
2017-05-14,0
2017-05-15,30
2017-05-16,42
2017-05-17,86
2017-05-18,84
2017-05-19,66
2017-05-20,18
2017-05-21,10
2017-05-22,36
2017-05-23,33
2017-05-24,37
2017-05-25,34
2017-05-26,16
2017-05-27,11
2017-05-28,11
2017-05-29,6
