date,CSCO stock
2015-04-10,24
2015-04-11,0
2015-04-12,0
2015-04-13,23
2015-04-14,23
2015-04-15,29
2015-04-16,35
2015-04-17,18
2015-04-18,28
2015-04-19,20
2015-04-20,17
2015-04-21,52
2015-04-22,40
2015-04-23,12
2015-04-24,24
2015-04-25,7
2015-04-26,20
2015-04-27,11
2015-04-28,17
2015-04-29,52
2015-04-30,24
2015-05-01,33
2015-05-02,0
2015-05-03,0
2015-05-04,29
2015-05-05,12
2015-05-06,40
2015-05-07,23
2015-05-08,12
2015-05-09,0
2015-05-10,0
2015-05-11,29
2015-05-12,46
2015-05-13,64
2015-05-14,100
2015-05-15,54
2015-05-16,21
2015-05-17,7
2015-05-18,40
2015-05-19,28
2015-05-20,23
2015-05-21,23
2015-05-22,18
2015-05-23,21
2015-05-24,7
2015-05-25,18
2015-05-26,17
2015-05-27,0
2015-05-28,17
2015-05-29,30
2015-05-30,0
2015-05-31,7
2015-06-01,23
2015-06-02,6
2015-06-03,17
2015-06-04,24
2015-06-05,6
2015-06-06,7
2015-06-07,0
2015-06-08,39
2015-06-09,11
2015-06-10,6
2015-06-11,12
2015-06-12,24
2015-06-13,0
2015-06-14,7
2015-06-15,17
2015-06-16,28
2015-06-17,29
2015-06-18,29
2015-06-19,18
2015-06-20,7
2015-06-21,0
2015-06-22,17
2015-06-23,6
2015-06-24,34
2015-06-25,29
2015-06-26,24
2015-06-27,7
2015-06-28,0
2015-06-29,52
2015-06-30,34
2015-07-01,18
2015-07-02,23
2015-07-03,6
2015-07-04,7
2015-07-05,14
2015-07-06,17
2015-07-07,23
2015-07-08,46
2015-07-09,17
2015-07-10,48
2015-07-11,7
2015-07-12,7
2015-07-13,23
2015-07-14,23
2015-07-15,46
2015-07-16,30
2015-07-17,12
2015-07-18,7
2015-07-19,0
2015-07-20,18
2015-07-21,35
2015-07-22,47
2015-07-23,53
2015-07-24,18
2015-07-25,0
2015-07-26,0
2015-07-27,45
2015-07-28,28
2015-07-29,11
2015-07-30,35
2015-07-31,37
2015-08-01,14
2015-08-02,7
2015-08-03,35
2015-08-04,17
2015-08-05,6
2015-08-06,29
2015-08-07,24
2015-08-08,7
2015-08-09,7
2015-08-10,17
2015-08-11,63
2015-08-12,58
2015-08-13,88
2015-08-14,54
2015-08-15,7
2015-08-16,13
2015-08-17,29
2015-08-18,28
2015-08-19,17
2015-08-20,34
2015-08-21,53
2015-08-22,20
2015-08-23,7
2015-08-24,71
2015-08-25,39
2015-08-26,45
2015-08-27,46
2015-08-28,47
2015-08-29,14
2015-08-30,13
2015-08-31,11
2015-09-01,33
2015-09-02,39
2015-09-03,29
2015-09-04,18
2015-09-05,0
2015-09-06,0
2015-09-07,18
2015-09-08,28
2015-09-09,22
2015-09-10,11
2015-09-11,46
2015-09-12,0
2015-09-13,0
2015-09-14,33
2015-09-15,27
2015-09-16,33
2015-09-17,16
2015-09-18,29
2015-09-19,6
2015-09-20,6
2015-09-21,38
2015-09-22,27
2015-09-23,38
2015-09-24,22
2015-09-25,17
2015-09-26,7
2015-09-27,6
2015-09-28,38
2015-09-29,5
2015-09-30,32
2015-10-01,27
2015-10-02,11
2015-10-03,0
2015-10-04,0
2015-10-05,27
2015-10-06,48
2015-10-07,43
2015-10-08,16
2015-10-09,28
2015-10-10,19
2015-10-11,0
2015-10-12,28
2015-10-13,43
2015-10-14,16
2015-10-15,22
2015-10-16,33
2015-10-17,6
2015-10-18,0
2015-10-19,27
2015-10-20,26
2015-10-21,27
2015-10-22,38
2015-10-23,17
2015-10-24,13
2015-10-25,6
2015-10-26,11
2015-10-27,42
2015-10-28,58
2015-10-29,38
2015-10-30,40
2015-10-31,13
2015-11-01,6
2015-11-02,43
2015-11-03,16
2015-11-04,48
2015-11-05,32
2015-11-06,33
2015-11-07,0
2015-11-08,6
2015-11-09,32
2015-11-10,16
2015-11-11,38
2015-11-12,38
2015-11-13,78
2015-11-14,18
2015-11-15,12
2015-11-16,21
2015-11-17,26
2015-11-18,43
2015-11-19,16
2015-11-20,27
2015-11-21,0
2015-11-22,6
2015-11-23,21
2015-11-24,21
2015-11-25,32
2015-11-26,11
2015-11-27,6
2015-11-28,12
2015-11-29,12
2015-11-30,5
2015-12-01,10
2015-12-02,37
2015-12-03,27
2015-12-04,44
2015-12-05,6
2015-12-06,0
2015-12-07,16
2015-12-08,16
2015-12-09,16
2015-12-10,43
2015-12-11,17
2015-12-12,0
2015-12-13,0
2015-12-14,37
2015-12-15,16
2015-12-16,38
2015-12-17,28
2015-12-18,18
2015-12-19,7
2015-12-20,0
2015-12-21,0
2015-12-22,6
2015-12-23,48
2015-12-24,20
2015-12-25,0
2015-12-26,7
