date,CSCO stock
2017-10-06,12
2017-10-07,8
2017-10-08,6
2017-10-09,15
2017-10-10,18
2017-10-11,25
2017-10-12,10
2017-10-13,14
2017-10-14,6
2017-10-15,2
2017-10-16,23
2017-10-17,21
2017-10-18,20
2017-10-19,13
2017-10-20,31
2017-10-21,2
2017-10-22,4
2017-10-23,15
2017-10-24,20
2017-10-25,23
2017-10-26,15
2017-10-27,24
2017-10-28,2
2017-10-29,0
2017-10-30,21
2017-10-31,27
2017-11-01,22
2017-11-02,12
2017-11-03,29
2017-11-04,13
2017-11-05,7
2017-11-06,11
2017-11-07,6
2017-11-08,8
2017-11-09,13
2017-11-10,19
2017-11-11,4
2017-11-12,0
2017-11-13,14
2017-11-14,27
2017-11-15,42
2017-11-16,78
2017-11-17,45
2017-11-18,7
2017-11-19,7
2017-11-20,19
2017-11-21,29
2017-11-22,21
2017-11-23,2
2017-11-24,12
2017-11-25,5
2017-11-26,2
2017-11-27,16
2017-11-28,33
2017-11-29,29
2017-11-30,38
2017-12-01,36
2017-12-02,11
2017-12-03,4
2017-12-04,33
2017-12-05,29
2017-12-06,23
2017-12-07,18
2017-12-08,22
2017-12-09,8
2017-12-10,5
2017-12-11,24
2017-12-12,27
2017-12-13,26
2017-12-14,29
2017-12-15,17
2017-12-16,11
2017-12-17,0
2017-12-18,19
2017-12-19,26
2017-12-20,22
2017-12-21,24
2017-12-22,16
2017-12-23,4
2017-12-24,6
2017-12-25,4
2017-12-26,15
2017-12-27,23
2017-12-28,16
2017-12-29,7
2017-12-30,8
2017-12-31,6
2018-01-01,2
2018-01-02,40
2018-01-03,34
2018-01-04,23
2018-01-05,30
2018-01-06,16
2018-01-07,5
2018-01-08,20
2018-01-09,21
2018-01-10,24
2018-01-11,18
2018-01-12,20
2018-01-13,16
2018-01-14,14
2018-01-15,14
2018-01-16,26
2018-01-17,36
2018-01-18,39
2018-01-19,28
2018-01-20,11
2018-01-21,4
2018-01-22,35
2018-01-23,26
2018-01-24,40
2018-01-25,38
2018-01-26,29
2018-01-27,9
2018-01-28,7
2018-01-29,33
2018-01-30,22
2018-01-31,41
2018-02-01,24
2018-02-02,24
2018-02-03,12
2018-02-04,5
2018-02-05,25
2018-02-06,45
2018-02-07,19
2018-02-08,44
2018-02-09,39
2018-02-10,11
2018-02-11,7
2018-02-12,22
2018-02-13,39
2018-02-14,60
2018-02-15,100
2018-02-16,71
2018-02-17,31
2018-02-18,11
2018-02-19,14
2018-02-20,51
2018-02-21,39
2018-02-22,28
2018-02-23,34
2018-02-24,9
2018-02-25,7
2018-02-26,37
2018-02-27,39
2018-02-28,24
2018-03-01,38
2018-03-02,34
2018-03-03,14
2018-03-04,2
2018-03-05,29
2018-03-06,48
2018-03-07,28
2018-03-08,27
2018-03-09,23
2018-03-10,9
2018-03-11,4
2018-03-12,26
2018-03-13,20
2018-03-14,28
2018-03-15,23
2018-03-16,29
2018-03-17,7
2018-03-18,3
2018-03-19,28
2018-03-20,22
2018-03-21,25
2018-03-22,14
2018-03-23,19
2018-03-24,4
2018-03-25,2
2018-03-26,28
2018-03-27,30
2018-03-28,29
2018-03-29,37
2018-03-30,21
2018-03-31,9
2018-04-01,4
2018-04-02,18
2018-04-03,23
2018-04-04,16
2018-04-05,40
2018-04-06,15
2018-04-07,5
2018-04-08,7
2018-04-09,31
