date,CSCO stock
2012-01-26,21
2012-01-27,45
2012-01-28,0
2012-01-29,13
2012-01-30,10
2012-01-31,42
2012-02-01,21
2012-02-02,21
2012-02-03,11
2012-02-04,13
2012-02-05,0
2012-02-06,21
2012-02-07,0
2012-02-08,42
2012-02-09,32
2012-02-10,66
2012-02-11,13
2012-02-12,25
2012-02-13,0
2012-02-14,11
2012-02-15,43
2012-02-16,43
2012-02-17,11
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,55
2012-02-22,74
2012-02-23,32
2012-02-24,43
2012-02-25,13
2012-02-26,0
2012-02-27,10
2012-02-28,10
2012-02-29,42
2012-03-01,22
2012-03-02,23
2012-03-03,0
2012-03-04,0
2012-03-05,43
2012-03-06,21
2012-03-07,21
2012-03-08,22
2012-03-09,0
2012-03-10,13
2012-03-11,12
2012-03-12,0
2012-03-13,52
2012-03-14,0
2012-03-15,0
2012-03-16,11
2012-03-17,13
2012-03-18,13
2012-03-19,21
2012-03-20,21
2012-03-21,52
2012-03-22,0
2012-03-23,22
2012-03-24,0
2012-03-25,0
2012-03-26,10
2012-03-27,21
2012-03-28,32
2012-03-29,42
2012-03-30,23
2012-03-31,0
2012-04-01,0
2012-04-02,0
2012-04-03,21
2012-04-04,0
2012-04-05,11
2012-04-06,12
2012-04-07,0
2012-04-08,13
2012-04-09,25
2012-04-10,33
2012-04-11,21
2012-04-12,21
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,10
2012-04-17,31
2012-04-18,21
2012-04-19,31
2012-04-20,11
2012-04-21,0
2012-04-22,12
2012-04-23,51
2012-04-24,31
2012-04-25,21
2012-04-26,32
2012-04-27,22
2012-04-28,0
2012-04-29,0
2012-04-30,22
2012-05-01,12
2012-05-02,21
2012-05-03,10
2012-05-04,0
2012-05-05,0
2012-05-06,12
2012-05-07,0
2012-05-08,20
2012-05-09,72
2012-05-10,84
2012-05-11,55
2012-05-12,38
2012-05-13,0
2012-05-14,61
2012-05-15,51
2012-05-16,52
2012-05-17,32
2012-05-18,11
2012-05-19,13
2012-05-20,13
2012-05-21,31
2012-05-22,52
2012-05-23,31
2012-05-24,21
2012-05-25,11
2012-05-26,0
2012-05-27,0
2012-05-28,11
2012-05-29,51
2012-05-30,20
2012-05-31,21
2012-06-01,0
2012-06-02,13
2012-06-03,13
2012-06-04,10
2012-06-05,0
2012-06-06,41
2012-06-07,21
2012-06-08,0
2012-06-09,38
2012-06-10,0
2012-06-11,31
2012-06-12,30
2012-06-13,41
2012-06-14,10
2012-06-15,0
2012-06-16,13
2012-06-17,0
2012-06-18,10
2012-06-19,0
2012-06-20,21
2012-06-21,31
2012-06-22,11
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,31
2012-06-27,41
2012-06-28,21
2012-06-29,11
2012-06-30,0
2012-07-01,13
2012-07-02,21
2012-07-03,41
2012-07-04,0
2012-07-05,22
2012-07-06,22
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,10
2012-07-11,0
2012-07-12,32
2012-07-13,0
2012-07-14,26
2012-07-15,0
2012-07-16,0
2012-07-17,10
2012-07-18,0
2012-07-19,11
2012-07-20,22
2012-07-21,13
2012-07-22,0
2012-07-23,11
2012-07-24,0
2012-07-25,32
2012-07-26,32
2012-07-27,22
2012-07-28,26
2012-07-29,13
2012-07-30,10
2012-07-31,21
2012-08-01,10
2012-08-02,32
2012-08-03,11
2012-08-04,0
2012-08-05,26
2012-08-06,0
2012-08-07,21
2012-08-08,11
2012-08-09,21
2012-08-10,33
2012-08-11,13
2012-08-12,0
2012-08-13,32
2012-08-14,42
2012-08-15,55
2012-08-16,85
2012-08-17,100
2012-08-18,0
2012-08-19,13
2012-08-20,11
2012-08-21,0
2012-08-22,10
2012-08-23,21
2012-08-24,22
2012-08-25,0
2012-08-26,0
2012-08-27,30
2012-08-28,61
2012-08-29,30
2012-08-30,10
2012-08-31,11
2012-09-01,0
2012-09-02,12
2012-09-03,10
2012-09-04,30
2012-09-05,0
2012-09-06,51
2012-09-07,32
2012-09-08,0
2012-09-09,12
2012-09-10,20
2012-09-11,10
2012-09-12,0
2012-09-13,30
2012-09-14,0
2012-09-15,0
2012-09-16,12
2012-09-17,30
2012-09-18,19
2012-09-19,30
2012-09-20,50
2012-09-21,21
2012-09-22,12
2012-09-23,0
2012-09-24,20
2012-09-25,40
2012-09-26,0
2012-09-27,50
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,30
2012-10-02,10
2012-10-03,20
2012-10-04,39
2012-10-05,40
2012-10-06,0
2012-10-07,0
2012-10-08,38
2012-10-09,28
2012-10-10,19
2012-10-11,39
2012-10-12,20
