date,CSCO stock
2018-02-13,30
2018-02-14,62
2018-02-15,100
2018-02-16,69
2018-02-17,25
2018-02-18,6
2018-02-19,11
2018-02-20,31
2018-02-21,36
2018-02-22,24
2018-02-23,32
2018-02-24,3
2018-02-25,8
2018-02-26,25
2018-02-27,17
2018-02-28,26
2018-03-01,39
2018-03-02,26
2018-03-03,15
2018-03-04,8
2018-03-05,27
2018-03-06,26
2018-03-07,20
2018-03-08,20
2018-03-09,23
2018-03-10,11
2018-03-11,3
2018-03-12,25
2018-03-13,19
2018-03-14,25
2018-03-15,26
2018-03-16,23
2018-03-17,9
2018-03-18,3
2018-03-19,27
2018-03-20,18
2018-03-21,18
2018-03-22,16
2018-03-23,22
2018-03-24,8
2018-03-25,8
2018-03-26,24
2018-03-27,28
2018-03-28,19
2018-03-29,27
2018-03-30,8
2018-03-31,6
2018-04-01,3
2018-04-02,14
2018-04-03,12
2018-04-04,24
2018-04-05,29
2018-04-06,18
2018-04-07,6
2018-04-08,5
2018-04-09,27
