date,CSCO stock
2010-08-24,19
2010-08-25,20
2010-08-26,0
2010-08-27,10
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,19
2010-09-08,19
2010-09-09,19
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,9
2010-09-16,38
2010-09-17,20
2010-09-18,12
2010-09-19,0
2010-09-20,28
2010-09-21,28
2010-09-22,19
2010-09-23,9
2010-09-24,29
2010-09-25,12
2010-09-26,0
2010-09-27,27
2010-09-28,9
2010-09-29,18
2010-09-30,9
2010-10-01,10
2010-10-02,12
2010-10-03,11
2010-10-04,0
2010-10-05,9
2010-10-06,18
2010-10-07,10
2010-10-08,10
2010-10-09,12
2010-10-10,0
2010-10-11,19
2010-10-12,19
2010-10-13,18
2010-10-14,18
2010-10-15,0
2010-10-16,11
2010-10-17,0
2010-10-18,9
2010-10-19,18
2010-10-20,18
2010-10-21,9
2010-10-22,28
2010-10-23,0
2010-10-24,11
2010-10-25,9
2010-10-26,27
2010-10-27,18
2010-10-28,18
2010-10-29,0
2010-10-30,0
2010-10-31,12
2010-11-01,9
2010-11-02,18
2010-11-03,9
2010-11-04,9
2010-11-05,37
2010-11-06,0
2010-11-07,11
2010-11-08,17
2010-11-09,35
2010-11-10,44
2010-11-11,100
2010-11-12,75
2010-11-13,34
2010-11-14,22
2010-11-15,45
2010-11-16,45
2010-11-17,35
2010-11-18,18
2010-11-19,37
2010-11-20,11
2010-11-21,0
2010-11-22,9
2010-11-23,44
2010-11-24,35
2010-11-25,9
2010-11-26,10
2010-11-27,11
2010-11-28,0
2010-11-29,0
2010-11-30,26
2010-12-01,34
2010-12-02,35
2010-12-03,28
2010-12-04,22
2010-12-05,0
2010-12-06,35
2010-12-07,35
2010-12-08,18
2010-12-09,36
2010-12-10,28
2010-12-11,22
2010-12-12,0
2010-12-13,9
2010-12-14,26
2010-12-15,27
2010-12-16,36
2010-12-17,57
2010-12-18,11
2010-12-19,0
2010-12-20,9
2010-12-21,27
2010-12-22,28
2010-12-23,20
2010-12-24,0
2010-12-25,0
2010-12-26,12
2010-12-27,20
2010-12-28,19
2010-12-29,29
2010-12-30,0
2010-12-31,23
2011-01-01,26
2011-01-02,0
2011-01-03,36
2011-01-04,34
2011-01-05,35
2011-01-06,44
2011-01-07,54
2011-01-08,0
2011-01-09,0
2011-01-10,34
2011-01-11,16
2011-01-12,42
2011-01-13,42
2011-01-14,35
2011-01-15,20
2011-01-16,10
2011-01-17,16
2011-01-18,50
2011-01-19,33
2011-01-20,8
2011-01-21,25
2011-01-22,0
2011-01-23,10
2011-01-24,0
2011-01-25,0
2011-01-26,41
2011-01-27,33
2011-01-28,17
2011-01-29,20
2011-01-30,10
2011-01-31,38
2011-02-01,77
2011-02-02,8
2011-02-03,8
2011-02-04,8
2011-02-05,20
2011-02-06,10
2011-02-07,31
2011-02-08,24
2011-02-09,40
2011-02-10,90
2011-02-11,94
2011-02-12,30
2011-02-13,20
2011-02-14,32
2011-02-15,8
2011-02-16,47
2011-02-17,57
2011-02-18,25
2011-02-19,10
2011-02-20,0
2011-02-21,24
2011-02-22,40
2011-02-23,0
2011-02-24,33
2011-02-25,50
2011-02-26,10
2011-02-27,10
2011-02-28,8
2011-03-01,70
2011-03-02,48
2011-03-03,32
2011-03-04,34
2011-03-05,20
2011-03-06,10
2011-03-07,16
2011-03-08,24
2011-03-09,8
2011-03-10,24
2011-03-11,32
2011-03-12,10
2011-03-13,0
2011-03-14,8
2011-03-15,24
2011-03-16,24
2011-03-17,8
2011-03-18,42
2011-03-19,0
2011-03-20,0
2011-03-21,8
2011-03-22,47
2011-03-23,47
2011-03-24,24
2011-03-25,25
2011-03-26,0
2011-03-27,0
2011-03-28,39
2011-03-29,16
2011-03-30,24
2011-03-31,24
2011-04-01,33
2011-04-02,20
2011-04-03,0
2011-04-04,16
2011-04-05,31
2011-04-06,72
2011-04-07,32
2011-04-08,25
2011-04-09,10
2011-04-10,0
2011-04-11,16
2011-04-12,16
2011-04-13,40
2011-04-14,32
2011-04-15,59
2011-04-16,0
2011-04-17,10
2011-04-18,32
2011-04-19,16
2011-04-20,67
2011-04-21,35
2011-04-22,10
2011-04-23,11
2011-04-24,11
2011-04-25,35
2011-04-26,8
2011-04-27,32
2011-04-28,16
2011-04-29,25
2011-04-30,0
2011-05-01,0
2011-05-02,8
2011-05-03,0
2011-05-04,8
2011-05-05,8
2011-05-06,25
2011-05-07,0
2011-05-08,0
2011-05-09,16
2011-05-10,31
2011-05-11,55
