date,CSCO stock
2012-10-12,16
2012-10-13,9
2012-10-14,9
2012-10-15,0
2012-10-16,0
2012-10-17,23
2012-10-18,15
2012-10-19,40
2012-10-20,0
2012-10-21,0
2012-10-22,15
2012-10-23,0
2012-10-24,8
2012-10-25,8
2012-10-26,33
2012-10-27,19
2012-10-28,0
2012-10-29,7
2012-10-30,15
2012-10-31,39
2012-11-01,0
2012-11-02,24
2012-11-03,18
2012-11-04,9
2012-11-05,0
2012-11-06,22
2012-11-07,0
2012-11-08,38
2012-11-09,24
2012-11-10,9
2012-11-11,0
2012-11-12,15
2012-11-13,15
2012-11-14,61
2012-11-15,46
2012-11-16,16
2012-11-17,9
2012-11-18,9
2012-11-19,22
2012-11-20,15
2012-11-21,45
2012-11-22,0
2012-11-23,32
2012-11-24,0
2012-11-25,9
2012-11-26,15
2012-11-27,22
2012-11-28,15
2012-11-29,0
2012-11-30,8
2012-12-01,18
2012-12-02,0
2012-12-03,0
2012-12-04,7
2012-12-05,0
2012-12-06,30
2012-12-07,8
2012-12-08,9
2012-12-09,0
2012-12-10,7
2012-12-11,14
2012-12-12,7
2012-12-13,37
2012-12-14,23
2012-12-15,0
2012-12-16,0
2012-12-17,0
2012-12-18,37
2012-12-19,46
2012-12-20,31
2012-12-21,8
2012-12-22,28
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,0
2012-12-27,24
2012-12-28,16
2012-12-29,27
2012-12-30,0
2012-12-31,37
2013-01-01,9
2013-01-02,30
2013-01-03,37
2013-01-04,38
2013-01-05,0
2013-01-06,8
2013-01-07,14
2013-01-08,14
2013-01-09,28
2013-01-10,21
2013-01-11,44
2013-01-12,0
2013-01-13,0
2013-01-14,28
2013-01-15,28
2013-01-16,21
2013-01-17,28
2013-01-18,7
2013-01-19,8
2013-01-20,16
2013-01-21,14
2013-01-22,14
2013-01-23,14
2013-01-24,14
2013-01-25,15
2013-01-26,8
2013-01-27,16
2013-01-28,27
2013-01-29,48
2013-01-30,48
2013-01-31,35
2013-02-01,29
2013-02-02,17
2013-02-03,8
2013-02-04,28
2013-02-05,34
2013-02-06,42
2013-02-07,14
2013-02-08,29
2013-02-09,8
2013-02-10,8
2013-02-11,14
2013-02-12,14
2013-02-13,56
2013-02-14,36
2013-02-15,29
2013-02-16,8
2013-02-17,0
2013-02-18,0
2013-02-19,21
2013-02-20,0
2013-02-21,21
2013-02-22,29
2013-02-23,8
2013-02-24,0
2013-02-25,27
2013-02-26,20
2013-02-27,34
2013-02-28,21
2013-03-01,7
2013-03-02,8
2013-03-03,8
2013-03-04,20
2013-03-05,41
2013-03-06,20
2013-03-07,28
2013-03-08,50
2013-03-09,0
2013-03-10,0
2013-03-11,14
2013-03-12,13
2013-03-13,13
2013-03-14,7
2013-03-15,7
2013-03-16,8
2013-03-17,0
2013-03-18,7
2013-03-19,7
2013-03-20,34
2013-03-21,34
2013-03-22,7
2013-03-23,16
2013-03-24,0
2013-03-25,7
2013-03-26,27
2013-03-27,21
2013-03-28,43
2013-03-29,0
2013-03-30,8
2013-03-31,0
2013-04-01,0
2013-04-02,34
2013-04-03,20
2013-04-04,7
2013-04-05,14
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,7
2013-04-10,27
2013-04-11,21
2013-04-12,42
2013-04-13,16
2013-04-14,16
2013-04-15,27
2013-04-16,33
2013-04-17,7
2013-04-18,20
2013-04-19,7
2013-04-20,8
2013-04-21,0
2013-04-22,7
2013-04-23,41
2013-04-24,34
2013-04-25,7
2013-04-26,21
2013-04-27,8
2013-04-28,0
2013-04-29,27
2013-04-30,14
2013-05-01,7
2013-05-02,21
2013-05-03,7
2013-05-04,8
2013-05-05,8
2013-05-06,27
2013-05-07,27
2013-05-08,41
2013-05-09,28
2013-05-10,14
2013-05-11,0
2013-05-12,8
2013-05-13,13
2013-05-14,20
2013-05-15,100
2013-05-16,67
2013-05-17,78
2013-05-18,16
2013-05-19,16
2013-05-20,40
2013-05-21,13
2013-05-22,46
2013-05-23,27
2013-05-24,14
2013-05-25,0
2013-05-26,0
2013-05-27,0
2013-05-28,33
2013-05-29,40
2013-05-30,27
2013-05-31,42
2013-06-01,0
2013-06-02,16
2013-06-03,20
2013-06-04,27
2013-06-05,27
2013-06-06,20
2013-06-07,21
2013-06-08,8
2013-06-09,8
2013-06-10,20
2013-06-11,13
2013-06-12,27
2013-06-13,40
2013-06-14,14
2013-06-15,25
2013-06-16,16
2013-06-17,20
2013-06-18,54
2013-06-19,27
2013-06-20,14
2013-06-21,43
2013-06-22,8
2013-06-23,8
2013-06-24,47
2013-06-25,27
2013-06-26,20
2013-06-27,34
2013-06-28,36
2013-06-29,17
