date,CSCO stock
2015-12-26,3
2015-12-27,0
2015-12-28,6
2015-12-29,12
2015-12-30,12
2015-12-31,17
2016-01-01,0
2016-01-02,0
2016-01-03,3
2016-01-04,12
2016-01-05,9
2016-01-06,15
2016-01-07,18
2016-01-08,24
2016-01-09,10
2016-01-10,10
2016-01-11,17
2016-01-12,8
2016-01-13,14
2016-01-14,20
2016-01-15,15
2016-01-16,3
2016-01-17,6
2016-01-18,0
2016-01-19,14
2016-01-20,14
2016-01-21,26
2016-01-22,27
2016-01-23,13
2016-01-24,3
2016-01-25,17
2016-01-26,20
2016-01-27,0
2016-01-28,11
2016-01-29,6
2016-01-30,0
2016-01-31,0
2016-02-01,14
2016-02-02,28
2016-02-03,14
2016-02-04,20
2016-02-05,24
2016-02-06,0
2016-02-07,3
2016-02-08,17
2016-02-09,23
2016-02-10,48
2016-02-11,60
2016-02-12,27
2016-02-13,6
2016-02-14,3
2016-02-15,17
2016-02-16,28
2016-02-17,45
2016-02-18,45
2016-02-19,34
2016-02-20,13
2016-02-21,3
2016-02-22,39
2016-02-23,25
2016-02-24,14
2016-02-25,17
2016-02-26,27
2016-02-27,0
2016-02-28,3
2016-02-29,8
2016-03-01,16
2016-03-02,19
2016-03-03,25
2016-03-04,23
2016-03-05,13
2016-03-06,0
2016-03-07,22
2016-03-08,17
2016-03-09,23
2016-03-10,26
2016-03-11,18
2016-03-12,0
2016-03-13,3
2016-03-14,14
2016-03-15,11
2016-03-16,25
2016-03-17,29
2016-03-18,33
2016-03-19,3
2016-03-20,10
2016-03-21,20
2016-03-22,26
2016-03-23,15
2016-03-24,21
2016-03-25,13
2016-03-26,3
2016-03-27,3
2016-03-28,15
2016-03-29,6
2016-03-30,31
2016-03-31,20
2016-04-01,33
2016-04-02,3
2016-04-03,10
2016-04-04,17
2016-04-05,17
2016-04-06,17
2016-04-07,26
2016-04-08,30
2016-04-09,7
2016-04-10,0
2016-04-11,20
2016-04-12,28
2016-04-13,23
2016-04-14,12
2016-04-15,18
2016-04-16,7
2016-04-17,7
2016-04-18,20
2016-04-19,8
2016-04-20,40
2016-04-21,23
2016-04-22,18
2016-04-23,10
2016-04-24,0
2016-04-25,8
2016-04-26,28
2016-04-27,20
2016-04-28,26
2016-04-29,39
2016-04-30,7
2016-05-01,0
2016-05-02,17
2016-05-03,17
2016-05-04,17
2016-05-05,18
2016-05-06,15
2016-05-07,10
2016-05-08,0
2016-05-09,17
2016-05-10,28
2016-05-11,31
2016-05-12,26
2016-05-13,12
2016-05-14,3
2016-05-15,0
2016-05-16,14
2016-05-17,14
2016-05-18,67
2016-05-19,23
2016-05-20,30
2016-05-21,3
2016-05-22,10
2016-05-23,6
2016-05-24,37
2016-05-25,20
2016-05-26,36
2016-05-27,34
2016-05-28,13
2016-05-29,0
2016-05-30,9
2016-05-31,23
2016-06-01,23
2016-06-02,23
2016-06-03,39
2016-06-04,14
2016-06-05,3
2016-06-06,17
2016-06-07,23
2016-06-08,14
2016-06-09,9
2016-06-10,6
2016-06-11,13
2016-06-12,3
2016-06-13,11
2016-06-14,17
2016-06-15,23
2016-06-16,14
2016-06-17,21
2016-06-18,14
2016-06-19,17
2016-06-20,34
2016-06-21,11
2016-06-22,34
2016-06-23,30
2016-06-24,68
2016-06-25,17
2016-06-26,10
2016-06-27,32
2016-06-28,49
2016-06-29,41
2016-06-30,36
2016-07-01,22
2016-07-02,7
2016-07-03,0
2016-07-04,9
2016-07-05,34
2016-07-06,12
2016-07-07,25
2016-07-08,26
2016-07-09,14
2016-07-10,3
2016-07-11,15
2016-07-12,27
2016-07-13,37
2016-07-14,15
2016-07-15,25
2016-07-16,7
2016-07-17,4
2016-07-18,34
2016-07-19,15
2016-07-20,28
2016-07-21,28
2016-07-22,22
2016-07-23,7
2016-07-24,4
2016-07-25,27
2016-07-26,39
2016-07-27,24
2016-07-28,21
2016-07-29,19
2016-07-30,4
2016-07-31,11
2016-08-01,6
2016-08-02,24
2016-08-03,12
2016-08-04,3
2016-08-05,33
2016-08-06,11
2016-08-07,0
2016-08-08,9
2016-08-09,19
2016-08-10,19
2016-08-11,16
2016-08-12,37
2016-08-13,7
2016-08-14,4
2016-08-15,13
2016-08-16,48
2016-08-17,100
2016-08-18,91
2016-08-19,33
2016-08-20,7
2016-08-21,4
2016-08-22,25
2016-08-23,13
2016-08-24,19
2016-08-25,36
2016-08-26,22
2016-08-27,10
2016-08-28,0
2016-08-29,30
2016-08-30,24
2016-08-31,24
2016-09-01,33
2016-09-02,34
2016-09-03,7
2016-09-04,3
2016-09-05,6
2016-09-06,12
2016-09-07,33
2016-09-08,18
2016-09-09,12
2016-09-10,3
2016-09-11,10
