date,CSCO stock
2015-08-18,34
2015-08-19,13
2015-08-20,13
2015-08-21,35
2015-08-22,10
2015-08-23,5
2015-08-24,41
2015-08-25,45
2015-08-26,59
2015-08-27,37
2015-08-28,26
2015-08-29,10
2015-08-30,0
2015-08-31,53
2015-09-01,57
2015-09-02,12
2015-09-03,8
2015-09-04,17
2015-09-05,10
2015-09-06,0
2015-09-07,0
2015-09-08,33
2015-09-09,24
2015-09-10,8
2015-09-11,30
2015-09-12,9
2015-09-13,5
2015-09-14,32
2015-09-15,20
2015-09-16,36
2015-09-17,25
2015-09-18,17
2015-09-19,14
2015-09-20,5
2015-09-21,16
2015-09-22,12
2015-09-23,32
2015-09-24,21
2015-09-25,43
2015-09-26,10
2015-09-27,0
2015-09-28,8
2015-09-29,24
2015-09-30,24
2015-10-01,8
2015-10-02,13
2015-10-03,14
2015-10-04,5
2015-10-05,16
2015-10-06,12
2015-10-07,36
2015-10-08,8
2015-10-09,38
2015-10-10,0
2015-10-11,9
2015-10-12,41
2015-10-13,12
2015-10-14,8
2015-10-15,24
2015-10-16,21
2015-10-17,0
2015-10-18,0
2015-10-19,27
2015-10-20,12
2015-10-21,32
2015-10-22,52
2015-10-23,29
2015-10-24,9
2015-10-25,5
2015-10-26,24
2015-10-27,16
2015-10-28,16
2015-10-29,40
2015-10-30,46
2015-10-31,9
2015-11-01,0
2015-11-02,20
2015-11-03,12
2015-11-04,24
2015-11-05,28
2015-11-06,12
2015-11-07,23
2015-11-08,0
2015-11-09,27
2015-11-10,12
2015-11-11,20
2015-11-12,44
2015-11-13,41
2015-11-14,18
2015-11-15,14
2015-11-16,20
2015-11-17,12
2015-11-18,20
2015-11-19,20
2015-11-20,4
2015-11-21,0
2015-11-22,5
2015-11-23,8
2015-11-24,27
2015-11-25,0
2015-11-26,4
2015-11-27,8
2015-11-28,0
2015-11-29,4
2015-11-30,19
2015-12-01,35
2015-12-02,4
2015-12-03,16
2015-12-04,28
2015-12-05,0
2015-12-06,5
2015-12-07,16
2015-12-08,16
2015-12-09,16
2015-12-10,16
2015-12-11,21
2015-12-12,5
2015-12-13,9
2015-12-14,4
2015-12-15,33
2015-12-16,16
2015-12-17,12
2015-12-18,26
2015-12-19,10
2015-12-20,5
2015-12-21,4
2015-12-22,9
2015-12-23,13
2015-12-24,10
2015-12-25,5
2015-12-26,5
2015-12-27,0
2015-12-28,4
2015-12-29,0
2015-12-30,13
2015-12-31,24
2016-01-01,0
2016-01-02,0
2016-01-03,5
2016-01-04,30
2016-01-05,13
2016-01-06,30
2016-01-07,26
2016-01-08,35
2016-01-09,5
2016-01-10,14
2016-01-11,16
2016-01-12,17
2016-01-13,21
2016-01-14,21
2016-01-15,13
2016-01-16,10
2016-01-17,5
2016-01-18,8
2016-01-19,25
2016-01-20,25
2016-01-21,51
2016-01-22,43
2016-01-23,14
2016-01-24,9
2016-01-25,37
2016-01-26,37
2016-01-27,12
2016-01-28,29
2016-01-29,18
2016-01-30,0
2016-01-31,9
2016-02-01,17
2016-02-02,33
2016-02-03,17
2016-02-04,34
2016-02-05,35
2016-02-06,0
2016-02-07,5
2016-02-08,13
2016-02-09,34
2016-02-10,99
2016-02-11,100
2016-02-12,65
2016-02-13,19
2016-02-14,9
2016-02-15,25
2016-02-16,33
2016-02-17,65
2016-02-18,37
2016-02-19,38
2016-02-20,5
2016-02-21,9
2016-02-22,32
2016-02-23,37
2016-02-24,29
2016-02-25,12
2016-02-26,43
2016-02-27,9
2016-02-28,5
2016-02-29,24
2016-03-01,16
2016-03-02,36
2016-03-03,29
2016-03-04,25
2016-03-05,19
2016-03-06,0
2016-03-07,28
2016-03-08,16
2016-03-09,25
2016-03-10,21
2016-03-11,26
2016-03-12,5
2016-03-13,9
2016-03-14,25
2016-03-15,12
2016-03-16,45
2016-03-17,46
2016-03-18,48
2016-03-19,9
2016-03-20,14
2016-03-21,45
2016-03-22,37
2016-03-23,21
2016-03-24,44
2016-03-25,28
2016-03-26,10
2016-03-27,0
2016-03-28,30
2016-03-29,8
2016-03-30,50
2016-03-31,21
2016-04-01,39
2016-04-02,0
2016-04-03,19
2016-04-04,16
2016-04-05,29
2016-04-06,37
2016-04-07,33
2016-04-08,43
2016-04-09,10
2016-04-10,0
2016-04-11,29
2016-04-12,37
2016-04-13,25
2016-04-14,34
2016-04-15,30
2016-04-16,10
2016-04-17,9
2016-04-18,41
2016-04-19,12
2016-04-20,37
2016-04-21,46
2016-04-22,26
2016-04-23,5
2016-04-24,0
2016-04-25,8
2016-04-26,24
2016-04-27,12
2016-04-28,38
2016-04-29,61
2016-04-30,5
2016-05-01,0
2016-05-02,30
2016-05-03,12
2016-05-04,42
