date,CSCO stock
2017-01-19,13
2017-01-20,21
2017-01-21,3
2017-01-22,0
2017-01-23,20
2017-01-24,28
2017-01-25,36
2017-01-26,20
2017-01-27,11
2017-01-28,9
2017-01-29,0
2017-01-30,12
2017-01-31,20
2017-02-01,15
2017-02-02,20
2017-02-03,26
2017-02-04,6
2017-02-05,0
2017-02-06,12
2017-02-07,37
2017-02-08,17
2017-02-09,25
2017-02-10,24
2017-02-11,17
2017-02-12,6
2017-02-13,20
2017-02-14,47
2017-02-15,67
2017-02-16,100
2017-02-17,43
2017-02-18,14
2017-02-19,6
2017-02-20,20
2017-02-21,35
2017-02-22,32
2017-02-23,43
2017-02-24,18
2017-02-25,6
2017-02-26,3
2017-02-27,15
2017-02-28,20
2017-03-01,24
2017-03-02,29
2017-03-03,21
2017-03-04,8
2017-03-05,0
2017-03-06,24
2017-03-07,24
2017-03-08,20
2017-03-09,19
2017-03-10,26
2017-03-11,3
2017-03-12,11
2017-03-13,28
2017-03-14,22
2017-03-15,32
2017-03-16,35
2017-03-17,21
2017-03-18,3
2017-03-19,3
2017-03-20,27
2017-03-21,27
2017-03-22,22
2017-03-23,25
2017-03-24,28
2017-03-25,6
2017-03-26,6
2017-03-27,5
2017-03-28,18
2017-03-29,22
2017-03-30,23
2017-03-31,18
2017-04-01,0
2017-04-02,6
2017-04-03,35
2017-04-04,20
2017-04-05,22
2017-04-06,23
2017-04-07,26
2017-04-08,3
2017-04-09,6
2017-04-10,33
2017-04-11,23
2017-04-12,23
2017-04-13,27
2017-04-14,14
2017-04-15,0
2017-04-16,0
2017-04-17,24
2017-04-18,25
2017-04-19,12
2017-04-20,23
2017-04-21,3
2017-04-22,3
2017-04-23,6
2017-04-24,50
2017-04-25,25
2017-04-26,27
2017-04-27,20
2017-04-28,23
2017-04-29,9
2017-04-30,9
2017-05-01,27
2017-05-02,20
2017-05-03,12
2017-05-04,33
2017-05-05,31
2017-05-06,6
2017-05-07,3
2017-05-08,20
2017-05-09,22
2017-05-10,32
2017-05-11,38
2017-05-12,13
2017-05-13,9
2017-05-14,3
2017-05-15,29
2017-05-16,21
2017-05-17,67
2017-05-18,91
2017-05-19,59
2017-05-20,13
2017-05-21,12
2017-05-22,32
2017-05-23,16
2017-05-24,38
2017-05-25,47
2017-05-26,14
2017-05-27,13
2017-05-28,10
2017-05-29,11
2017-05-30,16
2017-05-31,21
2017-06-01,22
2017-06-02,36
2017-06-03,6
2017-06-04,6
2017-06-05,21
2017-06-06,21
2017-06-07,29
2017-06-08,21
2017-06-09,19
2017-06-10,3
2017-06-11,6
2017-06-12,28
2017-06-13,26
2017-06-14,11
2017-06-15,22
2017-06-16,28
2017-06-17,13
2017-06-18,3
2017-06-19,34
2017-06-20,28
2017-06-21,23
2017-06-22,16
2017-06-23,24
2017-06-24,0
2017-06-25,0
2017-06-26,11
2017-06-27,25
2017-06-28,36
2017-06-29,5
2017-06-30,23
2017-07-01,6
2017-07-02,0
2017-07-03,25
2017-07-04,41
2017-07-05,33
2017-07-06,22
2017-07-07,31
2017-07-08,6
2017-07-09,6
2017-07-10,27
2017-07-11,27
2017-07-12,35
2017-07-13,33
2017-07-14,40
2017-07-15,16
2017-07-16,3
2017-07-17,11
2017-07-18,19
2017-07-19,40
2017-07-20,32
2017-07-21,25
2017-07-22,6
2017-07-23,3
2017-07-24,27
2017-07-25,19
2017-07-26,40
2017-07-27,16
2017-07-28,39
2017-07-29,31
2017-07-30,3
2017-07-31,13
2017-08-01,41
2017-08-02,35
2017-08-03,23
2017-08-04,41
2017-08-05,13
2017-08-06,6
2017-08-07,31
2017-08-08,27
2017-08-09,23
2017-08-10,13
2017-08-11,16
2017-08-12,15
2017-08-13,0
2017-08-14,18
2017-08-15,40
2017-08-16,83
2017-08-17,69
2017-08-18,43
2017-08-19,6
2017-08-20,3
2017-08-21,15
2017-08-22,38
2017-08-23,34
2017-08-24,18
2017-08-25,25
2017-08-26,9
2017-08-27,0
2017-08-28,26
2017-08-29,23
2017-08-30,10
2017-08-31,34
2017-09-01,19
2017-09-02,3
2017-09-03,9
2017-09-04,3
2017-09-05,18
2017-09-06,15
2017-09-07,10
2017-09-08,16
2017-09-09,0
2017-09-10,3
2017-09-11,41
2017-09-12,43
2017-09-13,30
2017-09-14,36
2017-09-15,8
2017-09-16,15
2017-09-17,0
2017-09-18,38
2017-09-19,33
2017-09-20,13
2017-09-21,23
2017-09-22,27
2017-09-23,9
2017-09-24,3
2017-09-25,28
2017-09-26,37
2017-09-27,25
2017-09-28,28
2017-09-29,11
2017-09-30,3
2017-10-01,3
2017-10-02,28
2017-10-03,36
2017-10-04,25
2017-10-05,33
2017-10-06,21
