date,Autodesk,isPartial
2018-02-13,96,False
2018-02-14,84,False
2018-02-15,84,False
2018-02-16,94,False
2018-02-17,58,False
2018-02-18,60,False
2018-02-19,85,False
2018-02-20,88,False
2018-02-21,94,False
2018-02-22,95,False
2018-02-23,88,False
2018-02-24,61,False
2018-02-25,54,False
2018-02-26,85,False
2018-02-27,99,False
2018-02-28,100,False
2018-03-01,86,False
2018-03-02,92,False
2018-03-03,61,False
2018-03-04,55,False
2018-03-05,89,False
2018-03-06,90,False
2018-03-07,99,False
2018-03-08,96,False
2018-03-09,88,False
2018-03-10,58,False
2018-03-11,60,False
2018-03-12,91,False
2018-03-13,99,False
2018-03-14,92,False
2018-03-15,93,False
2018-03-16,89,False
2018-03-17,59,False
2018-03-18,53,False
2018-03-19,87,False
2018-03-20,91,False
2018-03-21,92,False
2018-03-22,98,False
2018-03-23,84,False
2018-03-24,53,False
2018-03-25,55,False
2018-03-26,84,False
2018-03-27,88,False
2018-03-28,98,False
2018-03-29,81,False
2018-03-30,73,False
2018-03-31,48,False
2018-04-01,45,False
2018-04-02,74,False
2018-04-03,83,False
2018-04-04,98,False
2018-04-05,85,False
2018-04-06,80,False
2018-04-07,52,False
2018-04-08,50,False
2018-04-09,89,False
2018-04-10,96,False
2018-04-11,96,False
2018-04-12,97,False
2018-04-13,91,False
2018-04-14,47,False
2018-04-15,52,False
2018-04-16,85,False
2018-04-17,95,False
2018-04-18,97,False
2018-04-19,92,False
2018-04-20,81,False
2018-04-21,55,False
2018-04-22,53,False
2018-04-23,82,False
2018-04-24,90,False
2018-04-25,90,False
2018-04-26,85,False
2018-04-27,82,False
2018-04-28,53,False
2018-04-29,51,False
2018-04-30,79,False
2018-05-01,74,False
2018-05-02,88,False
2018-05-03,93,False
2018-05-04,87,False
2018-05-05,51,False
2018-05-06,54,False
2018-05-07,85,False
2018-05-08,92,False
2018-05-09,95,False
2018-05-10,91,False
2018-05-11,76,False
2018-05-12,46,False
2018-05-13,43,False
2018-05-14,83,False
2018-05-15,95,False
2018-05-16,99,False
2018-05-17,85,False
2018-05-18,73,False
2018-05-19,50,False
2018-05-20,49,False
2018-05-21,81,False
2018-05-22,84,False
2018-05-23,91,False
2018-05-24,90,False
2018-05-25,75,False
2018-05-26,49,False
2018-05-27,51,False
2018-05-28,72,False
2018-05-29,85,False
2018-05-30,88,False
2018-05-31,84,False
2018-06-01,74,False
2018-06-02,47,False
2018-06-03,46,False
2018-06-04,84,False
2018-06-05,83,False
2018-06-06,81,False
2018-06-07,80,False
2018-06-08,69,False
2018-06-09,50,False
2018-06-10,42,False
2018-06-11,73,False
2018-06-12,72,False
2018-06-13,84,False
2018-06-14,77,False
2018-06-15,70,False
2018-06-16,41,False
2018-06-17,41,False
2018-06-18,70,False
2018-06-19,84,False
2018-06-20,78,False
2018-06-21,77,False
2018-06-22,72,False
2018-06-23,43,False
2018-06-24,42,False
2018-06-25,75,False
2018-06-26,86,False
2018-06-27,81,False
2018-06-28,78,False
