date,Autodesk,isPartial
2015-08-18,80,False
2015-08-19,84,False
2015-08-20,84,False
2015-08-21,74,False
2015-08-22,55,False
2015-08-23,57,False
2015-08-24,80,False
2015-08-25,86,False
2015-08-26,92,False
2015-08-27,78,False
2015-08-28,78,False
2015-08-29,55,False
2015-08-30,49,False
2015-08-31,84,False
2015-09-01,80,False
2015-09-02,84,False
2015-09-03,86,False
2015-09-04,80,False
2015-09-05,53,False
2015-09-06,57,False
2015-09-07,74,False
2015-09-08,86,False
2015-09-09,88,False
2015-09-10,83,False
2015-09-11,79,False
2015-09-12,60,False
2015-09-13,64,False
2015-09-14,88,False
2015-09-15,93,False
2015-09-16,92,False
2015-09-17,84,False
2015-09-18,87,False
2015-09-19,53,False
2015-09-20,59,False
2015-09-21,81,False
2015-09-22,77,False
2015-09-23,87,False
2015-09-24,90,False
2015-09-25,84,False
2015-09-26,59,False
2015-09-27,55,False
2015-09-28,91,False
2015-09-29,86,False
2015-09-30,85,False
2015-10-01,86,False
2015-10-02,78,False
2015-10-03,58,False
2015-10-04,58,False
2015-10-05,91,False
2015-10-06,91,False
2015-10-07,93,False
2015-10-08,95,False
2015-10-09,81,False
2015-10-10,63,False
2015-10-11,58,False
2015-10-12,86,False
2015-10-13,100,False
2015-10-14,92,False
2015-10-15,90,False
2015-10-16,78,False
2015-10-17,65,False
2015-10-18,61,False
2015-10-19,89,False
2015-10-20,92,False
2015-10-21,82,False
2015-10-22,87,False
2015-10-23,86,False
2015-10-24,58,False
2015-10-25,57,False
2015-10-26,87,False
2015-10-27,81,False
2015-10-28,84,False
2015-10-29,82,False
2015-10-30,79,False
2015-10-31,52,False
2015-11-01,60,False
2015-11-02,78,False
2015-11-03,89,False
2015-11-04,90,False
2015-11-05,86,False
2015-11-06,79,False
2015-11-07,56,False
2015-11-08,54,False
2015-11-09,89,False
2015-11-10,81,False
2015-11-11,84,False
2015-11-12,80,False
2015-11-13,80,False
2015-11-14,52,False
2015-11-15,56,False
2015-11-16,81,False
2015-11-17,85,False
2015-11-18,85,False
2015-11-19,90,False
2015-11-20,85,False
2015-11-21,56,False
2015-11-22,54,False
2015-11-23,89,False
2015-11-24,84,False
2015-11-25,81,False
2015-11-26,73,False
2015-11-27,67,False
2015-11-28,50,False
2015-11-29,56,False
2015-11-30,73,False
2015-12-01,83,False
2015-12-02,91,False
2015-12-03,88,False
2015-12-04,69,False
2015-12-05,51,False
2015-12-06,53,False
2015-12-07,82,False
2015-12-08,80,False
2015-12-09,80,False
2015-12-10,83,False
2015-12-11,68,False
2015-12-12,48,False
2015-12-13,48,False
2015-12-14,65,False
2015-12-15,72,False
2015-12-16,73,False
2015-12-17,82,False
2015-12-18,73,False
2015-12-19,50,False
2015-12-20,48,False
2015-12-21,64,False
2015-12-22,73,False
2015-12-23,60,False
2015-12-24,48,False
2015-12-25,44,False
2015-12-26,40,False
2015-12-27,42,False
2015-12-28,61,False
2015-12-29,56,False
2015-12-30,55,False
2015-12-31,43,False
2016-01-01,28,False
2016-01-02,33,False
2016-01-03,39,False
2016-01-04,63,False
2016-01-05,67,False
2016-01-06,68,False
2016-01-07,72,False
2016-01-08,67,False
2016-01-09,41,False
2016-01-10,46,False
2016-01-11,64,False
2016-01-12,75,False
2016-01-13,68,False
2016-01-14,70,False
2016-01-15,67,False
2016-01-16,47,False
2016-01-17,48,False
2016-01-18,72,False
2016-01-19,72,False
2016-01-20,71,False
2016-01-21,71,False
2016-01-22,71,False
2016-01-23,51,False
2016-01-24,47,False
2016-01-25,67,False
2016-01-26,64,False
2016-01-27,74,False
2016-01-28,71,False
2016-01-29,64,False
2016-01-30,46,False
2016-01-31,48,False
2016-02-01,74,False
2016-02-02,74,False
2016-02-03,78,False
2016-02-04,73,False
2016-02-05,72,False
2016-02-06,48,False
2016-02-07,40,False
2016-02-08,64,False
2016-02-09,76,False
2016-02-10,72,False
2016-02-11,72,False
2016-02-12,64,False
2016-02-13,42,False
2016-02-14,44,False
2016-02-15,68,False
2016-02-16,69,False
2016-02-17,74,False
2016-02-18,71,False
2016-02-19,67,False
2016-02-20,50,False
2016-02-21,53,False
2016-02-22,69,False
2016-02-23,71,False
2016-02-24,69,False
2016-02-25,74,False
2016-02-26,69,False
2016-02-27,50,False
2016-02-28,48,False
2016-02-29,75,False
2016-03-01,75,False
2016-03-02,74,False
2016-03-03,78,False
2016-03-04,69,False
2016-03-05,46,False
2016-03-06,47,False
2016-03-07,66,False
2016-03-08,80,False
2016-03-09,76,False
2016-03-10,76,False
2016-03-11,70,False
2016-03-12,51,False
2016-03-13,47,False
2016-03-14,72,False
2016-03-15,74,False
2016-03-16,74,False
2016-03-17,70,False
2016-03-18,68,False
2016-03-19,50,False
2016-03-20,48,False
2016-03-21,69,False
2016-03-22,71,False
2016-03-23,78,False
2016-03-24,73,False
2016-03-25,58,False
2016-03-26,36,False
2016-03-27,46,False
2016-03-28,58,False
2016-03-29,73,False
2016-03-30,73,False
2016-03-31,75,False
2016-04-01,67,False
2016-04-02,48,False
2016-04-03,47,False
2016-04-04,67,False
2016-04-05,67,False
2016-04-06,67,False
2016-04-07,68,False
2016-04-08,61,False
2016-04-09,48,False
2016-04-10,48,False
2016-04-11,73,False
2016-04-12,70,False
2016-04-13,76,False
2016-04-14,66,False
2016-04-15,67,False
2016-04-16,43,False
2016-04-17,44,False
2016-04-18,74,False
2016-04-19,83,False
2016-04-20,76,False
2016-04-21,77,False
2016-04-22,75,False
2016-04-23,53,False
2016-04-24,46,False
2016-04-25,69,False
2016-04-26,73,False
2016-04-27,72,False
2016-04-28,71,False
2016-04-29,63,False
2016-04-30,44,False
2016-05-01,46,False
2016-05-02,66,False
2016-05-03,70,False
2016-05-04,76,False
