date,Autodesk,isPartial
2015-12-26,53,False
2015-12-27,48,False
2015-12-28,63,False
2015-12-29,74,False
2015-12-30,66,False
2015-12-31,53,False
2016-01-01,43,False
2016-01-02,42,False
2016-01-03,51,False
2016-01-04,80,False
2016-01-05,80,False
2016-01-06,74,False
2016-01-07,79,False
2016-01-08,82,False
2016-01-09,51,False
2016-01-10,49,False
2016-01-11,74,False
2016-01-12,86,False
2016-01-13,90,False
2016-01-14,87,False
2016-01-15,78,False
2016-01-16,55,False
2016-01-17,44,False
2016-01-18,86,False
2016-01-19,86,False
2016-01-20,79,False
2016-01-21,86,False
2016-01-22,80,False
2016-01-23,60,False
2016-01-24,60,False
2016-01-25,82,False
2016-01-26,87,False
2016-01-27,95,False
2016-01-28,88,False
2016-01-29,83,False
2016-01-30,53,False
2016-01-31,55,False
2016-02-01,82,False
2016-02-02,91,False
2016-02-03,95,False
2016-02-04,97,False
2016-02-05,82,False
2016-02-06,63,False
2016-02-07,54,False
2016-02-08,78,False
2016-02-09,81,False
2016-02-10,98,False
2016-02-11,80,False
2016-02-12,85,False
2016-02-13,58,False
2016-02-14,54,False
2016-02-15,73,False
2016-02-16,76,False
2016-02-17,94,False
2016-02-18,87,False
2016-02-19,87,False
2016-02-20,60,False
2016-02-21,59,False
2016-02-22,86,False
2016-02-23,87,False
2016-02-24,94,False
2016-02-25,83,False
2016-02-26,84,False
2016-02-27,54,False
2016-02-28,61,False
2016-02-29,80,False
2016-03-01,89,False
2016-03-02,94,False
2016-03-03,86,False
2016-03-04,84,False
2016-03-05,65,False
2016-03-06,59,False
2016-03-07,86,False
2016-03-08,92,False
2016-03-09,100,False
2016-03-10,87,False
2016-03-11,84,False
2016-03-12,63,False
2016-03-13,52,False
2016-03-14,95,False
2016-03-15,84,False
2016-03-16,92,False
2016-03-17,90,False
2016-03-18,84,False
2016-03-19,61,False
2016-03-20,52,False
2016-03-21,87,False
2016-03-22,85,False
2016-03-23,93,False
2016-03-24,86,False
2016-03-25,74,False
2016-03-26,49,False
2016-03-27,57,False
2016-03-28,76,False
2016-03-29,90,False
2016-03-30,91,False
2016-03-31,83,False
2016-04-01,76,False
2016-04-02,61,False
2016-04-03,56,False
2016-04-04,83,False
2016-04-05,89,False
2016-04-06,92,False
2016-04-07,89,False
2016-04-08,83,False
2016-04-09,54,False
2016-04-10,57,False
2016-04-11,82,False
2016-04-12,89,False
2016-04-13,89,False
2016-04-14,82,False
2016-04-15,75,False
2016-04-16,62,False
2016-04-17,55,False
2016-04-18,89,False
2016-04-19,99,False
2016-04-20,88,False
2016-04-21,81,False
2016-04-22,77,False
2016-04-23,64,False
2016-04-24,53,False
2016-04-25,84,False
2016-04-26,88,False
2016-04-27,85,False
2016-04-28,80,False
2016-04-29,78,False
2016-04-30,57,False
2016-05-01,43,False
2016-05-02,75,False
2016-05-03,86,False
2016-05-04,81,False
2016-05-05,76,False
2016-05-06,77,False
2016-05-07,52,False
2016-05-08,49,False
2016-05-09,85,False
2016-05-10,78,False
2016-05-11,84,False
2016-05-12,89,False
2016-05-13,86,False
2016-05-14,58,False
2016-05-15,46,False
2016-05-16,78,False
2016-05-17,86,False
2016-05-18,84,False
2016-05-19,83,False
2016-05-20,81,False
2016-05-21,58,False
2016-05-22,57,False
2016-05-23,80,False
2016-05-24,81,False
2016-05-25,78,False
2016-05-26,80,False
2016-05-27,61,False
2016-05-28,46,False
2016-05-29,53,False
2016-05-30,68,False
2016-05-31,71,False
2016-06-01,87,False
2016-06-02,90,False
2016-06-03,60,False
2016-06-04,52,False
2016-06-05,52,False
2016-06-06,76,False
2016-06-07,88,False
2016-06-08,77,False
2016-06-09,76,False
2016-06-10,76,False
2016-06-11,49,False
2016-06-12,48,False
2016-06-13,80,False
2016-06-14,73,False
2016-06-15,78,False
2016-06-16,81,False
2016-06-17,73,False
2016-06-18,46,False
2016-06-19,47,False
2016-06-20,76,False
2016-06-21,77,False
2016-06-22,74,False
2016-06-23,81,False
2016-06-24,71,False
2016-06-25,48,False
2016-06-26,46,False
2016-06-27,67,False
2016-06-28,80,False
2016-06-29,71,False
2016-06-30,76,False
2016-07-01,60,False
2016-07-02,48,False
2016-07-03,41,False
2016-07-04,61,False
2016-07-05,78,False
2016-07-06,69,False
2016-07-07,63,False
2016-07-08,64,False
2016-07-09,34,False
2016-07-10,39,False
2016-07-11,65,False
2016-07-12,76,False
2016-07-13,79,False
2016-07-14,65,False
2016-07-15,59,False
2016-07-16,48,False
2016-07-17,43,False
2016-07-18,66,False
2016-07-19,75,False
2016-07-20,63,False
2016-07-21,73,False
2016-07-22,55,False
2016-07-23,42,False
2016-07-24,43,False
2016-07-25,63,False
2016-07-26,83,False
2016-07-27,82,False
2016-07-28,75,False
2016-07-29,74,False
2016-07-30,45,False
2016-07-31,43,False
2016-08-01,70,False
2016-08-02,70,False
2016-08-03,74,False
2016-08-04,81,False
2016-08-05,62,False
2016-08-06,46,False
2016-08-07,36,False
2016-08-08,71,False
2016-08-09,70,False
2016-08-10,73,False
2016-08-11,72,False
2016-08-12,70,False
2016-08-13,48,False
2016-08-14,48,False
2016-08-15,64,False
2016-08-16,74,False
2016-08-17,66,False
2016-08-18,68,False
2016-08-19,63,False
2016-08-20,48,False
2016-08-21,43,False
2016-08-22,72,False
2016-08-23,82,False
2016-08-24,82,False
2016-08-25,72,False
2016-08-26,69,False
2016-08-27,54,False
2016-08-28,51,False
2016-08-29,72,False
2016-08-30,83,False
2016-08-31,90,False
2016-09-01,81,False
2016-09-02,80,False
2016-09-03,49,False
2016-09-04,48,False
2016-09-05,75,False
2016-09-06,73,False
2016-09-07,75,False
2016-09-08,84,False
2016-09-09,84,False
2016-09-10,47,False
2016-09-11,42,False
