date,Autodesk,isPartial
2011-05-11,97,False
2011-05-12,86,False
2011-05-13,80,False
2011-05-14,52,False
2011-05-15,65,False
2011-05-16,79,False
2011-05-17,86,False
2011-05-18,90,False
2011-05-19,86,False
2011-05-20,85,False
2011-05-21,65,False
2011-05-22,61,False
2011-05-23,79,False
2011-05-24,87,False
2011-05-25,80,False
2011-05-26,86,False
2011-05-27,83,False
2011-05-28,58,False
2011-05-29,61,False
2011-05-30,74,False
2011-05-31,77,False
2011-06-01,79,False
2011-06-02,82,False
2011-06-03,73,False
2011-06-04,58,False
2011-06-05,60,False
2011-06-06,74,False
2011-06-07,77,False
2011-06-08,81,False
2011-06-09,87,False
2011-06-10,78,False
2011-06-11,60,False
2011-06-12,56,False
2011-06-13,74,False
2011-06-14,85,False
2011-06-15,90,False
2011-06-16,80,False
2011-06-17,85,False
2011-06-18,60,False
2011-06-19,55,False
2011-06-20,78,False
2011-06-21,77,False
2011-06-22,81,False
2011-06-23,74,False
2011-06-24,69,False
2011-06-25,56,False
2011-06-26,44,False
2011-06-27,74,False
2011-06-28,77,False
2011-06-29,76,False
2011-06-30,82,False
2011-07-01,68,False
2011-07-02,53,False
2011-07-03,53,False
2011-07-04,65,False
2011-07-05,76,False
2011-07-06,77,False
2011-07-07,74,False
2011-07-08,75,False
2011-07-09,50,False
2011-07-10,55,False
2011-07-11,79,False
2011-07-12,84,False
2011-07-13,80,False
2011-07-14,77,False
2011-07-15,76,False
2011-07-16,53,False
2011-07-17,54,False
2011-07-18,76,False
2011-07-19,71,False
2011-07-20,86,False
2011-07-21,73,False
2011-07-22,79,False
2011-07-23,51,False
2011-07-24,49,False
2011-07-25,69,False
2011-07-26,76,False
2011-07-27,79,False
2011-07-28,69,False
2011-07-29,73,False
2011-07-30,61,False
2011-07-31,50,False
2011-08-01,73,False
2011-08-02,82,False
2011-08-03,83,False
2011-08-04,70,False
2011-08-05,73,False
2011-08-06,58,False
2011-08-07,49,False
2011-08-08,72,False
2011-08-09,73,False
2011-08-10,78,False
2011-08-11,79,False
2011-08-12,76,False
2011-08-13,58,False
2011-08-14,55,False
2011-08-15,63,False
2011-08-16,74,False
2011-08-17,81,False
2011-08-18,77,False
2011-08-19,77,False
2011-08-20,59,False
2011-08-21,58,False
2011-08-22,80,False
2011-08-23,85,False
2011-08-24,79,False
2011-08-25,87,False
2011-08-26,81,False
2011-08-27,65,False
2011-08-28,56,False
2011-08-29,84,False
2011-08-30,87,False
2011-08-31,87,False
2011-09-01,83,False
2011-09-02,81,False
2011-09-03,55,False
2011-09-04,63,False
2011-09-05,69,False
2011-09-06,91,False
2011-09-07,88,False
2011-09-08,91,False
2011-09-09,83,False
2011-09-10,60,False
2011-09-11,60,False
2011-09-12,83,False
2011-09-13,88,False
2011-09-14,92,False
2011-09-15,85,False
2011-09-16,84,False
2011-09-17,63,False
2011-09-18,61,False
2011-09-19,81,False
2011-09-20,91,False
2011-09-21,87,False
2011-09-22,80,False
2011-09-23,87,False
2011-09-24,57,False
2011-09-25,63,False
2011-09-26,80,False
2011-09-27,93,False
2011-09-28,94,False
2011-09-29,96,False
2011-09-30,92,False
2011-10-01,72,False
2011-10-02,58,False
2011-10-03,86,False
2011-10-04,97,False
2011-10-05,94,False
2011-10-06,84,False
2011-10-07,88,False
2011-10-08,66,False
2011-10-09,72,False
2011-10-10,91,False
2011-10-11,100,False
2011-10-12,94,False
2011-10-13,90,False
2011-10-14,85,False
2011-10-15,69,False
2011-10-16,61,False
2011-10-17,80,False
2011-10-18,88,False
2011-10-19,95,False
2011-10-20,91,False
2011-10-21,77,False
2011-10-22,62,False
2011-10-23,62,False
2011-10-24,87,False
2011-10-25,81,False
2011-10-26,82,False
2011-10-27,84,False
2011-10-28,77,False
2011-10-29,64,False
2011-10-30,58,False
2011-10-31,75,False
2011-11-01,89,False
2011-11-02,82,False
2011-11-03,84,False
2011-11-04,85,False
2011-11-05,64,False
2011-11-06,59,False
2011-11-07,84,False
2011-11-08,79,False
2011-11-09,91,False
2011-11-10,85,False
2011-11-11,85,False
2011-11-12,60,False
2011-11-13,58,False
2011-11-14,85,False
2011-11-15,95,False
2011-11-16,92,False
2011-11-17,84,False
2011-11-18,85,False
2011-11-19,68,False
2011-11-20,69,False
2011-11-21,87,False
2011-11-22,94,False
2011-11-23,83,False
2011-11-24,76,False
2011-11-25,79,False
2011-11-26,65,False
2011-11-27,62,False
2011-11-28,81,False
2011-11-29,88,False
2011-11-30,82,False
2011-12-01,88,False
2011-12-02,79,False
2011-12-03,62,False
2011-12-04,63,False
2011-12-05,81,False
2011-12-06,91,False
2011-12-07,87,False
2011-12-08,77,False
2011-12-09,77,False
2011-12-10,57,False
2011-12-11,55,False
2011-12-12,68,False
2011-12-13,80,False
2011-12-14,81,False
2011-12-15,70,False
2011-12-16,67,False
2011-12-17,54,False
2011-12-18,53,False
2011-12-19,67,False
2011-12-20,74,False
2011-12-21,70,False
2011-12-22,67,False
2011-12-23,59,False
2011-12-24,49,False
2011-12-25,43,False
2011-12-26,50,False
2011-12-27,66,False
2011-12-28,60,False
2011-12-29,57,False
2011-12-30,51,False
2011-12-31,39,False
2012-01-01,40,False
2012-01-02,62,False
2012-01-03,73,False
2012-01-04,71,False
2012-01-05,73,False
2012-01-06,76,False
2012-01-07,56,False
2012-01-08,56,False
2012-01-09,70,False
2012-01-10,86,False
2012-01-11,92,False
2012-01-12,84,False
2012-01-13,72,False
2012-01-14,61,False
2012-01-15,57,False
2012-01-16,76,False
2012-01-17,83,False
2012-01-18,87,False
2012-01-19,84,False
2012-01-20,78,False
2012-01-21,60,False
2012-01-22,56,False
2012-01-23,76,False
2012-01-24,82,False
2012-01-25,81,False
2012-01-26,84,False
