date,Autodesk,isPartial
2013-02-19,89,False
2013-02-20,86,False
2013-02-21,89,False
2013-02-22,83,False
2013-02-23,61,False
2013-02-24,63,False
2013-02-25,77,False
2013-02-26,83,False
2013-02-27,92,False
2013-02-28,86,False
2013-03-01,78,False
2013-03-02,63,False
2013-03-03,60,False
2013-03-04,82,False
2013-03-05,86,False
2013-03-06,85,False
2013-03-07,82,False
2013-03-08,77,False
2013-03-09,60,False
2013-03-10,62,False
2013-03-11,81,False
2013-03-12,93,False
2013-03-13,84,False
2013-03-14,83,False
2013-03-15,81,False
2013-03-16,63,False
2013-03-17,56,False
2013-03-18,83,False
2013-03-19,82,False
2013-03-20,88,False
2013-03-21,90,False
2013-03-22,77,False
2013-03-23,59,False
2013-03-24,60,False
2013-03-25,85,False
2013-03-26,91,False
2013-03-27,93,False
2013-03-28,97,False
2013-03-29,91,False
2013-03-30,65,False
2013-03-31,66,False
2013-04-01,81,False
2013-04-02,94,False
2013-04-03,95,False
2013-04-04,92,False
2013-04-05,92,False
2013-04-06,63,False
2013-04-07,62,False
2013-04-08,88,False
2013-04-09,91,False
2013-04-10,90,False
2013-04-11,93,False
2013-04-12,95,False
2013-04-13,70,False
2013-04-14,65,False
2013-04-15,86,False
2013-04-16,92,False
2013-04-17,94,False
2013-04-18,100,False
2013-04-19,87,False
2013-04-20,67,False
2013-04-21,68,False
2013-04-22,88,False
2013-04-23,93,False
2013-04-24,93,False
2013-04-25,91,False
2013-04-26,85,False
2013-04-27,65,False
2013-04-28,61,False
2013-04-29,81,False
2013-04-30,85,False
2013-05-01,75,False
2013-05-02,84,False
2013-05-03,86,False
2013-05-04,63,False
2013-05-05,57,False
2013-05-06,80,False
2013-05-07,91,False
2013-05-08,86,False
2013-05-09,77,False
2013-05-10,76,False
2013-05-11,67,False
2013-05-12,52,False
2013-05-13,81,False
2013-05-14,87,False
2013-05-15,85,False
2013-05-16,88,False
2013-05-17,81,False
2013-05-18,65,False
2013-05-19,57,False
2013-05-20,79,False
2013-05-21,84,False
2013-05-22,90,False
2013-05-23,88,False
2013-05-24,80,False
2013-05-25,62,False
2013-05-26,54,False
2013-05-27,75,False
2013-05-28,86,False
2013-05-29,81,False
2013-05-30,78,False
2013-05-31,78,False
2013-06-01,58,False
2013-06-02,53,False
2013-06-03,77,False
