date,Autodesk,isPartial
2012-06-04,79,False
2012-06-05,82,False
2012-06-06,83,False
2012-06-07,82,False
2012-06-08,79,False
2012-06-09,55,False
2012-06-10,54,False
2012-06-11,76,False
2012-06-12,83,False
2012-06-13,82,False
2012-06-14,81,False
2012-06-15,75,False
2012-06-16,58,False
2012-06-17,49,False
2012-06-18,76,False
2012-06-19,83,False
2012-06-20,84,False
2012-06-21,86,False
2012-06-22,74,False
2012-06-23,54,False
2012-06-24,55,False
2012-06-25,77,False
2012-06-26,82,False
2012-06-27,79,False
2012-06-28,81,False
2012-06-29,76,False
2012-06-30,50,False
2012-07-01,51,False
2012-07-02,74,False
2012-07-03,75,False
2012-07-04,74,False
2012-07-05,78,False
2012-07-06,67,False
2012-07-07,54,False
2012-07-08,55,False
2012-07-09,69,False
2012-07-10,78,False
2012-07-11,83,False
2012-07-12,83,False
2012-07-13,72,False
2012-07-14,57,False
2012-07-15,50,False
2012-07-16,72,False
2012-07-17,86,False
2012-07-18,82,False
2012-07-19,83,False
2012-07-20,75,False
2012-07-21,52,False
2012-07-22,51,False
2012-07-23,78,False
2012-07-24,74,False
2012-07-25,81,False
2012-07-26,84,False
2012-07-27,81,False
2012-07-28,53,False
2012-07-29,55,False
2012-07-30,71,False
2012-07-31,74,False
2012-08-01,86,False
2012-08-02,72,False
2012-08-03,75,False
2012-08-04,58,False
2012-08-05,50,False
2012-08-06,75,False
2012-08-07,80,False
2012-08-08,79,False
2012-08-09,73,False
2012-08-10,72,False
2012-08-11,64,False
2012-08-12,53,False
2012-08-13,83,False
2012-08-14,78,False
2012-08-15,80,False
2012-08-16,76,False
2012-08-17,73,False
2012-08-18,57,False
2012-08-19,51,False
2012-08-20,72,False
2012-08-21,79,False
2012-08-22,80,False
2012-08-23,81,False
2012-08-24,78,False
2012-08-25,60,False
2012-08-26,63,False
2012-08-27,80,False
2012-08-28,91,False
2012-08-29,89,False
2012-08-30,86,False
2012-08-31,79,False
2012-09-01,63,False
2012-09-02,57,False
2012-09-03,73,False
2012-09-04,91,False
2012-09-05,92,False
2012-09-06,91,False
2012-09-07,81,False
2012-09-08,60,False
2012-09-09,57,False
2012-09-10,80,False
2012-09-11,89,False
2012-09-12,88,False
2012-09-13,93,False
2012-09-14,85,False
2012-09-15,61,False
2012-09-16,55,False
2012-09-17,87,False
2012-09-18,85,False
2012-09-19,85,False
2012-09-20,90,False
2012-09-21,92,False
2012-09-22,61,False
2012-09-23,61,False
2012-09-24,87,False
2012-09-25,91,False
2012-09-26,98,False
2012-09-27,98,False
2012-09-28,90,False
2012-09-29,59,False
2012-09-30,59,False
2012-10-01,95,False
2012-10-02,91,False
2012-10-03,95,False
2012-10-04,100,False
2012-10-05,89,False
2012-10-06,61,False
