date,Autodesk,isPartial
2013-06-29,51,False
2013-06-30,48,False
2013-07-01,66,False
2013-07-02,72,False
2013-07-03,77,False
2013-07-04,69,False
2013-07-05,60,False
2013-07-06,43,False
2013-07-07,45,False
2013-07-08,62,False
2013-07-09,73,False
2013-07-10,72,False
2013-07-11,71,False
2013-07-12,68,False
2013-07-13,48,False
2013-07-14,43,False
2013-07-15,69,False
2013-07-16,72,False
2013-07-17,75,False
2013-07-18,73,False
2013-07-19,66,False
2013-07-20,44,False
2013-07-21,44,False
2013-07-22,66,False
2013-07-23,73,False
2013-07-24,66,False
2013-07-25,73,False
2013-07-26,70,False
2013-07-27,45,False
2013-07-28,45,False
2013-07-29,68,False
2013-07-30,68,False
2013-07-31,70,False
2013-08-01,72,False
2013-08-02,64,False
2013-08-03,47,False
2013-08-04,49,False
2013-08-05,68,False
2013-08-06,73,False
2013-08-07,74,False
2013-08-08,68,False
2013-08-09,64,False
2013-08-10,50,False
2013-08-11,44,False
2013-08-12,70,False
2013-08-13,70,False
2013-08-14,69,False
2013-08-15,69,False
2013-08-16,62,False
2013-08-17,44,False
2013-08-18,50,False
2013-08-19,68,False
2013-08-20,71,False
2013-08-21,74,False
2013-08-22,74,False
2013-08-23,71,False
2013-08-24,47,False
2013-08-25,47,False
2013-08-26,69,False
2013-08-27,77,False
2013-08-28,77,False
2013-08-29,76,False
2013-08-30,72,False
2013-08-31,54,False
2013-09-01,50,False
2013-09-02,67,False
2013-09-03,79,False
2013-09-04,78,False
2013-09-05,83,False
2013-09-06,70,False
2013-09-07,53,False
2013-09-08,51,False
2013-09-09,74,False
2013-09-10,82,False
2013-09-11,81,False
2013-09-12,83,False
2013-09-13,84,False
2013-09-14,58,False
2013-09-15,50,False
2013-09-16,75,False
2013-09-17,79,False
2013-09-18,82,False
2013-09-19,81,False
2013-09-20,73,False
2013-09-21,58,False
2013-09-22,54,False
2013-09-23,78,False
2013-09-24,85,False
2013-09-25,87,False
2013-09-26,86,False
2013-09-27,78,False
2013-09-28,64,False
2013-09-29,57,False
2013-09-30,79,False
2013-10-01,89,False
2013-10-02,92,False
2013-10-03,82,False
2013-10-04,76,False
2013-10-05,58,False
2013-10-06,55,False
2013-10-07,84,False
2013-10-08,86,False
2013-10-09,100,False
2013-10-10,86,False
2013-10-11,83,False
2013-10-12,57,False
2013-10-13,55,False
2013-10-14,82,False
2013-10-15,80,False
2013-10-16,82,False
2013-10-17,82,False
2013-10-18,84,False
2013-10-19,59,False
2013-10-20,56,False
2013-10-21,80,False
2013-10-22,84,False
2013-10-23,89,False
2013-10-24,87,False
2013-10-25,82,False
2013-10-26,59,False
2013-10-27,56,False
2013-10-28,88,False
2013-10-29,85,False
2013-10-30,81,False
2013-10-31,84,False
2013-11-01,74,False
2013-11-02,60,False
2013-11-03,55,False
2013-11-04,75,False
2013-11-05,89,False
