date,Autodesk,isPartial
2016-09-11,42,False
2016-09-12,73,False
2016-09-13,77,False
2016-09-14,86,False
2016-09-15,77,False
2016-09-16,78,False
2016-09-17,51,False
2016-09-18,48,False
2016-09-19,74,False
2016-09-20,81,False
2016-09-21,88,False
2016-09-22,81,False
2016-09-23,71,False
2016-09-24,62,False
2016-09-25,48,False
2016-09-26,87,False
2016-09-27,81,False
2016-09-28,83,False
2016-09-29,88,False
2016-09-30,76,False
2016-10-01,60,False
2016-10-02,44,False
2016-10-03,82,False
2016-10-04,89,False
2016-10-05,80,False
2016-10-06,85,False
2016-10-07,83,False
2016-10-08,54,False
2016-10-09,54,False
2016-10-10,81,False
2016-10-11,75,False
2016-10-12,86,False
2016-10-13,85,False
2016-10-14,82,False
2016-10-15,52,False
2016-10-16,53,False
2016-10-17,84,False
2016-10-18,91,False
2016-10-19,77,False
2016-10-20,85,False
2016-10-21,82,False
2016-10-22,47,False
2016-10-23,54,False
2016-10-24,82,False
2016-10-25,91,False
2016-10-26,86,False
2016-10-27,86,False
2016-10-28,87,False
2016-10-29,46,False
2016-10-30,45,False
2016-10-31,72,False
2016-11-01,80,False
2016-11-02,79,False
2016-11-03,85,False
2016-11-04,68,False
2016-11-05,55,False
2016-11-06,53,False
2016-11-07,91,False
2016-11-08,85,False
2016-11-09,80,False
2016-11-10,85,False
2016-11-11,81,False
2016-11-12,57,False
2016-11-13,57,False
2016-11-14,89,False
2016-11-15,92,False
2016-11-16,95,False
2016-11-17,84,False
2016-11-18,78,False
2016-11-19,55,False
2016-11-20,54,False
2016-11-21,79,False
2016-11-22,84,False
2016-11-23,78,False
2016-11-24,77,False
2016-11-25,69,False
2016-11-26,46,False
2016-11-27,49,False
2016-11-28,79,False
2016-11-29,82,False
2016-11-30,89,False
2016-12-01,82,False
2016-12-02,77,False
2016-12-03,55,False
2016-12-04,53,False
2016-12-05,87,False
2016-12-06,85,False
2016-12-07,78,False
2016-12-08,80,False
2016-12-09,71,False
2016-12-10,44,False
2016-12-11,44,False
2016-12-12,69,False
2016-12-13,83,False
2016-12-14,77,False
2016-12-15,76,False
2016-12-16,72,False
2016-12-17,44,False
2016-12-18,44,False
2016-12-19,70,False
2016-12-20,63,False
2016-12-21,73,False
2016-12-22,63,False
2016-12-23,52,False
2016-12-24,38,False
2016-12-25,40,False
2016-12-26,48,False
2016-12-27,52,False
2016-12-28,55,False
2016-12-29,49,False
2016-12-30,40,False
2016-12-31,29,False
2017-01-01,34,False
2017-01-02,52,False
2017-01-03,67,False
2017-01-04,65,False
2017-01-05,75,False
2017-01-06,68,False
2017-01-07,48,False
2017-01-08,44,False
2017-01-09,73,False
2017-01-10,78,False
2017-01-11,86,False
2017-01-12,76,False
2017-01-13,80,False
2017-01-14,55,False
2017-01-15,49,False
2017-01-16,76,False
2017-01-17,80,False
2017-01-18,89,False
2017-01-19,76,False
2017-01-20,77,False
2017-01-21,60,False
2017-01-22,51,False
2017-01-23,77,False
2017-01-24,88,False
2017-01-25,90,False
2017-01-26,78,False
2017-01-27,73,False
2017-01-28,55,False
2017-01-29,54,False
