date,Autodesk,isPartial
2017-01-30,77,False
2017-01-31,88,False
2017-02-01,85,False
2017-02-02,86,False
2017-02-03,75,False
2017-02-04,54,False
2017-02-05,54,False
2017-02-06,78,False
2017-02-07,98,False
2017-02-08,93,False
2017-02-09,86,False
2017-02-10,89,False
2017-02-11,54,False
2017-02-12,51,False
2017-02-13,84,False
2017-02-14,95,False
2017-02-15,92,False
2017-02-16,91,False
2017-02-17,75,False
2017-02-18,58,False
2017-02-19,60,False
2017-02-20,79,False
2017-02-21,85,False
2017-02-22,84,False
2017-02-23,89,False
2017-02-24,85,False
2017-02-25,49,False
2017-02-26,55,False
2017-02-27,87,False
2017-02-28,100,False
2017-03-01,94,False
2017-03-02,94,False
2017-03-03,95,False
2017-03-04,58,False
2017-03-05,60,False
2017-03-06,90,False
2017-03-07,95,False
2017-03-08,82,False
2017-03-09,87,False
2017-03-10,88,False
2017-03-11,60,False
2017-03-12,54,False
2017-03-13,92,False
2017-03-14,96,False
2017-03-15,94,False
2017-03-16,96,False
2017-03-17,79,False
2017-03-18,58,False
2017-03-19,55,False
2017-03-20,87,False
2017-03-21,95,False
2017-03-22,90,False
2017-03-23,86,False
2017-03-24,82,False
2017-03-25,58,False
2017-03-26,61,False
2017-03-27,88,False
2017-03-28,94,False
2017-03-29,81,False
2017-03-30,90,False
2017-03-31,81,False
2017-04-01,60,False
2017-04-02,49,False
2017-04-03,82,False
2017-04-04,88,False
2017-04-05,86,False
2017-04-06,80,False
2017-04-07,79,False
2017-04-08,51,False
2017-04-09,53,False
2017-04-10,78,False
2017-04-11,79,False
2017-04-12,83,False
2017-04-13,81,False
2017-04-14,69,False
2017-04-15,46,False
2017-04-16,52,False
2017-04-17,72,False
2017-04-18,85,False
2017-04-19,80,False
2017-04-20,88,False
2017-04-21,73,False
2017-04-22,54,False
2017-04-23,48,False
2017-04-24,85,False
2017-04-25,82,False
2017-04-26,90,False
2017-04-27,93,False
2017-04-28,88,False
2017-04-29,55,False
2017-04-30,54,False
2017-05-01,66,False
2017-05-02,75,False
2017-05-03,83,False
2017-05-04,81,False
2017-05-05,78,False
2017-05-06,57,False
2017-05-07,56,False
2017-05-08,74,False
2017-05-09,74,False
2017-05-10,85,False
2017-05-11,78,False
2017-05-12,77,False
2017-05-13,54,False
2017-05-14,44,False
2017-05-15,82,False
2017-05-16,70,False
2017-05-17,81,False
2017-05-18,80,False
2017-05-19,75,False
2017-05-20,50,False
2017-05-21,47,False
2017-05-22,74,False
2017-05-23,81,False
2017-05-24,85,False
2017-05-25,74,False
2017-05-26,70,False
2017-05-27,49,False
2017-05-28,46,False
2017-05-29,65,False
