date,Autodesk,isPartial
2013-11-06,83,False
2013-11-07,91,False
2013-11-08,97,False
2013-11-09,60,False
2013-11-10,59,False
2013-11-11,93,False
2013-11-12,90,False
2013-11-13,88,False
2013-11-14,87,False
2013-11-15,74,False
2013-11-16,60,False
2013-11-17,65,False
2013-11-18,78,False
2013-11-19,88,False
2013-11-20,90,False
2013-11-21,85,False
2013-11-22,89,False
2013-11-23,57,False
2013-11-24,57,False
2013-11-25,85,False
2013-11-26,79,False
2013-11-27,87,False
2013-11-28,72,False
2013-11-29,68,False
2013-11-30,51,False
2013-12-01,56,False
2013-12-02,76,False
2013-12-03,84,False
2013-12-04,84,False
2013-12-05,78,False
2013-12-06,73,False
2013-12-07,60,False
2013-12-08,58,False
2013-12-09,79,False
2013-12-10,80,False
2013-12-11,76,False
2013-12-12,71,False
2013-12-13,70,False
2013-12-14,48,False
2013-12-15,50,False
2013-12-16,75,False
2013-12-17,72,False
2013-12-18,70,False
2013-12-19,71,False
2013-12-20,65,False
2013-12-21,45,False
2013-12-22,39,False
2013-12-23,57,False
2013-12-24,45,False
2013-12-25,45,False
2013-12-26,49,False
2013-12-27,42,False
2013-12-28,46,False
2013-12-29,38,False
2013-12-30,50,False
2013-12-31,44,False
2014-01-01,39,False
2014-01-02,58,False
2014-01-03,59,False
2014-01-04,50,False
2014-01-05,44,False
2014-01-06,64,False
2014-01-07,70,False
2014-01-08,77,False
2014-01-09,79,False
2014-01-10,77,False
2014-01-11,44,False
2014-01-12,49,False
2014-01-13,73,False
2014-01-14,81,False
2014-01-15,78,False
2014-01-16,90,False
2014-01-17,82,False
2014-01-18,54,False
2014-01-19,52,False
2014-01-20,72,False
2014-01-21,79,False
2014-01-22,89,False
2014-01-23,88,False
2014-01-24,75,False
2014-01-25,51,False
2014-01-26,55,False
2014-01-27,71,False
2014-01-28,86,False
2014-01-29,85,False
2014-01-30,82,False
2014-01-31,73,False
2014-02-01,54,False
2014-02-02,50,False
2014-02-03,81,False
2014-02-04,81,False
2014-02-05,69,False
2014-02-06,81,False
2014-02-07,79,False
2014-02-08,58,False
2014-02-09,54,False
2014-02-10,73,False
2014-02-11,85,False
2014-02-12,85,False
2014-02-13,79,False
2014-02-14,75,False
2014-02-15,54,False
2014-02-16,57,False
2014-02-17,77,False
2014-02-18,85,False
2014-02-19,79,False
2014-02-20,75,False
2014-02-21,88,False
2014-02-22,59,False
2014-02-23,54,False
2014-02-24,81,False
2014-02-25,79,False
2014-02-26,90,False
2014-02-27,84,False
2014-02-28,87,False
2014-03-01,59,False
2014-03-02,53,False
2014-03-03,83,False
2014-03-04,90,False
2014-03-05,83,False
2014-03-06,84,False
2014-03-07,80,False
2014-03-08,54,False
2014-03-09,47,False
2014-03-10,77,False
2014-03-11,82,False
2014-03-12,80,False
2014-03-13,88,False
2014-03-14,80,False
2014-03-15,58,False
2014-03-16,54,False
2014-03-17,78,False
2014-03-18,91,False
2014-03-19,86,False
2014-03-20,88,False
