date,Autodesk,isPartial
2014-12-01,83,False
2014-12-02,98,False
2014-12-03,90,False
2014-12-04,87,False
2014-12-05,80,False
2014-12-06,58,False
2014-12-07,55,False
2014-12-08,75,False
2014-12-09,89,False
2014-12-10,81,False
2014-12-11,85,False
2014-12-12,72,False
2014-12-13,55,False
2014-12-14,54,False
2014-12-15,68,False
2014-12-16,79,False
2014-12-17,75,False
2014-12-18,70,False
2014-12-19,60,False
2014-12-20,46,False
2014-12-21,51,False
2014-12-22,68,False
2014-12-23,55,False
2014-12-24,52,False
2014-12-25,45,False
2014-12-26,46,False
2014-12-27,54,False
2014-12-28,45,False
2014-12-29,59,False
2014-12-30,60,False
2014-12-31,48,False
2015-01-01,37,False
2015-01-02,54,False
2015-01-03,46,False
2015-01-04,47,False
2015-01-05,67,False
2015-01-06,75,False
2015-01-07,79,False
2015-01-08,76,False
2015-01-09,75,False
2015-01-10,45,False
2015-01-11,51,False
2015-01-12,81,False
2015-01-13,79,False
2015-01-14,81,False
2015-01-15,82,False
2015-01-16,82,False
2015-01-17,60,False
2015-01-18,54,False
2015-01-19,77,False
2015-01-20,79,False
2015-01-21,87,False
2015-01-22,82,False
2015-01-23,81,False
2015-01-24,57,False
2015-01-25,55,False
2015-01-26,76,False
2015-01-27,88,False
2015-01-28,85,False
2015-01-29,94,False
2015-01-30,81,False
2015-01-31,55,False
2015-02-01,54,False
2015-02-02,73,False
2015-02-03,82,False
2015-02-04,81,False
2015-02-05,100,False
2015-02-06,85,False
2015-02-07,54,False
2015-02-08,55,False
2015-02-09,76,False
2015-02-10,84,False
2015-02-11,87,False
2015-02-12,78,False
2015-02-13,85,False
2015-02-14,53,False
2015-02-15,46,False
2015-02-16,69,False
2015-02-17,75,False
2015-02-18,77,False
2015-02-19,83,False
2015-02-20,79,False
2015-02-21,48,False
2015-02-22,53,False
2015-02-23,83,False
2015-02-24,82,False
2015-02-25,82,False
2015-02-26,87,False
2015-02-27,86,False
2015-02-28,60,False
2015-03-01,63,False
2015-03-02,80,False
2015-03-03,80,False
2015-03-04,81,False
2015-03-05,86,False
2015-03-06,84,False
2015-03-07,61,False
2015-03-08,57,False
2015-03-09,80,False
2015-03-10,83,False
2015-03-11,90,False
2015-03-12,87,False
2015-03-13,86,False
2015-03-14,57,False
2015-03-15,67,False
2015-03-16,85,False
2015-03-17,86,False
2015-03-18,92,False
2015-03-19,92,False
2015-03-20,80,False
2015-03-21,62,False
2015-03-22,57,False
2015-03-23,83,False
2015-03-24,88,False
2015-03-25,100,False
2015-03-26,95,False
2015-03-27,91,False
2015-03-28,64,False
2015-03-29,57,False
2015-03-30,80,False
2015-03-31,84,False
2015-04-01,86,False
2015-04-02,78,False
2015-04-03,67,False
2015-04-04,59,False
2015-04-05,56,False
2015-04-06,62,False
2015-04-07,86,False
2015-04-08,90,False
2015-04-09,83,False
2015-04-10,74,False
2015-04-11,56,False
2015-04-12,62,False
2015-04-13,89,False
2015-04-14,84,False
2015-04-15,88,False
2015-04-16,99,False
2015-04-17,84,False
2015-04-18,56,False
2015-04-19,58,False
2015-04-20,80,False
2015-04-21,97,False
2015-04-22,88,False
2015-04-23,89,False
2015-04-24,77,False
2015-04-25,61,False
2015-04-26,58,False
2015-04-27,81,False
2015-04-28,81,False
2015-04-29,77,False
2015-04-30,80,False
2015-05-01,66,False
2015-05-02,51,False
2015-05-03,46,False
2015-05-04,74,False
2015-05-05,79,False
2015-05-06,83,False
2015-05-07,80,False
2015-05-08,75,False
2015-05-09,53,False
2015-05-10,50,False
2015-05-11,80,False
2015-05-12,83,False
2015-05-13,84,False
2015-05-14,79,False
2015-05-15,79,False
2015-05-16,56,False
2015-05-17,51,False
2015-05-18,78,False
2015-05-19,79,False
2015-05-20,81,False
2015-05-21,85,False
2015-05-22,72,False
2015-05-23,51,False
2015-05-24,47,False
2015-05-25,69,False
2015-05-26,80,False
2015-05-27,74,False
2015-05-28,74,False
2015-05-29,71,False
2015-05-30,46,False
2015-05-31,56,False
2015-06-01,73,False
2015-06-02,83,False
2015-06-03,82,False
2015-06-04,73,False
2015-06-05,66,False
2015-06-06,51,False
2015-06-07,47,False
2015-06-08,71,False
2015-06-09,77,False
2015-06-10,70,False
2015-06-11,82,False
2015-06-12,65,False
2015-06-13,47,False
2015-06-14,44,False
2015-06-15,74,False
2015-06-16,80,False
2015-06-17,77,False
2015-06-18,76,False
2015-06-19,71,False
2015-06-20,50,False
2015-06-21,44,False
2015-06-22,70,False
2015-06-23,74,False
2015-06-24,75,False
2015-06-25,72,False
2015-06-26,61,False
2015-06-27,45,False
2015-06-28,48,False
2015-06-29,69,False
2015-06-30,76,False
2015-07-01,71,False
2015-07-02,77,False
2015-07-03,58,False
2015-07-04,44,False
2015-07-05,41,False
2015-07-06,60,False
2015-07-07,73,False
2015-07-08,69,False
2015-07-09,66,False
2015-07-10,60,False
2015-07-11,43,False
2015-07-12,42,False
2015-07-13,68,False
2015-07-14,70,False
2015-07-15,71,False
2015-07-16,71,False
2015-07-17,65,False
2015-07-18,43,False
2015-07-19,50,False
2015-07-20,67,False
2015-07-21,69,False
2015-07-22,71,False
2015-07-23,71,False
2015-07-24,63,False
2015-07-25,43,False
2015-07-26,41,False
2015-07-27,65,False
2015-07-28,68,False
2015-07-29,71,False
2015-07-30,66,False
2015-07-31,62,False
2015-08-01,47,False
2015-08-02,51,False
2015-08-03,72,False
2015-08-04,75,False
2015-08-05,70,False
