date,AAL stock
2017-10-06,43
2017-10-07,20
2017-10-08,0
2017-10-09,6
2017-10-10,52
2017-10-11,70
2017-10-12,42
2017-10-13,44
2017-10-14,14
2017-10-15,14
2017-10-16,29
2017-10-17,41
2017-10-18,47
2017-10-19,42
2017-10-20,50
2017-10-21,7
2017-10-22,13
2017-10-23,29
2017-10-24,35
2017-10-25,52
2017-10-26,59
2017-10-27,55
2017-10-28,20
2017-10-29,0
2017-10-30,23
2017-10-31,18
2017-11-01,66
2017-11-02,24
2017-11-03,85
2017-11-04,13
2017-11-05,13
2017-11-06,34
2017-11-07,34
2017-11-08,47
2017-11-09,35
2017-11-10,48
2017-11-11,13
2017-11-12,0
2017-11-13,51
2017-11-14,23
2017-11-15,23
2017-11-16,75
2017-11-17,24
2017-11-18,0
2017-11-19,26
2017-11-20,11
2017-11-21,46
2017-11-22,63
2017-11-23,12
2017-11-24,48
2017-11-25,6
2017-11-26,0
2017-11-27,44
2017-11-28,23
2017-11-29,51
2017-11-30,58
2017-12-01,72
2017-12-02,0
2017-12-03,7
2017-12-04,51
2017-12-05,11
2017-12-06,17
2017-12-07,46
2017-12-08,18
2017-12-09,7
2017-12-10,13
2017-12-11,39
2017-12-12,34
2017-12-13,40
2017-12-14,41
2017-12-15,43
2017-12-16,20
2017-12-17,7
2017-12-18,35
2017-12-19,18
2017-12-20,42
2017-12-21,12
2017-12-22,39
2017-12-23,21
2017-12-24,0
2017-12-25,0
2017-12-26,39
2017-12-27,37
2017-12-28,18
2017-12-29,32
2017-12-30,14
2017-12-31,0
2018-01-01,0
2018-01-02,12
2018-01-03,57
2018-01-04,46
2018-01-05,35
2018-01-06,0
2018-01-07,6
2018-01-08,28
2018-01-09,17
2018-01-10,17
2018-01-11,51
2018-01-12,59
2018-01-13,26
2018-01-14,0
2018-01-15,6
2018-01-16,55
2018-01-17,60
2018-01-18,39
2018-01-19,65
2018-01-20,13
2018-01-21,0
2018-01-22,44
2018-01-23,44
2018-01-24,55
2018-01-25,100
2018-01-26,64
2018-01-27,0
2018-01-28,13
2018-01-29,39
2018-01-30,45
2018-01-31,28
2018-02-01,50
2018-02-02,35
2018-02-03,19
2018-02-04,0
2018-02-05,28
2018-02-06,67
2018-02-07,39
2018-02-08,45
2018-02-09,40
2018-02-10,0
2018-02-11,0
2018-02-12,50
2018-02-13,34
2018-02-14,40
2018-02-15,39
2018-02-16,12
2018-02-17,6
2018-02-18,0
2018-02-19,17
2018-02-20,38
2018-02-21,44
2018-02-22,33
2018-02-23,17
2018-02-24,19
2018-02-25,19
2018-02-26,49
2018-02-27,44
2018-02-28,16
2018-03-01,43
2018-03-02,34
2018-03-03,0
2018-03-04,6
2018-03-05,27
2018-03-06,33
2018-03-07,27
2018-03-08,51
2018-03-09,40
2018-03-10,0
2018-03-11,6
2018-03-12,22
2018-03-13,33
2018-03-14,38
2018-03-15,33
2018-03-16,17
2018-03-17,12
2018-03-18,0
2018-03-19,22
2018-03-20,38
2018-03-21,33
2018-03-22,50
2018-03-23,52
2018-03-24,6
2018-03-25,6
2018-03-26,39
2018-03-27,22
2018-03-28,23
2018-03-29,12
2018-03-30,19
2018-03-31,0
2018-04-01,7
2018-04-02,47
2018-04-03,28
2018-04-04,22
2018-04-05,6
2018-04-06,41
2018-04-07,6
2018-04-08,6
