date,AAL stock
2016-09-11,0
2016-09-12,53
2016-09-13,23
2016-09-14,19
2016-09-15,24
2016-09-16,29
2016-09-17,11
2016-09-18,0
2016-09-19,46
2016-09-20,9
2016-09-21,28
2016-09-22,24
2016-09-23,19
2016-09-24,22
2016-09-25,5
2016-09-26,14
2016-09-27,14
2016-09-28,37
2016-09-29,23
2016-09-30,49
2016-10-01,11
2016-10-02,0
2016-10-03,41
2016-10-04,46
2016-10-05,23
2016-10-06,32
2016-10-07,24
2016-10-08,16
2016-10-09,10
2016-10-10,14
2016-10-11,46
2016-10-12,33
2016-10-13,32
2016-10-14,29
2016-10-15,16
2016-10-16,10
2016-10-17,36
2016-10-18,36
2016-10-19,32
2016-10-20,73
2016-10-21,38
2016-10-22,11
2016-10-23,5
2016-10-24,32
2016-10-25,32
2016-10-26,45
2016-10-27,23
2016-10-28,82
2016-10-29,11
2016-10-30,5
2016-10-31,9
2016-11-01,28
2016-11-02,28
2016-11-03,32
2016-11-04,19
2016-11-05,16
2016-11-06,0
2016-11-07,22
2016-11-08,31
2016-11-09,62
2016-11-10,14
2016-11-11,47
2016-11-12,16
2016-11-13,5
2016-11-14,54
2016-11-15,100
2016-11-16,45
2016-11-17,49
2016-11-18,72
2016-11-19,31
2016-11-20,0
2016-11-21,49
2016-11-22,49
2016-11-23,31
2016-11-24,14
2016-11-25,28
2016-11-26,5
2016-11-27,0
2016-11-28,38
2016-11-29,43
2016-11-30,17
2016-12-01,26
2016-12-02,37
2016-12-03,5
2016-12-04,0
2016-12-05,44
2016-12-06,25
2016-12-07,30
2016-12-08,53
2016-12-09,37
2016-12-10,5
2016-12-11,0
2016-12-12,30
2016-12-13,30
2016-12-14,35
2016-12-15,44
2016-12-16,71
2016-12-17,36
2016-12-18,5
2016-12-19,49
2016-12-20,27
2016-12-21,42
2016-12-22,38
2016-12-23,34
2016-12-24,6
2016-12-25,23
2016-12-26,10
2016-12-27,42
2016-12-28,9
2016-12-29,24
2016-12-30,25
2016-12-31,0
2017-01-01,6
2017-01-02,9
2017-01-03,36
2017-01-04,40
2017-01-05,18
2017-01-06,37
2017-01-07,10
2017-01-08,0
2017-01-09,39
2017-01-10,26
2017-01-11,47
2017-01-12,26
2017-01-13,22
2017-01-14,5
2017-01-15,10
2017-01-16,9
2017-01-17,42
2017-01-18,21
2017-01-19,17
2017-01-20,39
2017-01-21,20
2017-01-22,14
2017-01-23,33
2017-01-24,34
2017-01-25,51
2017-01-26,59
2017-01-27,81
2017-01-28,15
2017-01-29,5
2017-01-30,33
2017-01-31,51
2017-02-01,45
2017-02-02,42
2017-02-03,26
2017-02-04,43
2017-02-05,23
2017-02-06,46
2017-02-07,25
2017-02-08,37
2017-02-09,25
2017-02-10,52
2017-02-11,10
2017-02-12,5
2017-02-13,29
2017-02-14,46
2017-02-15,38
2017-02-16,29
2017-02-17,21
2017-02-18,5
2017-02-19,0
2017-02-20,0
2017-02-21,37
2017-02-22,53
2017-02-23,42
2017-02-24,52
2017-02-25,10
2017-02-26,5
2017-02-27,24
2017-02-28,25
2017-03-01,44
2017-03-02,28
2017-03-03,30
2017-03-04,0
2017-03-05,5
2017-03-06,52
2017-03-07,23
2017-03-08,20
2017-03-09,25
2017-03-10,43
2017-03-11,5
2017-03-12,5
2017-03-13,19
2017-03-14,33
2017-03-15,50
2017-03-16,46
2017-03-17,30
2017-03-18,5
2017-03-19,9
2017-03-20,16
2017-03-21,21
2017-03-22,33
2017-03-23,13
2017-03-24,17
2017-03-25,5
2017-03-26,0
2017-03-27,17
2017-03-28,25
2017-03-29,34
2017-03-30,34
2017-03-31,26
2017-04-01,5
2017-04-02,5
2017-04-03,17
2017-04-04,25
2017-04-05,29
2017-04-06,13
2017-04-07,30
2017-04-08,5
2017-04-09,0
2017-04-10,67
2017-04-11,60
2017-04-12,52
2017-04-13,58
2017-04-14,14
2017-04-15,5
2017-04-16,20
2017-04-17,48
2017-04-18,29
2017-04-19,45
2017-04-20,50
2017-04-21,31
2017-04-22,14
2017-04-23,5
2017-04-24,33
2017-04-25,58
2017-04-26,25
2017-04-27,63
2017-04-28,70
2017-04-29,5
2017-04-30,0
2017-05-01,27
2017-05-02,42
2017-05-03,37
2017-05-04,33
2017-05-05,31
2017-05-06,0
2017-05-07,5
2017-05-08,67
2017-05-09,49
2017-05-10,79
2017-05-11,30
2017-05-12,35
2017-05-13,15
2017-05-14,5
2017-05-15,35
2017-05-16,53
2017-05-17,40
2017-05-18,27
2017-05-19,37
2017-05-20,16
2017-05-21,5
2017-05-22,18
2017-05-23,35
2017-05-24,36
2017-05-25,37
2017-05-26,29
2017-05-27,5
2017-05-28,5
2017-05-29,18
