date,AAL stock
2014-07-24,79
2014-07-25,89
2014-07-26,14
2014-07-27,14
2014-07-28,57
2014-07-29,84
2014-07-30,68
2014-07-31,86
2014-08-01,76
2014-08-02,27
2014-08-03,14
2014-08-04,50
2014-08-05,55
2014-08-06,50
2014-08-07,32
2014-08-08,47
2014-08-09,7
2014-08-10,40
2014-08-11,77
2014-08-12,27
2014-08-13,33
2014-08-14,29
2014-08-15,12
2014-08-16,13
2014-08-17,0
2014-08-18,28
2014-08-19,82
2014-08-20,50
2014-08-21,50
2014-08-22,40
2014-08-23,20
2014-08-24,19
2014-08-25,59
2014-08-26,38
2014-08-27,64
2014-08-28,49
2014-08-29,86
2014-08-30,13
2014-08-31,13
2014-09-01,0
2014-09-02,21
2014-09-03,21
2014-09-04,43
2014-09-05,56
2014-09-06,13
2014-09-07,6
2014-09-08,37
2014-09-09,41
2014-09-10,42
2014-09-11,26
2014-09-12,38
2014-09-13,13
2014-09-14,0
2014-09-15,58
2014-09-16,31
2014-09-17,42
2014-09-18,37
2014-09-19,38
2014-09-20,13
2014-09-21,12
2014-09-22,41
2014-09-23,47
2014-09-24,26
2014-09-25,32
2014-09-26,27
2014-09-27,0
2014-09-28,6
2014-09-29,26
2014-09-30,42
2014-10-01,26
2014-10-02,54
2014-10-03,56
2014-10-04,19
2014-10-05,12
2014-10-06,31
2014-10-07,36
2014-10-08,77
2014-10-09,47
2014-10-10,43
2014-10-11,25
2014-10-12,18
2014-10-13,46
2014-10-14,56
2014-10-15,67
2014-10-16,42
2014-10-17,27
2014-10-18,19
2014-10-19,0
2014-10-20,26
2014-10-21,51
2014-10-22,87
2014-10-23,51
2014-10-24,65
2014-10-25,25
2014-10-26,12
2014-10-27,40
2014-10-28,61
2014-10-29,66
2014-10-30,36
2014-10-31,54
2014-11-01,31
2014-11-02,0
2014-11-03,76
2014-11-04,35
2014-11-05,91
2014-11-06,80
2014-11-07,74
2014-11-08,12
2014-11-09,6
2014-11-10,40
2014-11-11,40
2014-11-12,86
2014-11-13,35
2014-11-14,42
2014-11-15,29
2014-11-16,12
2014-11-17,40
2014-11-18,49
2014-11-19,52
2014-11-20,41
2014-11-21,58
2014-11-22,35
2014-11-23,6
2014-11-24,79
2014-11-25,59
2014-11-26,55
2014-11-27,21
2014-11-28,90
2014-11-29,18
2014-11-30,23
2014-12-01,49
2014-12-02,40
2014-12-03,40
2014-12-04,80
2014-12-05,63
2014-12-06,24
2014-12-07,6
2014-12-08,46
2014-12-09,44
2014-12-10,90
2014-12-11,71
2014-12-12,48
2014-12-13,30
2014-12-14,18
2014-12-15,61
2014-12-16,40
2014-12-17,47
2014-12-18,47
2014-12-19,100
2014-12-20,12
2014-12-21,25
2014-12-22,54
2014-12-23,78
2014-12-24,31
2014-12-25,20
2014-12-26,48
2014-12-27,18
2014-12-28,24
2014-12-29,54
2014-12-30,55
2014-12-31,85
2015-01-01,13
2015-01-02,55
2015-01-03,17
2015-01-04,6
2015-01-05,60
2015-01-06,60
2015-01-07,15
2015-01-08,34
2015-01-09,71
2015-01-10,17
2015-01-11,6
2015-01-12,54
2015-01-13,48
2015-01-14,34
2015-01-15,68
2015-01-16,30
2015-01-17,11
2015-01-18,11
2015-01-19,5
2015-01-20,47
2015-01-21,33
2015-01-22,73
2015-01-23,64
2015-01-24,22
2015-01-25,11
2015-01-26,33
2015-01-27,85
2015-01-28,80
2015-01-29,68
2015-01-30,53
2015-01-31,39
2015-02-01,0
2015-02-02,37
2015-02-03,66
2015-02-04,47
2015-02-05,57
2015-02-06,30
2015-02-07,28
2015-02-08,6
2015-02-09,23
2015-02-10,56
2015-02-11,47
2015-02-12,92
2015-02-13,60
2015-02-14,23
2015-02-15,6
2015-02-16,30
2015-02-17,34
2015-02-18,68
2015-02-19,49
2015-02-20,55
2015-02-21,17
2015-02-22,6
2015-02-23,47
2015-02-24,57
2015-02-25,42
2015-02-26,34
2015-02-27,24
2015-02-28,22
2015-03-01,11
2015-03-02,42
2015-03-03,84
2015-03-04,43
2015-03-05,57
2015-03-06,40
2015-03-07,11
2015-03-08,6
2015-03-09,19
2015-03-10,52
2015-03-11,33
2015-03-12,24
2015-03-13,39
2015-03-14,22
2015-03-15,11
2015-03-16,57
2015-03-17,80
2015-03-18,75
2015-03-19,80
2015-03-20,78
2015-03-21,50
2015-03-22,16
2015-03-23,65
2015-03-24,47
2015-03-25,34
2015-03-26,38
2015-03-27,85
2015-03-28,12
2015-03-29,6
2015-03-30,19
2015-03-31,38
2015-04-01,29
2015-04-02,71
2015-04-03,27
2015-04-04,17
2015-04-05,6
2015-04-06,45
2015-04-07,47
2015-04-08,38
2015-04-09,48
2015-04-10,25
