date,AAL stock
2015-04-10,38
2015-04-11,20
2015-04-12,12
2015-04-13,51
2015-04-14,53
2015-04-15,37
2015-04-16,36
2015-04-17,53
2015-04-18,20
2015-04-19,0
2015-04-20,43
2015-04-21,56
2015-04-22,68
2015-04-23,55
2015-04-24,90
2015-04-25,14
2015-04-26,9
2015-04-27,34
2015-04-28,43
2015-04-29,46
2015-04-30,45
2015-05-01,55
2015-05-02,9
2015-05-03,11
2015-05-04,56
2015-05-05,56
2015-05-06,46
2015-05-07,42
2015-05-08,51
2015-05-09,15
2015-05-10,9
2015-05-11,58
2015-05-12,41
2015-05-13,27
2015-05-14,22
2015-05-15,40
2015-05-16,9
2015-05-17,11
2015-05-18,19
2015-05-19,36
2015-05-20,100
2015-05-21,64
2015-05-22,61
2015-05-23,9
2015-05-24,6
2015-05-25,15
2015-05-26,52
2015-05-27,71
2015-05-28,53
2015-05-29,33
2015-05-30,6
2015-05-31,11
2015-06-01,41
2015-06-02,55
2015-06-03,43
2015-06-04,48
2015-06-05,46
2015-06-06,18
2015-06-07,12
2015-06-08,52
2015-06-09,67
2015-06-10,63
2015-06-11,57
2015-06-12,28
2015-06-13,18
2015-06-14,11
2015-06-15,43
2015-06-16,36
2015-06-17,29
2015-06-18,34
2015-06-19,49
2015-06-20,12
2015-06-21,12
2015-06-22,58
2015-06-23,55
2015-06-24,44
2015-06-25,37
2015-06-26,53
2015-06-27,18
2015-06-28,6
2015-06-29,56
2015-06-30,53
2015-07-01,49
2015-07-02,42
2015-07-03,26
2015-07-04,12
2015-07-05,9
2015-07-06,51
2015-07-07,38
2015-07-08,56
2015-07-09,34
2015-07-10,51
2015-07-11,21
2015-07-12,12
2015-07-13,51
2015-07-14,41
2015-07-15,61
2015-07-16,48
2015-07-17,37
2015-07-18,6
2015-07-19,9
2015-07-20,31
2015-07-21,29
2015-07-22,37
2015-07-23,49
2015-07-24,64
2015-07-25,23
2015-07-26,6
2015-07-27,60
2015-07-28,48
2015-07-29,39
2015-07-30,44
2015-07-31,28
2015-08-01,6
2015-08-02,6
2015-08-03,17
2015-08-04,34
2015-08-05,61
2015-08-06,62
2015-08-07,54
2015-08-08,23
2015-08-09,12
2015-08-10,41
2015-08-11,29
2015-08-12,37
2015-08-13,42
2015-08-14,40
2015-08-15,9
2015-08-16,11
2015-08-17,56
2015-08-18,41
2015-08-19,29
2015-08-20,29
2015-08-21,45
2015-08-22,23
2015-08-23,6
2015-08-24,72
2015-08-25,63
2015-08-26,47
2015-08-27,48
2015-08-28,37
2015-08-29,20
2015-08-30,17
2015-08-31,37
2015-09-01,30
2015-09-02,40
2015-09-03,45
2015-09-04,41
2015-09-05,11
2015-09-06,6
2015-09-07,7
2015-09-08,30
2015-09-09,53
2015-09-10,42
2015-09-11,22
2015-09-12,5
2015-09-13,11
2015-09-14,32
2015-09-15,30
2015-09-16,48
2015-09-17,49
2015-09-18,22
2015-09-19,5
2015-09-20,8
2015-09-21,39
2015-09-22,34
2015-09-23,32
2015-09-24,22
2015-09-25,27
2015-09-26,0
2015-09-27,8
2015-09-28,29
2015-09-29,40
2015-09-30,41
2015-10-01,32
2015-10-02,19
2015-10-03,19
2015-10-04,10
2015-10-05,34
2015-10-06,34
2015-10-07,30
2015-10-08,27
2015-10-09,40
2015-10-10,8
2015-10-11,5
2015-10-12,49
2015-10-13,47
2015-10-14,29
2015-10-15,36
2015-10-16,45
2015-10-17,13
2015-10-18,10
2015-10-19,36
2015-10-20,38
2015-10-21,34
2015-10-22,48
2015-10-23,76
2015-10-24,24
2015-10-25,15
2015-10-26,47
2015-10-27,47
2015-10-28,53
2015-10-29,32
2015-10-30,33
2015-10-31,11
2015-11-01,0
2015-11-02,25
2015-11-03,22
2015-11-04,16
2015-11-05,29
2015-11-06,40
2015-11-07,11
2015-11-08,5
2015-11-09,38
2015-11-10,31
2015-11-11,32
2015-11-12,35
2015-11-13,26
2015-11-14,5
2015-11-15,8
2015-11-16,34
2015-11-17,31
2015-11-18,38
2015-11-19,21
2015-11-20,35
2015-11-21,16
2015-11-22,5
2015-11-23,20
2015-11-24,27
2015-11-25,22
2015-11-26,9
2015-11-27,14
2015-11-28,8
2015-11-29,10
2015-11-30,17
2015-12-01,22
2015-12-02,24
2015-12-03,32
2015-12-04,30
2015-12-05,5
2015-12-06,8
2015-12-07,18
2015-12-08,57
2015-12-09,22
2015-12-10,46
2015-12-11,23
2015-12-12,11
2015-12-13,5
2015-12-14,27
2015-12-15,28
2015-12-16,33
2015-12-17,40
2015-12-18,37
2015-12-19,14
2015-12-20,5
2015-12-21,17
2015-12-22,29
2015-12-23,38
2015-12-24,34
2015-12-25,18
2015-12-26,6
