date,Ross Stores,isPartial
2012-06-04,45,False
2012-06-05,35,False
2012-06-06,48,False
2012-06-07,50,False
2012-06-08,36,False
2012-06-09,38,False
2012-06-10,48,False
2012-06-11,23,False
2012-06-12,39,False
2012-06-13,36,False
2012-06-14,31,False
2012-06-15,34,False
2012-06-16,63,False
2012-06-17,29,False
2012-06-18,66,False
2012-06-19,41,False
2012-06-20,40,False
2012-06-21,47,False
2012-06-22,50,False
2012-06-23,43,False
2012-06-24,33,False
2012-06-25,48,False
2012-06-26,54,False
2012-06-27,63,False
2012-06-28,55,False
2012-06-29,48,False
2012-06-30,92,False
2012-07-01,68,False
2012-07-02,50,False
2012-07-03,40,False
2012-07-04,57,False
2012-07-05,61,False
2012-07-06,62,False
2012-07-07,83,False
2012-07-08,69,False
2012-07-09,51,False
2012-07-10,41,False
2012-07-11,80,False
2012-07-12,52,False
2012-07-13,71,False
2012-07-14,71,False
2012-07-15,78,False
2012-07-16,49,False
2012-07-17,56,False
2012-07-18,62,False
2012-07-19,47,False
2012-07-20,40,False
2012-07-21,100,False
2012-07-22,75,False
2012-07-23,64,False
2012-07-24,66,False
2012-07-25,74,False
2012-07-26,67,False
2012-07-27,79,False
2012-07-28,91,False
2012-07-29,99,False
2012-07-30,64,False
2012-07-31,66,False
2012-08-01,53,False
2012-08-02,63,False
2012-08-03,78,False
2012-08-04,85,False
2012-08-05,85,False
2012-08-06,88,False
2012-08-07,58,False
2012-08-08,58,False
2012-08-09,63,False
2012-08-10,56,False
2012-08-11,77,False
2012-08-12,72,False
2012-08-13,44,False
2012-08-14,60,False
2012-08-15,77,False
2012-08-16,67,False
2012-08-17,47,False
2012-08-18,100,False
2012-08-19,89,False
2012-08-20,49,False
2012-08-21,53,False
2012-08-22,49,False
2012-08-23,41,False
2012-08-24,44,False
2012-08-25,78,False
2012-08-26,89,False
2012-08-27,64,False
2012-08-28,42,False
2012-08-29,56,False
2012-08-30,42,False
2012-08-31,54,False
2012-09-01,49,False
2012-09-02,82,False
2012-09-03,68,False
2012-09-04,49,False
2012-09-05,53,False
2012-09-06,50,False
2012-09-07,70,False
2012-09-08,59,False
2012-09-09,81,False
2012-09-10,52,False
2012-09-11,48,False
2012-09-12,47,False
2012-09-13,51,False
2012-09-14,33,False
2012-09-15,68,False
2012-09-16,61,False
2012-09-17,52,False
2012-09-18,50,False
2012-09-19,66,False
2012-09-20,56,False
2012-09-21,68,False
2012-09-22,84,False
2012-09-23,48,False
2012-09-24,42,False
2012-09-25,52,False
2012-09-26,38,False
2012-09-27,35,False
2012-09-28,50,False
2012-09-29,53,False
2012-09-30,80,False
2012-10-01,50,False
2012-10-02,44,False
2012-10-03,59,False
2012-10-04,64,False
2012-10-05,51,False
2012-10-06,68,False
2012-10-07,42,False
2012-10-08,30,False
2012-10-09,56,False
2012-10-10,53,False
2012-10-11,51,False
2012-10-12,57,False
2012-10-13,78,False
2012-10-14,72,False
2012-10-15,55,False
2012-10-16,36,False
2012-10-17,36,False
2012-10-18,58,False
2012-10-19,37,False
2012-10-20,54,False
2012-10-21,51,False
2012-10-22,31,False
2012-10-23,43,False
2012-10-24,40,False
2012-10-25,59,False
2012-10-26,67,False
2012-10-27,71,False
2012-10-28,45,False
2012-10-29,50,False
2012-10-30,47,False
2012-10-31,27,False
2012-11-01,40,False
2012-11-02,36,False
2012-11-03,54,False
2012-11-04,45,False
2012-11-05,39,False
2012-11-06,52,False
2012-11-07,29,False
2012-11-08,43,False
2012-11-09,52,False
2012-11-10,65,False
2012-11-11,56,False
2012-11-12,49,False
2012-11-13,50,False
2012-11-14,55,False
2012-11-15,47,False
2012-11-16,54,False
2012-11-17,51,False
2012-11-18,56,False
2012-11-19,35,False
2012-11-20,54,False
2012-11-21,44,False
2012-11-22,76,False
2012-11-23,97,False
2012-11-24,70,False
2012-11-25,60,False
2012-11-26,39,False
2012-11-27,43,False
2012-11-28,49,False
2012-11-29,37,False
2012-11-30,57,False
2012-12-01,53,False
2012-12-02,42,False
2012-12-03,60,False
2012-12-04,46,False
2012-12-05,61,False
2012-12-06,59,False
2012-12-07,58,False
2012-12-08,39,False
2012-12-09,61,False
2012-12-10,46,False
2012-12-11,63,False
2012-12-12,43,False
