date,Ross Stores,isPartial
2011-01-01,66,False
2011-01-02,61,False
2011-01-03,35,False
2011-01-04,34,False
2011-01-05,49,False
2011-01-06,42,False
2011-01-07,32,False
2011-01-08,33,False
2011-01-09,33,False
2011-01-10,37,False
2011-01-11,38,False
2011-01-12,33,False
2011-01-13,37,False
2011-01-14,29,False
2011-01-15,35,False
2011-01-16,51,False
2011-01-17,32,False
2011-01-18,42,False
2011-01-19,23,False
2011-01-20,42,False
2011-01-21,27,False
2011-01-22,34,False
2011-01-23,27,False
2011-01-24,37,False
2011-01-25,34,False
2011-01-26,41,False
2011-01-27,28,False
2011-01-28,31,False
2011-01-29,46,False
2011-01-30,29,False
2011-01-31,26,False
2011-02-01,29,False
2011-02-02,27,False
2011-02-03,30,False
2011-02-04,31,False
2011-02-05,40,False
2011-02-06,33,False
2011-02-07,39,False
2011-02-08,27,False
2011-02-09,45,False
2011-02-10,39,False
2011-02-11,44,False
2011-02-12,43,False
2011-02-13,38,False
2011-02-14,30,False
2011-02-15,37,False
2011-02-16,32,False
2011-02-17,50,False
2011-02-18,54,False
2011-02-19,70,False
2011-02-20,63,False
2011-02-21,47,False
2011-02-22,60,False
2011-02-23,54,False
2011-02-24,52,False
2011-02-25,62,False
2011-02-26,59,False
2011-02-27,74,False
2011-02-28,54,False
2011-03-01,60,False
2011-03-02,63,False
2011-03-03,56,False
2011-03-04,52,False
2011-03-05,64,False
2011-03-06,95,False
2011-03-07,49,False
2011-03-08,78,False
2011-03-09,47,False
2011-03-10,53,False
2011-03-11,70,False
2011-03-12,63,False
2011-03-13,46,False
2011-03-14,40,False
2011-03-15,36,False
2011-03-16,39,False
2011-03-17,33,False
2011-03-18,33,False
2011-03-19,40,False
2011-03-20,31,False
2011-03-21,45,False
2011-03-22,44,False
2011-03-23,46,False
2011-03-24,43,False
2011-03-25,39,False
2011-03-26,66,False
2011-03-27,33,False
2011-03-28,40,False
2011-03-29,57,False
2011-03-30,46,False
2011-03-31,55,False
2011-04-01,28,False
2011-04-02,33,False
2011-04-03,44,False
2011-04-04,37,False
2011-04-05,39,False
2011-04-06,61,False
2011-04-07,37,False
2011-04-08,41,False
2011-04-09,65,False
2011-04-10,43,False
2011-04-11,44,False
2011-04-12,47,False
2011-04-13,39,False
2011-04-14,49,False
2011-04-15,48,False
2011-04-16,54,False
2011-04-17,59,False
2011-04-18,47,False
2011-04-19,39,False
2011-04-20,34,False
2011-04-21,45,False
2011-04-22,53,False
2011-04-23,80,False
2011-04-24,100,False
2011-04-25,55,False
2011-04-26,39,False
2011-04-27,49,False
2011-04-28,48,False
2011-04-29,31,False
2011-04-30,47,False
2011-05-01,47,False
2011-05-02,51,False
2011-05-03,61,False
2011-05-04,44,False
2011-05-05,44,False
2011-05-06,46,False
2011-05-07,67,False
2011-05-08,58,False
2011-05-09,43,False
2011-05-10,39,False
2011-05-11,54,False
2011-05-12,42,False
2011-05-13,41,False
2011-05-14,66,False
2011-05-15,59,False
2011-05-16,50,False
2011-05-17,39,False
2011-05-18,41,False
2011-05-19,57,False
2011-05-20,43,False
2011-05-21,58,False
2011-05-22,65,False
2011-05-23,53,False
2011-05-24,41,False
2011-05-25,54,False
2011-05-26,34,False
2011-05-27,57,False
2011-05-28,64,False
2011-05-29,56,False
2011-05-30,44,False
2011-05-31,49,False
2011-06-01,48,False
2011-06-02,32,False
2011-06-03,42,False
2011-06-04,54,False
2011-06-05,65,False
2011-06-06,54,False
2011-06-07,45,False
2011-06-08,54,False
2011-06-09,52,False
2011-06-10,48,False
2011-06-11,50,False
2011-06-12,50,False
2011-06-13,61,False
2011-06-14,52,False
2011-06-15,54,False
2011-06-16,57,False
2011-06-17,55,False
2011-06-18,46,False
2011-06-19,53,False
2011-06-20,34,False
2011-06-21,60,False
2011-06-22,48,False
2011-06-23,49,False
2011-06-24,40,False
2011-06-25,62,False
2011-06-26,76,False
2011-06-27,51,False
2011-06-28,51,False
2011-06-29,39,False
2011-06-30,41,False
2011-07-01,46,False
2011-07-02,64,False
2011-07-03,69,False
2011-07-04,67,False
2011-07-05,58,False
2011-07-06,49,False
2011-07-07,44,False
2011-07-08,47,False
2011-07-09,67,False
2011-07-10,76,False
2011-07-11,46,False
2011-07-12,36,False
2011-07-13,48,False
2011-07-14,50,False
2011-07-15,78,False
2011-07-16,58,False
2011-07-17,61,False
2011-07-18,60,False
2011-07-19,43,False
2011-07-20,49,False
2011-07-21,58,False
2011-07-22,54,False
2011-07-23,50,False
2011-07-24,60,False
2011-07-25,64,False
2011-07-26,53,False
2011-07-27,63,False
2011-07-28,64,False
2011-07-29,65,False
2011-07-30,64,False
2011-07-31,68,False
2011-08-01,67,False
2011-08-02,51,False
2011-08-03,61,False
2011-08-04,53,False
2011-08-05,66,False
2011-08-06,80,False
2011-08-07,91,False
2011-08-08,64,False
2011-08-09,57,False
2011-08-10,59,False
2011-08-11,54,False
2011-08-12,56,False
2011-08-13,64,False
2011-08-14,80,False
2011-08-15,57,False
2011-08-16,51,False
2011-08-17,62,False
2011-08-18,47,False
2011-08-19,47,False
2011-08-20,81,False
2011-08-21,72,False
2011-08-22,47,False
2011-08-23,57,False
2011-08-24,46,False
2011-08-25,39,False
2011-08-26,42,False
2011-08-27,43,False
2011-08-28,70,False
2011-08-29,43,False
2011-08-30,23,False
2011-08-31,39,False
2011-09-01,41,False
2011-09-02,53,False
2011-09-03,52,False
2011-09-04,72,False
2011-09-05,54,False
2011-09-06,38,False
2011-09-07,42,False
2011-09-08,40,False
2011-09-09,58,False
2011-09-10,48,False
2011-09-11,50,False
2011-09-12,57,False
2011-09-13,35,False
2011-09-14,53,False
2011-09-15,46,False
2011-09-16,61,False
2011-09-17,46,False
2011-09-18,69,False
