date,Ross Stores,isPartial
2017-01-19,23,False
2017-01-20,32,False
2017-01-21,51,False
2017-01-22,53,False
2017-01-23,33,False
2017-01-24,20,False
2017-01-25,35,False
2017-01-26,37,False
2017-01-27,36,False
2017-01-28,39,False
2017-01-29,48,False
2017-01-30,26,False
2017-01-31,37,False
2017-02-01,27,False
2017-02-02,22,False
2017-02-03,27,False
2017-02-04,54,False
2017-02-05,35,False
2017-02-06,30,False
2017-02-07,24,False
2017-02-08,30,False
2017-02-09,46,False
2017-02-10,35,False
2017-02-11,52,False
2017-02-12,38,False
2017-02-13,31,False
2017-02-14,39,False
2017-02-15,29,False
2017-02-16,33,False
2017-02-17,35,False
2017-02-18,36,False
2017-02-19,51,False
2017-02-20,43,False
2017-02-21,23,False
2017-02-22,33,False
2017-02-23,39,False
2017-02-24,30,False
2017-02-25,50,False
2017-02-26,61,False
2017-02-27,36,False
2017-02-28,28,False
2017-03-01,30,False
2017-03-02,29,False
2017-03-03,43,False
2017-03-04,50,False
2017-03-05,77,False
2017-03-06,34,False
2017-03-07,24,False
2017-03-08,44,False
2017-03-09,38,False
2017-03-10,46,False
2017-03-11,36,False
2017-03-12,48,False
2017-03-13,47,False
2017-03-14,32,False
2017-03-15,28,False
2017-03-16,36,False
2017-03-17,48,False
2017-03-18,33,False
2017-03-19,52,False
2017-03-20,33,False
2017-03-21,44,False
2017-03-22,53,False
2017-03-23,46,False
2017-03-24,36,False
2017-03-25,56,False
2017-03-26,66,False
2017-03-27,31,False
2017-03-28,30,False
2017-03-29,27,False
2017-03-30,44,False
2017-03-31,31,False
2017-04-01,55,False
2017-04-02,37,False
2017-04-03,31,False
2017-04-04,30,False
2017-04-05,28,False
2017-04-06,29,False
2017-04-07,41,False
2017-04-08,37,False
2017-04-09,61,False
2017-04-10,37,False
2017-04-11,39,False
2017-04-12,31,False
2017-04-13,24,False
2017-04-14,43,False
2017-04-15,41,False
2017-04-16,100,False
2017-04-17,43,False
2017-04-18,34,False
2017-04-19,37,False
2017-04-20,33,False
2017-04-21,38,False
2017-04-22,41,False
2017-04-23,52,False
2017-04-24,45,False
2017-04-25,37,False
2017-04-26,26,False
2017-04-27,55,False
2017-04-28,39,False
2017-04-29,59,False
2017-04-30,52,False
2017-05-01,39,False
2017-05-02,39,False
2017-05-03,41,False
2017-05-04,19,False
2017-05-05,39,False
2017-05-06,46,False
2017-05-07,43,False
2017-05-08,32,False
2017-05-09,41,False
2017-05-10,34,False
2017-05-11,28,False
2017-05-12,32,False
2017-05-13,50,False
2017-05-14,38,False
2017-05-15,42,False
2017-05-16,37,False
2017-05-17,28,False
2017-05-18,45,False
2017-05-19,39,False
2017-05-20,66,False
2017-05-21,51,False
2017-05-22,32,False
2017-05-23,40,False
2017-05-24,43,False
2017-05-25,35,False
2017-05-26,39,False
2017-05-27,37,False
2017-05-28,70,False
2017-05-29,63,False
2017-05-30,33,False
2017-05-31,25,False
2017-06-01,38,False
2017-06-02,26,False
2017-06-03,50,False
2017-06-04,37,False
2017-06-05,44,False
2017-06-06,44,False
2017-06-07,39,False
2017-06-08,36,False
2017-06-09,33,False
2017-06-10,71,False
2017-06-11,58,False
2017-06-12,43,False
2017-06-13,41,False
2017-06-14,41,False
2017-06-15,44,False
2017-06-16,29,False
2017-06-17,44,False
2017-06-18,29,False
2017-06-19,29,False
2017-06-20,43,False
2017-06-21,47,False
2017-06-22,39,False
2017-06-23,43,False
2017-06-24,47,False
2017-06-25,54,False
2017-06-26,22,False
2017-06-27,45,False
2017-06-28,46,False
2017-06-29,30,False
2017-06-30,42,False
2017-07-01,47,False
2017-07-02,61,False
2017-07-03,49,False
2017-07-04,74,False
2017-07-05,37,False
2017-07-06,53,False
2017-07-07,36,False
2017-07-08,49,False
2017-07-09,61,False
2017-07-10,46,False
2017-07-11,47,False
2017-07-12,29,False
2017-07-13,51,False
2017-07-14,30,False
2017-07-15,70,False
2017-07-16,49,False
2017-07-17,45,False
2017-07-18,41,False
2017-07-19,41,False
2017-07-20,51,False
2017-07-21,47,False
2017-07-22,53,False
2017-07-23,32,False
2017-07-24,50,False
2017-07-25,33,False
2017-07-26,40,False
2017-07-27,41,False
2017-07-28,52,False
2017-07-29,72,False
2017-07-30,75,False
2017-07-31,34,False
2017-08-01,37,False
2017-08-02,36,False
2017-08-03,52,False
2017-08-04,31,False
2017-08-05,55,False
2017-08-06,46,False
2017-08-07,61,False
2017-08-08,33,False
2017-08-09,43,False
2017-08-10,43,False
2017-08-11,47,False
2017-08-12,63,False
2017-08-13,66,False
2017-08-14,41,False
2017-08-15,46,False
2017-08-16,45,False
2017-08-17,50,False
2017-08-18,50,False
2017-08-19,89,False
2017-08-20,53,False
2017-08-21,46,False
2017-08-22,44,False
2017-08-23,34,False
2017-08-24,47,False
2017-08-25,38,False
2017-08-26,43,False
2017-08-27,52,False
2017-08-28,53,False
2017-08-29,29,False
2017-08-30,42,False
2017-08-31,39,False
2017-09-01,37,False
2017-09-02,44,False
2017-09-03,66,False
2017-09-04,59,False
2017-09-05,32,False
2017-09-06,26,False
2017-09-07,32,False
2017-09-08,47,False
2017-09-09,37,False
2017-09-10,29,False
2017-09-11,29,False
2017-09-12,32,False
2017-09-13,39,False
2017-09-14,28,False
2017-09-15,39,False
2017-09-16,42,False
2017-09-17,52,False
2017-09-18,39,False
2017-09-19,23,False
2017-09-20,49,False
2017-09-21,25,False
2017-09-22,35,False
2017-09-23,42,False
2017-09-24,56,False
2017-09-25,45,False
2017-09-26,37,False
2017-09-27,38,False
2017-09-28,38,False
2017-09-29,37,False
2017-09-30,45,False
2017-10-01,43,False
2017-10-02,35,False
2017-10-03,43,False
2017-10-04,44,False
2017-10-05,51,False
2017-10-06,24,False
