date,Ross Stores,isPartial
2017-05-29,27,False
2017-05-30,15,False
2017-05-31,12,False
2017-06-01,17,False
2017-06-02,18,False
2017-06-03,34,False
2017-06-04,23,False
2017-06-05,27,False
2017-06-06,29,False
2017-06-07,24,False
2017-06-08,20,False
2017-06-09,22,False
2017-06-10,28,False
2017-06-11,36,False
2017-06-12,26,False
2017-06-13,27,False
2017-06-14,20,False
2017-06-15,23,False
2017-06-16,20,False
2017-06-17,28,False
2017-06-18,20,False
2017-06-19,17,False
2017-06-20,21,False
2017-06-21,21,False
2017-06-22,28,False
2017-06-23,25,False
2017-06-24,36,False
2017-06-25,33,False
2017-06-26,16,False
2017-06-27,26,False
2017-06-28,21,False
2017-06-29,20,False
2017-06-30,23,False
2017-07-01,31,False
2017-07-02,31,False
2017-07-03,31,False
2017-07-04,36,False
2017-07-05,17,False
2017-07-06,21,False
2017-07-07,16,False
2017-07-08,27,False
2017-07-09,34,False
2017-07-10,17,False
2017-07-11,21,False
2017-07-12,14,False
2017-07-13,27,False
2017-07-14,20,False
2017-07-15,37,False
2017-07-16,25,False
2017-07-17,29,False
2017-07-18,25,False
2017-07-19,22,False
2017-07-20,22,False
2017-07-21,26,False
2017-07-22,33,False
2017-07-23,33,False
2017-07-24,26,False
2017-07-25,24,False
2017-07-26,16,False
2017-07-27,22,False
2017-07-28,21,False
2017-07-29,31,False
2017-07-30,36,False
2017-07-31,25,False
2017-08-01,17,False
2017-08-02,18,False
2017-08-03,20,False
2017-08-04,17,False
2017-08-05,30,False
2017-08-06,35,False
2017-08-07,24,False
2017-08-08,18,False
2017-08-09,21,False
2017-08-10,21,False
2017-08-11,28,False
2017-08-12,24,False
2017-08-13,31,False
2017-08-14,25,False
2017-08-15,21,False
2017-08-16,17,False
2017-08-17,28,False
2017-08-18,24,False
2017-08-19,45,False
2017-08-20,21,False
2017-08-21,21,False
2017-08-22,23,False
2017-08-23,20,False
2017-08-24,21,False
2017-08-25,20,False
2017-08-26,28,False
2017-08-27,30,False
2017-08-28,26,False
2017-08-29,16,False
2017-08-30,18,False
2017-08-31,22,False
2017-09-01,26,False
2017-09-02,20,False
2017-09-03,32,False
2017-09-04,27,False
2017-09-05,13,False
2017-09-06,16,False
2017-09-07,19,False
2017-09-08,18,False
2017-09-09,16,False
2017-09-10,17,False
2017-09-11,17,False
2017-09-12,22,False
2017-09-13,17,False
2017-09-14,16,False
2017-09-15,13,False
2017-09-16,29,False
2017-09-17,23,False
2017-09-18,20,False
2017-09-19,12,False
2017-09-20,20,False
2017-09-21,20,False
2017-09-22,20,False
2017-09-23,16,False
2017-09-24,21,False
2017-09-25,19,False
2017-09-26,18,False
2017-09-27,15,False
2017-09-28,17,False
2017-09-29,22,False
2017-09-30,24,False
2017-10-01,29,False
2017-10-02,15,False
2017-10-03,18,False
2017-10-04,25,False
2017-10-05,22,False
2017-10-06,17,False
2017-10-07,18,False
2017-10-08,34,False
2017-10-09,19,False
2017-10-10,28,False
2017-10-11,22,False
2017-10-12,11,False
2017-10-13,24,False
2017-10-14,26,False
2017-10-15,27,False
2017-10-16,15,False
2017-10-17,18,False
2017-10-18,17,False
2017-10-19,25,False
2017-10-20,22,False
2017-10-21,26,False
2017-10-22,22,False
2017-10-23,29,False
2017-10-24,14,False
2017-10-25,18,False
2017-10-26,18,False
2017-10-27,23,False
2017-10-28,25,False
2017-10-29,23,False
2017-10-30,13,False
2017-10-31,23,False
2017-11-01,15,False
2017-11-02,16,False
2017-11-03,19,False
2017-11-04,34,False
2017-11-05,30,False
2017-11-06,19,False
2017-11-07,21,False
2017-11-08,25,False
2017-11-09,22,False
2017-11-10,21,False
2017-11-11,22,False
2017-11-12,28,False
2017-11-13,25,False
2017-11-14,19,False
2017-11-15,22,False
2017-11-16,22,False
2017-11-17,30,False
2017-11-18,28,False
2017-11-19,27,False
2017-11-20,26,False
2017-11-21,19,False
2017-11-22,29,False
2017-11-23,59,False
2017-11-24,31,False
2017-11-25,34,False
2017-11-26,22,False
2017-11-27,26,False
2017-11-28,20,False
2017-11-29,18,False
2017-11-30,19,False
2017-12-01,20,False
2017-12-02,26,False
2017-12-03,26,False
2017-12-04,23,False
2017-12-05,22,False
2017-12-06,23,False
2017-12-07,13,False
2017-12-08,27,False
2017-12-09,37,False
2017-12-10,27,False
2017-12-11,28,False
2017-12-12,20,False
2017-12-13,18,False
2017-12-14,31,False
2017-12-15,23,False
2017-12-16,32,False
2017-12-17,42,False
2017-12-18,29,False
2017-12-19,21,False
2017-12-20,32,False
2017-12-21,32,False
2017-12-22,34,False
2017-12-23,39,False
2017-12-24,41,False
2017-12-25,100,False
2017-12-26,24,False
2017-12-27,32,False
2017-12-28,25,False
2017-12-29,21,False
2017-12-30,28,False
2017-12-31,40,False
2018-01-01,38,False
2018-01-02,17,False
2018-01-03,16,False
2018-01-04,21,False
2018-01-05,10,False
2018-01-06,26,False
2018-01-07,19,False
2018-01-08,17,False
2018-01-09,15,False
2018-01-10,12,False
2018-01-11,20,False
2018-01-12,16,False
2018-01-13,22,False
2018-01-14,22,False
2018-01-15,23,False
2018-01-16,15,False
2018-01-17,23,False
2018-01-18,15,False
2018-01-19,20,False
2018-01-20,22,False
2018-01-21,21,False
2018-01-22,19,False
2018-01-23,15,False
2018-01-24,22,False
2018-01-25,18,False
2018-01-26,17,False
2018-01-27,20,False
2018-01-28,18,False
2018-01-29,20,False
2018-01-30,13,False
2018-01-31,10,False
2018-02-01,18,False
2018-02-02,17,False
2018-02-03,28,False
2018-02-04,19,False
2018-02-05,12,False
2018-02-06,16,False
2018-02-07,14,False
2018-02-08,20,False
2018-02-09,12,False
2018-02-10,23,False
2018-02-11,24,False
2018-02-12,17,False
2018-02-13,18,False
