date,Ross Stores,isPartial
2017-10-06,21,False
2017-10-07,30,False
2017-10-08,34,False
2017-10-09,24,False
2017-10-10,27,False
2017-10-11,19,False
2017-10-12,19,False
2017-10-13,21,False
2017-10-14,29,False
2017-10-15,30,False
2017-10-16,20,False
2017-10-17,20,False
2017-10-18,19,False
2017-10-19,20,False
2017-10-20,20,False
2017-10-21,22,False
2017-10-22,29,False
2017-10-23,23,False
2017-10-24,13,False
2017-10-25,20,False
2017-10-26,25,False
2017-10-27,21,False
2017-10-28,30,False
2017-10-29,20,False
2017-10-30,19,False
2017-10-31,22,False
2017-11-01,16,False
2017-11-02,19,False
2017-11-03,20,False
2017-11-04,33,False
2017-11-05,30,False
2017-11-06,24,False
2017-11-07,19,False
2017-11-08,21,False
2017-11-09,25,False
2017-11-10,24,False
2017-11-11,41,False
2017-11-12,30,False
2017-11-13,20,False
2017-11-14,22,False
2017-11-15,24,False
2017-11-16,24,False
2017-11-17,29,False
2017-11-18,27,False
2017-11-19,24,False
2017-11-20,25,False
2017-11-21,18,False
2017-11-22,25,False
2017-11-23,69,False
2017-11-24,34,False
2017-11-25,30,False
2017-11-26,27,False
2017-11-27,25,False
2017-11-28,20,False
2017-11-29,18,False
2017-11-30,20,False
2017-12-01,20,False
2017-12-02,29,False
2017-12-03,25,False
2017-12-04,25,False
2017-12-05,22,False
2017-12-06,21,False
2017-12-07,20,False
2017-12-08,19,False
2017-12-09,30,False
2017-12-10,28,False
2017-12-11,26,False
2017-12-12,29,False
2017-12-13,21,False
2017-12-14,23,False
2017-12-15,24,False
2017-12-16,35,False
2017-12-17,39,False
2017-12-18,25,False
2017-12-19,24,False
2017-12-20,28,False
2017-12-21,38,False
2017-12-22,30,False
2017-12-23,42,False
2017-12-24,54,False
2017-12-25,100,False
2017-12-26,31,False
2017-12-27,26,False
2017-12-28,29,False
2017-12-29,25,False
2017-12-30,35,False
2017-12-31,33,False
2018-01-01,39,False
2018-01-02,19,False
2018-01-03,14,False
2018-01-04,22,False
2018-01-05,15,False
2018-01-06,25,False
2018-01-07,23,False
2018-01-08,18,False
2018-01-09,14,False
2018-01-10,15,False
2018-01-11,19,False
2018-01-12,12,False
2018-01-13,23,False
2018-01-14,21,False
2018-01-15,22,False
2018-01-16,20,False
2018-01-17,20,False
2018-01-18,18,False
2018-01-19,20,False
2018-01-20,26,False
2018-01-21,20,False
2018-01-22,23,False
2018-01-23,19,False
2018-01-24,20,False
2018-01-25,20,False
2018-01-26,16,False
2018-01-27,18,False
2018-01-28,21,False
2018-01-29,21,False
