date,EBAY stock
2015-08-18,60
2015-08-19,59
2015-08-20,68
2015-08-21,57
2015-08-22,52
2015-08-23,47
2015-08-24,87
2015-08-25,91
2015-08-26,78
2015-08-27,66
2015-08-28,53
2015-08-29,67
2015-08-30,44
2015-08-31,62
2015-09-01,65
2015-09-02,55
2015-09-03,67
2015-09-04,48
2015-09-05,60
2015-09-06,52
2015-09-07,39
2015-09-08,60
2015-09-09,49
2015-09-10,57
2015-09-11,57
2015-09-12,39
2015-09-13,58
2015-09-14,78
2015-09-15,56
2015-09-16,54
2015-09-17,49
2015-09-18,42
2015-09-19,50
2015-09-20,44
2015-09-21,50
2015-09-22,49
2015-09-23,68
2015-09-24,59
2015-09-25,43
2015-09-26,29
2015-09-27,38
2015-09-28,63
2015-09-29,72
2015-09-30,64
2015-10-01,61
2015-10-02,60
2015-10-03,37
2015-10-04,44
2015-10-05,55
2015-10-06,65
2015-10-07,62
2015-10-08,87
2015-10-09,54
2015-10-10,57
2015-10-11,51
2015-10-12,53
2015-10-13,66
2015-10-14,44
2015-10-15,57
2015-10-16,48
2015-10-17,54
2015-10-18,42
2015-10-19,37
2015-10-20,75
2015-10-21,98
2015-10-22,100
2015-10-23,65
2015-10-24,45
2015-10-25,61
2015-10-26,61
2015-10-27,51
2015-10-28,59
2015-10-29,47
2015-10-30,69
2015-10-31,26
2015-11-01,33
2015-11-02,65
2015-11-03,74
2015-11-04,70
2015-11-05,63
2015-11-06,81
2015-11-07,24
2015-11-08,37
2015-11-09,57
2015-11-10,52
2015-11-11,61
2015-11-12,43
2015-11-13,66
2015-11-14,30
2015-11-15,30
2015-11-16,61
2015-11-17,63
2015-11-18,69
2015-11-19,72
2015-11-20,48
2015-11-21,36
2015-11-22,55
2015-11-23,55
2015-11-24,60
2015-11-25,53
2015-11-26,39
2015-11-27,62
2015-11-28,38
2015-11-29,39
2015-11-30,80
2015-12-01,57
2015-12-02,57
2015-12-03,46
2015-12-04,54
2015-12-05,44
2015-12-06,51
2015-12-07,59
2015-12-08,58
2015-12-09,47
2015-12-10,50
2015-12-11,68
2015-12-12,28
2015-12-13,47
2015-12-14,51
2015-12-15,58
2015-12-16,58
2015-12-17,38
2015-12-18,69
2015-12-19,53
2015-12-20,48
2015-12-21,60
2015-12-22,59
2015-12-23,54
2015-12-24,47
2015-12-25,35
2015-12-26,34
2015-12-27,55
2015-12-28,42
2015-12-29,65
2015-12-30,65
2015-12-31,61
2016-01-01,56
2016-01-02,30
2016-01-03,46
2016-01-04,31
2016-01-05,37
2016-01-06,54
2016-01-07,67
2016-01-08,79
2016-01-09,48
2016-01-10,62
2016-01-11,41
2016-01-12,61
2016-01-13,75
2016-01-14,46
2016-01-15,64
2016-01-16,44
2016-01-17,44
2016-01-18,41
2016-01-19,55
2016-01-20,72
2016-01-21,55
2016-01-22,54
2016-01-23,41
2016-01-24,45
2016-01-25,57
2016-01-26,68
2016-01-27,68
2016-01-28,98
2016-01-29,66
2016-01-30,35
2016-01-31,44
2016-02-01,52
2016-02-02,53
2016-02-03,54
2016-02-04,70
2016-02-05,45
2016-02-06,57
2016-02-07,49
2016-02-08,52
2016-02-09,59
2016-02-10,52
2016-02-11,59
2016-02-12,50
2016-02-13,44
2016-02-14,36
2016-02-15,34
2016-02-16,57
2016-02-17,64
2016-02-18,50
2016-02-19,60
2016-02-20,49
2016-02-21,38
2016-02-22,47
2016-02-23,63
2016-02-24,57
2016-02-25,57
2016-02-26,63
2016-02-27,28
2016-02-28,28
2016-02-29,60
2016-03-01,56
2016-03-02,47
2016-03-03,41
2016-03-04,46
2016-03-05,40
2016-03-06,44
2016-03-07,36
2016-03-08,47
2016-03-09,57
2016-03-10,43
2016-03-11,48
2016-03-12,41
2016-03-13,38
2016-03-14,32
2016-03-15,35
2016-03-16,41
2016-03-17,49
2016-03-18,62
2016-03-19,42
2016-03-20,26
2016-03-21,34
2016-03-22,34
2016-03-23,38
2016-03-24,51
2016-03-25,24
2016-03-26,45
2016-03-27,23
2016-03-28,44
2016-03-29,43
2016-03-30,61
2016-03-31,52
2016-04-01,50
2016-04-02,37
2016-04-03,30
2016-04-04,40
2016-04-05,40
2016-04-06,63
2016-04-07,61
2016-04-08,48
2016-04-09,39
2016-04-10,52
2016-04-11,44
2016-04-12,41
2016-04-13,46
2016-04-14,45
2016-04-15,55
2016-04-16,42
2016-04-17,31
2016-04-18,59
2016-04-19,46
2016-04-20,53
2016-04-21,56
2016-04-22,34
2016-04-23,42
2016-04-24,36
2016-04-25,38
2016-04-26,78
2016-04-27,69
2016-04-28,38
2016-04-29,47
2016-04-30,29
2016-05-01,33
2016-05-02,49
2016-05-03,35
2016-05-04,36
