date,EBAY stock
2018-02-13,62
2018-02-14,62
2018-02-15,89
2018-02-16,96
2018-02-17,57
2018-02-18,61
2018-02-19,42
2018-02-20,64
2018-02-21,76
2018-02-22,81
2018-02-23,89
2018-02-24,59
2018-02-25,39
2018-02-26,62
2018-02-27,52
2018-02-28,85
2018-03-01,71
2018-03-02,68
2018-03-03,48
2018-03-04,53
2018-03-05,53
2018-03-06,70
2018-03-07,78
2018-03-08,64
2018-03-09,94
2018-03-10,77
2018-03-11,54
2018-03-12,74
2018-03-13,74
2018-03-14,76
2018-03-15,53
2018-03-16,73
2018-03-17,48
2018-03-18,52
2018-03-19,43
2018-03-20,67
2018-03-21,63
2018-03-22,59
2018-03-23,70
2018-03-24,51
2018-03-25,46
2018-03-26,55
2018-03-27,100
2018-03-28,87
2018-03-29,70
2018-03-30,54
2018-03-31,30
2018-04-01,35
2018-04-02,62
2018-04-03,71
2018-04-04,77
2018-04-05,67
2018-04-06,79
2018-04-07,62
2018-04-08,42
2018-04-09,63
