date,EBAY stock
2011-01-01,39
2011-01-02,30
2011-01-03,31
2011-01-04,50
2011-01-05,61
2011-01-06,83
2011-01-07,60
2011-01-08,49
2011-01-09,44
2011-01-10,58
2011-01-11,54
2011-01-12,51
2011-01-13,68
2011-01-14,37
2011-01-15,40
2011-01-16,55
2011-01-17,22
2011-01-18,54
2011-01-19,41
2011-01-20,51
2011-01-21,56
2011-01-22,51
2011-01-23,51
2011-01-24,44
2011-01-25,53
2011-01-26,51
2011-01-27,45
2011-01-28,33
2011-01-29,19
2011-01-30,41
2011-01-31,57
2011-02-01,51
2011-02-02,60
2011-02-03,35
2011-02-04,42
2011-02-05,49
2011-02-06,44
2011-02-07,64
2011-02-08,40
2011-02-09,49
2011-02-10,64
2011-02-11,50
2011-02-12,31
2011-02-13,42
2011-02-14,37
2011-02-15,54
2011-02-16,61
2011-02-17,56
2011-02-18,45
2011-02-19,50
2011-02-20,42
2011-02-21,43
2011-02-22,46
2011-02-23,53
2011-02-24,37
2011-02-25,36
2011-02-26,27
2011-02-27,44
2011-02-28,36
2011-03-01,57
2011-03-02,43
2011-03-03,15
2011-03-04,65
2011-03-05,47
2011-03-06,42
2011-03-07,28
2011-03-08,69
2011-03-09,52
2011-03-10,55
2011-03-11,34
2011-03-12,27
2011-03-13,31
2011-03-14,35
2011-03-15,37
2011-03-16,51
2011-03-17,37
2011-03-18,45
2011-03-19,26
2011-03-20,49
2011-03-21,27
2011-03-22,58
2011-03-23,43
2011-03-24,62
2011-03-25,36
2011-03-26,49
2011-03-27,38
2011-03-28,51
2011-03-29,51
2011-03-30,61
2011-03-31,34
2011-04-01,48
2011-04-02,32
2011-04-03,57
2011-04-04,33
2011-04-05,36
2011-04-06,75
2011-04-07,53
2011-04-08,56
2011-04-09,70
2011-04-10,50
2011-04-11,42
2011-04-12,61
2011-04-13,46
2011-04-14,41
2011-04-15,42
2011-04-16,44
2011-04-17,32
2011-04-18,43
2011-04-19,47
2011-04-20,35
2011-04-21,40
2011-04-22,41
2011-04-23,38
2011-04-24,38
2011-04-25,57
2011-04-26,45
2011-04-27,70
2011-04-28,37
2011-04-29,42
2011-04-30,20
2011-05-01,58
2011-05-02,21
2011-05-03,61
2011-05-04,49
2011-05-05,37
2011-05-06,62
2011-05-07,32
2011-05-08,55
2011-05-09,39
2011-05-10,73
2011-05-11,82
2011-05-12,45
2011-05-13,55
2011-05-14,23
2011-05-15,48
2011-05-16,44
2011-05-17,70
2011-05-18,36
2011-05-19,34
2011-05-20,32
2011-05-21,51
2011-05-22,30
2011-05-23,41
2011-05-24,39
2011-05-25,27
2011-05-26,27
2011-05-27,22
2011-05-28,35
2011-05-29,43
2011-05-30,48
2011-05-31,54
2011-06-01,42
2011-06-02,35
2011-06-03,45
2011-06-04,43
2011-06-05,50
2011-06-06,42
2011-06-07,39
2011-06-08,24
2011-06-09,39
2011-06-10,44
2011-06-11,47
2011-06-12,35
2011-06-13,34
2011-06-14,41
2011-06-15,36
2011-06-16,36
2011-06-17,39
2011-06-18,54
2011-06-19,82
2011-06-20,53
2011-06-21,42
2011-06-22,60
2011-06-23,41
2011-06-24,29
2011-06-25,35
2011-06-26,47
2011-06-27,45
2011-06-28,27
2011-06-29,57
2011-06-30,52
2011-07-01,39
2011-07-02,48
2011-07-03,66
2011-07-04,29
2011-07-05,49
2011-07-06,37
2011-07-07,43
2011-07-08,36
2011-07-09,52
2011-07-10,39
2011-07-11,43
2011-07-12,36
2011-07-13,37
2011-07-14,44
2011-07-15,36
2011-07-16,39
2011-07-17,36
2011-07-18,51
2011-07-19,48
2011-07-20,34
2011-07-21,55
2011-07-22,52
2011-07-23,42
2011-07-24,54
2011-07-25,51
2011-07-26,48
2011-07-27,100
2011-07-28,52
2011-07-29,61
2011-07-30,51
2011-07-31,59
2011-08-01,55
2011-08-02,40
2011-08-03,43
2011-08-04,40
2011-08-05,80
2011-08-06,30
2011-08-07,37
2011-08-08,67
2011-08-09,64
2011-08-10,60
2011-08-11,66
2011-08-12,35
2011-08-13,39
2011-08-14,42
2011-08-15,50
2011-08-16,42
2011-08-17,64
2011-08-18,50
2011-08-19,65
2011-08-20,68
2011-08-21,48
2011-08-22,73
2011-08-23,63
2011-08-24,35
2011-08-25,58
2011-08-26,24
2011-08-27,37
2011-08-28,54
2011-08-29,41
2011-08-30,38
2011-08-31,50
2011-09-01,38
2011-09-02,45
2011-09-03,36
2011-09-04,17
2011-09-05,32
2011-09-06,25
2011-09-07,51
2011-09-08,48
2011-09-09,38
2011-09-10,49
2011-09-11,65
2011-09-12,8
2011-09-13,50
2011-09-14,25
2011-09-15,47
2011-09-16,44
2011-09-17,31
2011-09-18,57
