date,EBAY stock
2017-05-29,22
2017-05-30,22
2017-05-31,23
2017-06-01,25
2017-06-02,20
2017-06-03,11
2017-06-04,18
2017-06-05,26
2017-06-06,24
2017-06-07,20
2017-06-08,21
2017-06-09,23
2017-06-10,15
2017-06-11,11
2017-06-12,28
2017-06-13,19
2017-06-14,19
2017-06-15,19
2017-06-16,26
2017-06-17,17
2017-06-18,15
2017-06-19,25
2017-06-20,20
2017-06-21,23
2017-06-22,20
2017-06-23,24
2017-06-24,10
2017-06-25,11
2017-06-26,20
2017-06-27,22
2017-06-28,21
2017-06-29,25
2017-06-30,22
2017-07-01,13
2017-07-02,12
2017-07-03,26
2017-07-04,21
2017-07-05,20
2017-07-06,22
2017-07-07,22
2017-07-08,12
2017-07-09,19
2017-07-10,19
2017-07-11,19
2017-07-12,20
2017-07-13,27
2017-07-14,25
2017-07-15,15
2017-07-16,14
2017-07-17,25
2017-07-18,28
2017-07-19,24
2017-07-20,52
2017-07-21,47
2017-07-22,20
2017-07-23,17
2017-07-24,26
2017-07-25,32
2017-07-26,30
2017-07-27,33
2017-07-28,25
2017-07-29,18
2017-07-30,16
2017-07-31,21
2017-08-01,19
2017-08-02,33
2017-08-03,26
2017-08-04,20
2017-08-05,11
2017-08-06,15
2017-08-07,26
2017-08-08,19
2017-08-09,18
2017-08-10,26
2017-08-11,30
2017-08-12,15
2017-08-13,15
2017-08-14,20
2017-08-15,22
2017-08-16,20
2017-08-17,20
2017-08-18,24
2017-08-19,14
2017-08-20,18
2017-08-21,23
2017-08-22,28
2017-08-23,21
2017-08-24,19
2017-08-25,24
2017-08-26,16
2017-08-27,9
2017-08-28,19
2017-08-29,18
2017-08-30,19
2017-08-31,19
2017-09-01,19
2017-09-02,15
2017-09-03,13
2017-09-04,14
2017-09-05,19
2017-09-06,19
2017-09-07,29
2017-09-08,28
2017-09-09,11
2017-09-10,13
2017-09-11,23
2017-09-12,24
2017-09-13,28
2017-09-14,25
2017-09-15,17
2017-09-16,17
2017-09-17,14
2017-09-18,26
2017-09-19,22
2017-09-20,21
2017-09-21,27
2017-09-22,25
2017-09-23,17
2017-09-24,13
2017-09-25,19
2017-09-26,22
2017-09-27,19
2017-09-28,23
2017-09-29,21
2017-09-30,21
2017-10-01,22
2017-10-02,20
2017-10-03,30
2017-10-04,31
2017-10-05,37
2017-10-06,35
2017-10-07,19
2017-10-08,20
2017-10-09,27
2017-10-10,28
2017-10-11,23
2017-10-12,28
2017-10-13,22
2017-10-14,18
2017-10-15,11
2017-10-16,28
2017-10-17,25
2017-10-18,38
2017-10-19,51
2017-10-20,24
2017-10-21,21
2017-10-22,16
2017-10-23,26
2017-10-24,25
2017-10-25,26
2017-10-26,26
2017-10-27,30
2017-10-28,20
2017-10-29,21
2017-10-30,24
2017-10-31,28
2017-11-01,18
2017-11-02,28
2017-11-03,25
2017-11-04,19
2017-11-05,18
2017-11-06,27
2017-11-07,26
2017-11-08,29
2017-11-09,37
2017-11-10,25
2017-11-11,23
2017-11-12,18
2017-11-13,26
2017-11-14,28
2017-11-15,22
2017-11-16,28
2017-11-17,24
2017-11-18,17
2017-11-19,19
2017-11-20,30
2017-11-21,25
2017-11-22,24
2017-11-23,16
2017-11-24,21
2017-11-25,17
2017-11-26,19
2017-11-27,28
2017-11-28,32
2017-11-29,38
2017-11-30,34
2017-12-01,36
2017-12-02,23
2017-12-03,20
2017-12-04,37
2017-12-05,28
2017-12-06,33
2017-12-07,35
2017-12-08,30
2017-12-09,19
2017-12-10,20
2017-12-11,28
2017-12-12,31
2017-12-13,27
2017-12-14,28
2017-12-15,25
2017-12-16,25
2017-12-17,20
2017-12-18,26
2017-12-19,23
2017-12-20,25
2017-12-21,30
2017-12-22,19
2017-12-23,14
2017-12-24,17
2017-12-25,15
2017-12-26,24
2017-12-27,23
2017-12-28,22
2017-12-29,22
2017-12-30,17
2017-12-31,17
2018-01-01,15
2018-01-02,24
2018-01-03,25
2018-01-04,22
2018-01-05,23
2018-01-06,20
2018-01-07,18
2018-01-08,22
2018-01-09,29
2018-01-10,25
2018-01-11,33
2018-01-12,27
2018-01-13,24
2018-01-14,25
2018-01-15,23
2018-01-16,25
2018-01-17,24
2018-01-18,31
2018-01-19,22
2018-01-20,20
2018-01-21,18
2018-01-22,25
2018-01-23,20
2018-01-24,33
2018-01-25,30
2018-01-26,23
2018-01-27,25
2018-01-28,18
2018-01-29,29
2018-01-30,26
2018-01-31,46
2018-02-01,100
2018-02-02,59
2018-02-03,30
2018-02-04,20
2018-02-05,42
2018-02-06,47
2018-02-07,37
2018-02-08,35
2018-02-09,34
2018-02-10,23
2018-02-11,17
2018-02-12,29
2018-02-13,31
