date,EBAY stock
2014-03-16,42
2014-03-17,31
2014-03-18,47
2014-03-19,40
2014-03-20,33
2014-03-21,44
2014-03-22,23
2014-03-23,22
2014-03-24,36
2014-03-25,44
2014-03-26,37
2014-03-27,34
2014-03-28,43
2014-03-29,32
2014-03-30,22
2014-03-31,26
2014-04-01,44
2014-04-02,40
2014-04-03,46
2014-04-04,40
2014-04-05,29
2014-04-06,25
2014-04-07,28
2014-04-08,38
2014-04-09,38
2014-04-10,42
2014-04-11,33
2014-04-12,29
2014-04-13,45
2014-04-14,39
2014-04-15,35
2014-04-16,37
2014-04-17,50
2014-04-18,22
2014-04-19,27
2014-04-20,32
2014-04-21,24
2014-04-22,36
2014-04-23,40
2014-04-24,36
2014-04-25,29
2014-04-26,26
2014-04-27,47
2014-04-28,32
2014-04-29,48
2014-04-30,48
2014-05-01,48
2014-05-02,59
2014-05-03,30
2014-05-04,26
2014-05-05,48
2014-05-06,45
2014-05-07,31
2014-05-08,29
2014-05-09,40
2014-05-10,27
2014-05-11,27
2014-05-12,37
2014-05-13,37
2014-05-14,49
2014-05-15,37
2014-05-16,32
2014-05-17,20
2014-05-18,30
2014-05-19,35
2014-05-20,37
2014-05-21,62
2014-05-22,58
2014-05-23,46
2014-05-24,36
2014-05-25,33
2014-05-26,26
2014-05-27,37
2014-05-28,50
2014-05-29,38
2014-05-30,26
2014-05-31,27
2014-06-01,30
2014-06-02,31
2014-06-03,35
2014-06-04,39
2014-06-05,42
2014-06-06,36
2014-06-07,40
2014-06-08,28
2014-06-09,50
2014-06-10,46
2014-06-11,38
2014-06-12,30
2014-06-13,31
2014-06-14,26
2014-06-15,29
2014-06-16,36
2014-06-17,28
2014-06-18,26
2014-06-19,38
2014-06-20,38
2014-06-21,18
2014-06-22,35
2014-06-23,46
2014-06-24,37
2014-06-25,40
2014-06-26,24
2014-06-27,47
2014-06-28,34
2014-06-29,29
2014-06-30,24
2014-07-01,38
2014-07-02,28
2014-07-03,29
2014-07-04,18
2014-07-05,12
2014-07-06,28
2014-07-07,41
2014-07-08,28
2014-07-09,38
2014-07-10,31
2014-07-11,44
2014-07-12,21
2014-07-13,35
2014-07-14,41
2014-07-15,32
2014-07-16,59
2014-07-17,50
2014-07-18,41
2014-07-19,31
2014-07-20,21
2014-07-21,44
2014-07-22,36
2014-07-23,40
2014-07-24,43
2014-07-25,33
2014-07-26,37
2014-07-27,25
2014-07-28,37
2014-07-29,30
2014-07-30,24
2014-07-31,30
2014-08-01,47
2014-08-02,13
2014-08-03,35
2014-08-04,39
2014-08-05,29
2014-08-06,26
2014-08-07,41
2014-08-08,29
2014-08-09,25
2014-08-10,37
2014-08-11,26
2014-08-12,44
2014-08-13,36
2014-08-14,40
2014-08-15,35
2014-08-16,29
2014-08-17,32
2014-08-18,28
2014-08-19,32
2014-08-20,48
2014-08-21,62
2014-08-22,60
2014-08-23,25
2014-08-24,44
2014-08-25,37
2014-08-26,43
2014-08-27,31
2014-08-28,34
2014-08-29,43
2014-08-30,33
2014-08-31,28
2014-09-01,33
2014-09-02,23
2014-09-03,50
2014-09-04,27
2014-09-05,29
2014-09-06,28
2014-09-07,40
2014-09-08,45
2014-09-09,44
2014-09-10,47
2014-09-11,44
2014-09-12,49
2014-09-13,30
2014-09-14,54
2014-09-15,55
2014-09-16,42
2014-09-17,40
2014-09-18,36
2014-09-19,45
2014-09-20,29
2014-09-21,49
2014-09-22,54
2014-09-23,37
2014-09-24,49
2014-09-25,42
2014-09-26,38
2014-09-27,41
2014-09-28,24
2014-09-29,49
2014-09-30,100
2014-10-01,65
2014-10-02,44
2014-10-03,37
2014-10-04,42
2014-10-05,33
2014-10-06,41
2014-10-07,49
2014-10-08,39
2014-10-09,45
2014-10-10,50
2014-10-11,31
2014-10-12,39
2014-10-13,41
2014-10-14,49
2014-10-15,59
2014-10-16,40
2014-10-17,55
2014-10-18,28
2014-10-19,27
2014-10-20,52
2014-10-21,38
2014-10-22,44
2014-10-23,47
2014-10-24,47
2014-10-25,35
2014-10-26,14
2014-10-27,32
2014-10-28,48
2014-10-29,40
2014-10-30,39
2014-10-31,34
2014-11-01,25
2014-11-02,40
2014-11-03,36
2014-11-04,48
2014-11-05,42
2014-11-06,36
2014-11-07,40
2014-11-08,37
2014-11-09,30
2014-11-10,54
2014-11-11,54
2014-11-12,39
2014-11-13,48
2014-11-14,26
2014-11-15,37
2014-11-16,38
2014-11-17,36
2014-11-18,31
2014-11-19,31
2014-11-20,32
2014-11-21,50
2014-11-22,39
2014-11-23,27
2014-11-24,32
2014-11-25,37
2014-11-26,33
2014-11-27,43
2014-11-28,15
2014-11-29,27
2014-11-30,40
2014-12-01,32
