date,EBAY stock
2012-10-12,47
2012-10-13,43
2012-10-14,45
2012-10-15,54
2012-10-16,49
2012-10-17,72
2012-10-18,83
2012-10-19,69
2012-10-20,58
2012-10-21,44
2012-10-22,61
2012-10-23,52
2012-10-24,74
2012-10-25,70
2012-10-26,50
2012-10-27,47
2012-10-28,49
2012-10-29,49
2012-10-30,64
2012-10-31,51
2012-11-01,57
2012-11-02,59
2012-11-03,57
2012-11-04,48
2012-11-05,55
2012-11-06,54
2012-11-07,70
2012-11-08,74
2012-11-09,62
2012-11-10,52
2012-11-11,50
2012-11-12,53
2012-11-13,77
2012-11-14,56
2012-11-15,60
2012-11-16,74
2012-11-17,74
2012-11-18,52
2012-11-19,65
2012-11-20,51
2012-11-21,70
2012-11-22,60
2012-11-23,44
2012-11-24,46
2012-11-25,57
2012-11-26,65
2012-11-27,78
2012-11-28,63
2012-11-29,47
2012-11-30,73
2012-12-01,54
2012-12-02,57
2012-12-03,60
2012-12-04,70
2012-12-05,61
2012-12-06,70
2012-12-07,73
2012-12-08,67
2012-12-09,54
2012-12-10,60
2012-12-11,68
2012-12-12,50
2012-12-13,54
2012-12-14,68
2012-12-15,55
2012-12-16,53
2012-12-17,66
2012-12-18,80
2012-12-19,68
2012-12-20,66
2012-12-21,55
2012-12-22,45
2012-12-23,52
2012-12-24,57
2012-12-25,56
2012-12-26,68
2012-12-27,74
2012-12-28,39
2012-12-29,47
2012-12-30,73
2012-12-31,57
2013-01-01,42
2013-01-02,58
2013-01-03,71
2013-01-04,77
2013-01-05,53
2013-01-06,58
2013-01-07,58
2013-01-08,66
2013-01-09,61
2013-01-10,54
2013-01-11,54
2013-01-12,70
2013-01-13,80
2013-01-14,49
2013-01-15,73
2013-01-16,98
2013-01-17,95
2013-01-18,86
2013-01-19,61
2013-01-20,54
2013-01-21,63
2013-01-22,50
2013-01-23,57
2013-01-24,85
2013-01-25,80
2013-01-26,69
2013-01-27,62
2013-01-28,59
2013-01-29,83
2013-01-30,68
2013-01-31,55
2013-02-01,71
2013-02-02,60
2013-02-03,52
2013-02-04,63
2013-02-05,60
2013-02-06,74
2013-02-07,64
2013-02-08,74
2013-02-09,59
2013-02-10,42
2013-02-11,80
2013-02-12,74
2013-02-13,68
2013-02-14,59
2013-02-15,46
2013-02-16,52
2013-02-17,42
2013-02-18,69
2013-02-19,83
2013-02-20,75
2013-02-21,60
2013-02-22,54
2013-02-23,48
2013-02-24,40
2013-02-25,72
2013-02-26,50
2013-02-27,66
2013-02-28,50
2013-03-01,60
2013-03-02,42
2013-03-03,60
2013-03-04,73
2013-03-05,72
2013-03-06,75
2013-03-07,56
2013-03-08,80
2013-03-09,50
2013-03-10,37
2013-03-11,70
2013-03-12,61
2013-03-13,86
2013-03-14,72
2013-03-15,66
2013-03-16,67
2013-03-17,41
2013-03-18,70
2013-03-19,65
2013-03-20,60
2013-03-21,56
2013-03-22,64
2013-03-23,69
2013-03-24,68
2013-03-25,70
2013-03-26,52
2013-03-27,63
2013-03-28,69
2013-03-29,80
2013-03-30,57
2013-03-31,45
2013-04-01,82
2013-04-02,65
2013-04-03,63
2013-04-04,50
2013-04-05,50
2013-04-06,51
2013-04-07,56
2013-04-08,65
2013-04-09,65
2013-04-10,69
2013-04-11,61
2013-04-12,57
2013-04-13,52
2013-04-14,49
2013-04-15,55
2013-04-16,70
2013-04-17,100
2013-04-18,86
2013-04-19,58
2013-04-20,45
2013-04-21,45
2013-04-22,73
2013-04-23,81
2013-04-24,73
2013-04-25,50
2013-04-26,64
2013-04-27,44
2013-04-28,49
2013-04-29,72
2013-04-30,72
2013-05-01,72
2013-05-02,71
2013-05-03,69
2013-05-04,57
2013-05-05,52
2013-05-06,56
2013-05-07,59
2013-05-08,59
2013-05-09,70
2013-05-10,73
2013-05-11,52
2013-05-12,53
2013-05-13,47
2013-05-14,76
2013-05-15,68
2013-05-16,47
2013-05-17,69
2013-05-18,49
2013-05-19,48
2013-05-20,65
2013-05-21,60
2013-05-22,50
2013-05-23,60
2013-05-24,52
2013-05-25,54
2013-05-26,24
2013-05-27,38
2013-05-28,71
2013-05-29,56
2013-05-30,78
2013-05-31,60
2013-06-01,33
2013-06-02,41
2013-06-03,67
2013-06-04,52
2013-06-05,58
2013-06-06,40
2013-06-07,59
2013-06-08,45
2013-06-09,34
2013-06-10,51
2013-06-11,53
2013-06-12,63
2013-06-13,52
2013-06-14,61
2013-06-15,39
2013-06-16,40
2013-06-17,69
2013-06-18,66
2013-06-19,51
2013-06-20,59
2013-06-21,50
2013-06-22,49
2013-06-23,42
2013-06-24,47
2013-06-25,56
2013-06-26,65
2013-06-27,66
2013-06-28,52
2013-06-29,29
