date,EBAY stock
2017-10-06,34
2017-10-07,19
2017-10-08,24
2017-10-09,23
2017-10-10,22
2017-10-11,29
2017-10-12,23
2017-10-13,23
2017-10-14,17
2017-10-15,9
2017-10-16,23
2017-10-17,28
2017-10-18,36
2017-10-19,54
2017-10-20,22
2017-10-21,19
2017-10-22,16
2017-10-23,26
2017-10-24,20
2017-10-25,24
2017-10-26,26
2017-10-27,26
2017-10-28,16
2017-10-29,22
2017-10-30,25
2017-10-31,24
2017-11-01,25
2017-11-02,27
2017-11-03,30
2017-11-04,20
2017-11-05,16
2017-11-06,25
2017-11-07,26
2017-11-08,26
2017-11-09,34
2017-11-10,23
2017-11-11,18
2017-11-12,18
2017-11-13,28
2017-11-14,27
2017-11-15,21
2017-11-16,25
2017-11-17,25
2017-11-18,18
2017-11-19,23
2017-11-20,25
2017-11-21,22
2017-11-22,22
2017-11-23,22
2017-11-24,22
2017-11-25,16
2017-11-26,16
2017-11-27,29
2017-11-28,35
2017-11-29,31
2017-11-30,30
2017-12-01,33
2017-12-02,20
2017-12-03,22
2017-12-04,32
2017-12-05,29
2017-12-06,36
2017-12-07,30
2017-12-08,31
2017-12-09,20
2017-12-10,22
2017-12-11,28
2017-12-12,31
2017-12-13,34
2017-12-14,27
2017-12-15,27
2017-12-16,21
2017-12-17,14
2017-12-18,25
2017-12-19,26
2017-12-20,22
2017-12-21,24
2017-12-22,19
2017-12-23,17
2017-12-24,13
2017-12-25,12
2017-12-26,24
2017-12-27,23
2017-12-28,27
2017-12-29,20
2017-12-30,17
2017-12-31,16
2018-01-01,16
2018-01-02,25
2018-01-03,26
2018-01-04,23
2018-01-05,25
2018-01-06,21
2018-01-07,17
2018-01-08,25
2018-01-09,27
2018-01-10,31
2018-01-11,33
2018-01-12,31
2018-01-13,19
2018-01-14,19
2018-01-15,20
2018-01-16,23
2018-01-17,24
2018-01-18,32
2018-01-19,22
2018-01-20,20
2018-01-21,18
2018-01-22,25
2018-01-23,22
2018-01-24,32
2018-01-25,30
2018-01-26,24
2018-01-27,21
2018-01-28,19
2018-01-29,21
2018-01-30,28
2018-01-31,43
2018-02-01,100
2018-02-02,60
2018-02-03,26
2018-02-04,23
2018-02-05,46
2018-02-06,51
2018-02-07,32
2018-02-08,34
2018-02-09,39
2018-02-10,19
2018-02-11,18
2018-02-12,31
2018-02-13,29
2018-02-14,20
2018-02-15,28
2018-02-16,24
2018-02-17,18
2018-02-18,20
2018-02-19,17
2018-02-20,30
2018-02-21,31
2018-02-22,28
2018-02-23,30
2018-02-24,18
2018-02-25,18
2018-02-26,25
2018-02-27,27
2018-02-28,28
2018-03-01,28
2018-03-02,27
2018-03-03,23
2018-03-04,16
2018-03-05,21
2018-03-06,28
2018-03-07,24
2018-03-08,29
2018-03-09,28
2018-03-10,24
2018-03-11,21
2018-03-12,28
2018-03-13,28
2018-03-14,24
2018-03-15,23
2018-03-16,27
2018-03-17,16
2018-03-18,18
2018-03-19,20
2018-03-20,32
2018-03-21,27
2018-03-22,22
2018-03-23,27
2018-03-24,21
2018-03-25,18
2018-03-26,23
2018-03-27,32
2018-03-28,26
2018-03-29,26
2018-03-30,23
2018-03-31,17
2018-04-01,16
2018-04-02,28
2018-04-03,23
2018-04-04,22
2018-04-05,25
2018-04-06,21
2018-04-07,19
2018-04-08,17
2018-04-09,25
