date,EBAY stock
2012-01-26,69
2012-01-27,29
2012-01-28,68
2012-01-29,43
2012-01-30,52
2012-01-31,50
2012-02-01,72
2012-02-02,56
2012-02-03,63
2012-02-04,53
2012-02-05,59
2012-02-06,58
2012-02-07,44
2012-02-08,55
2012-02-09,42
2012-02-10,46
2012-02-11,37
2012-02-12,35
2012-02-13,46
2012-02-14,64
2012-02-15,47
2012-02-16,65
2012-02-17,53
2012-02-18,37
2012-02-19,50
2012-02-20,71
2012-02-21,51
2012-02-22,55
2012-02-23,56
2012-02-24,63
2012-02-25,43
2012-02-26,19
2012-02-27,38
2012-02-28,70
2012-02-29,60
2012-03-01,55
2012-03-02,76
2012-03-03,63
2012-03-04,51
2012-03-05,48
2012-03-06,54
2012-03-07,58
2012-03-08,62
2012-03-09,75
2012-03-10,43
2012-03-11,75
2012-03-12,60
2012-03-13,47
2012-03-14,69
2012-03-15,52
2012-03-16,70
2012-03-17,44
2012-03-18,36
2012-03-19,52
2012-03-20,41
2012-03-21,66
2012-03-22,59
2012-03-23,44
2012-03-24,37
2012-03-25,30
2012-03-26,25
2012-03-27,41
2012-03-28,39
2012-03-29,36
2012-03-30,50
2012-03-31,40
2012-04-01,27
2012-04-02,39
2012-04-03,47
2012-04-04,54
2012-04-05,62
2012-04-06,58
2012-04-07,21
2012-04-08,43
2012-04-09,43
2012-04-10,66
2012-04-11,52
2012-04-12,63
2012-04-13,44
2012-04-14,36
2012-04-15,49
2012-04-16,65
2012-04-17,30
2012-04-18,76
2012-04-19,71
2012-04-20,51
2012-04-21,39
2012-04-22,39
2012-04-23,59
2012-04-24,51
2012-04-25,46
2012-04-26,33
2012-04-27,71
2012-04-28,50
2012-04-29,81
2012-04-30,51
2012-05-01,78
2012-05-02,68
2012-05-03,44
2012-05-04,52
2012-05-05,29
2012-05-06,49
2012-05-07,75
2012-05-08,54
2012-05-09,57
2012-05-10,47
2012-05-11,49
2012-05-12,68
2012-05-13,27
2012-05-14,35
2012-05-15,24
2012-05-16,60
2012-05-17,68
2012-05-18,84
2012-05-19,55
2012-05-20,40
2012-05-21,40
2012-05-22,57
2012-05-23,68
2012-05-24,49
2012-05-25,52
2012-05-26,38
2012-05-27,45
2012-05-28,43
2012-05-29,50
2012-05-30,67
2012-05-31,76
2012-06-01,100
2012-06-02,44
2012-06-03,26
2012-06-04,40
2012-06-05,40
2012-06-06,56
2012-06-07,58
2012-06-08,28
2012-06-09,50
2012-06-10,39
2012-06-11,50
2012-06-12,55
2012-06-13,38
2012-06-14,35
2012-06-15,40
2012-06-16,27
2012-06-17,68
2012-06-18,69
2012-06-19,64
2012-06-20,41
2012-06-21,59
2012-06-22,34
2012-06-23,41
2012-06-24,40
2012-06-25,61
2012-06-26,61
2012-06-27,49
2012-06-28,36
2012-06-29,55
2012-06-30,31
2012-07-01,41
2012-07-02,33
2012-07-03,52
2012-07-04,45
2012-07-05,34
2012-07-06,49
2012-07-07,45
2012-07-08,40
2012-07-09,56
2012-07-10,62
2012-07-11,47
2012-07-12,52
2012-07-13,57
2012-07-14,55
2012-07-15,47
2012-07-16,60
2012-07-17,84
2012-07-18,52
2012-07-19,90
2012-07-20,67
2012-07-21,52
2012-07-22,41
2012-07-23,52
2012-07-24,71
2012-07-25,64
2012-07-26,42
2012-07-27,35
2012-07-28,61
2012-07-29,47
2012-07-30,44
2012-07-31,57
2012-08-01,61
2012-08-02,56
2012-08-03,41
2012-08-04,48
2012-08-05,30
2012-08-06,69
2012-08-07,52
2012-08-08,55
2012-08-09,47
2012-08-10,67
2012-08-11,61
2012-08-12,55
2012-08-13,57
2012-08-14,44
2012-08-15,80
2012-08-16,67
2012-08-17,53
2012-08-18,69
2012-08-19,49
2012-08-20,50
2012-08-21,60
2012-08-22,71
2012-08-23,42
2012-08-24,60
2012-08-25,70
2012-08-26,58
2012-08-27,43
2012-08-28,55
2012-08-29,48
2012-08-30,41
2012-08-31,53
2012-09-01,59
2012-09-02,23
2012-09-03,50
2012-09-04,44
2012-09-05,48
2012-09-06,59
2012-09-07,39
2012-09-08,36
2012-09-09,64
2012-09-10,57
2012-09-11,50
2012-09-12,39
2012-09-13,70
2012-09-14,63
2012-09-15,48
2012-09-16,48
2012-09-17,55
2012-09-18,59
2012-09-19,47
2012-09-20,58
2012-09-21,76
2012-09-22,60
2012-09-23,65
2012-09-24,28
2012-09-25,48
2012-09-26,41
2012-09-27,50
2012-09-28,63
2012-09-29,41
2012-09-30,68
2012-10-01,70
2012-10-02,44
2012-10-03,50
2012-10-04,67
2012-10-05,66
2012-10-06,43
2012-10-07,42
2012-10-08,42
2012-10-09,70
2012-10-10,75
2012-10-11,48
2012-10-12,29
