date,EBAY stock
2014-12-01,27
2014-12-02,20
2014-12-03,31
2014-12-04,40
2014-12-05,42
2014-12-06,31
2014-12-07,29
2014-12-08,25
2014-12-09,25
2014-12-10,42
2014-12-11,41
2014-12-12,29
2014-12-13,42
2014-12-14,27
2014-12-15,40
2014-12-16,39
2014-12-17,31
2014-12-18,28
2014-12-19,29
2014-12-20,29
2014-12-21,22
2014-12-22,34
2014-12-23,29
2014-12-24,33
2014-12-25,24
2014-12-26,18
2014-12-27,20
2014-12-28,21
2014-12-29,25
2014-12-30,26
2014-12-31,29
2015-01-01,26
2015-01-02,23
2015-01-03,18
2015-01-04,16
2015-01-05,29
2015-01-06,27
2015-01-07,38
2015-01-08,32
2015-01-09,34
2015-01-10,28
2015-01-11,30
2015-01-12,23
2015-01-13,30
2015-01-14,26
2015-01-15,31
2015-01-16,38
2015-01-17,24
2015-01-18,22
2015-01-19,17
2015-01-20,32
2015-01-21,42
2015-01-22,55
2015-01-23,45
2015-01-24,35
2015-01-25,20
2015-01-26,31
2015-01-27,28
2015-01-28,31
2015-01-29,26
2015-01-30,39
2015-01-31,33
2015-02-01,21
2015-02-02,30
2015-02-03,25
2015-02-04,27
2015-02-05,34
2015-02-06,27
2015-02-07,21
2015-02-08,26
2015-02-09,21
2015-02-10,28
2015-02-11,22
2015-02-12,25
2015-02-13,28
2015-02-14,29
2015-02-15,25
2015-02-16,30
2015-02-17,29
2015-02-18,25
2015-02-19,30
2015-02-20,36
2015-02-21,28
2015-02-22,21
2015-02-23,28
2015-02-24,35
2015-02-25,25
2015-02-26,23
2015-02-27,31
2015-02-28,29
2015-03-01,27
2015-03-02,29
2015-03-03,19
2015-03-04,34
2015-03-05,24
2015-03-06,50
2015-03-07,33
2015-03-08,24
2015-03-09,28
2015-03-10,30
2015-03-11,27
2015-03-12,25
2015-03-13,31
2015-03-14,27
2015-03-15,22
2015-03-16,33
2015-03-17,32
2015-03-18,28
2015-03-19,29
2015-03-20,30
2015-03-21,25
2015-03-22,26
2015-03-23,19
2015-03-24,26
2015-03-25,27
2015-03-26,30
2015-03-27,27
2015-03-28,14
2015-03-29,27
2015-03-30,37
2015-03-31,30
2015-04-01,24
2015-04-02,24
2015-04-03,27
2015-04-04,24
2015-04-05,22
2015-04-06,22
2015-04-07,35
2015-04-08,22
2015-04-09,30
2015-04-10,28
2015-04-11,25
2015-04-12,23
2015-04-13,29
2015-04-14,19
2015-04-15,30
2015-04-16,35
2015-04-17,26
2015-04-18,20
2015-04-19,38
2015-04-20,35
2015-04-21,27
2015-04-22,38
2015-04-23,36
2015-04-24,33
2015-04-25,22
2015-04-26,25
2015-04-27,20
2015-04-28,33
2015-04-29,29
2015-04-30,33
2015-05-01,23
2015-05-02,17
2015-05-03,18
2015-05-04,31
2015-05-05,37
2015-05-06,21
2015-05-07,27
2015-05-08,30
2015-05-09,13
2015-05-10,18
2015-05-11,29
2015-05-12,24
2015-05-13,34
2015-05-14,25
2015-05-15,24
2015-05-16,24
2015-05-17,26
2015-05-18,32
2015-05-19,31
2015-05-20,30
2015-05-21,26
2015-05-22,33
2015-05-23,17
2015-05-24,20
2015-05-25,14
2015-05-26,26
2015-05-27,28
2015-05-28,30
2015-05-29,30
2015-05-30,19
2015-05-31,14
2015-06-01,28
2015-06-02,40
2015-06-03,28
2015-06-04,26
2015-06-05,25
2015-06-06,22
2015-06-07,23
2015-06-08,33
2015-06-09,30
2015-06-10,31
2015-06-11,26
2015-06-12,27
2015-06-13,16
2015-06-14,23
2015-06-15,27
2015-06-16,26
2015-06-17,20
2015-06-18,27
2015-06-19,30
2015-06-20,21
2015-06-21,26
2015-06-22,24
2015-06-23,24
2015-06-24,20
2015-06-25,27
2015-06-26,18
2015-06-27,21
2015-06-28,19
2015-06-29,32
2015-06-30,33
2015-07-01,32
2015-07-02,30
2015-07-03,21
2015-07-04,14
2015-07-05,26
2015-07-06,35
2015-07-07,37
2015-07-08,31
2015-07-09,31
2015-07-10,26
2015-07-11,27
2015-07-12,28
2015-07-13,41
2015-07-14,34
2015-07-15,33
2015-07-16,65
2015-07-17,60
2015-07-18,25
2015-07-19,32
2015-07-20,100
2015-07-21,71
2015-07-22,45
2015-07-23,35
2015-07-24,39
2015-07-25,25
2015-07-26,18
2015-07-27,36
2015-07-28,32
2015-07-29,24
2015-07-30,38
2015-07-31,30
2015-08-01,23
2015-08-02,24
2015-08-03,32
2015-08-04,40
2015-08-05,33
2015-08-06,28
2015-08-07,26
2015-08-08,17
2015-08-09,22
2015-08-10,26
2015-08-11,31
2015-08-12,25
2015-08-13,33
2015-08-14,27
2015-08-15,18
2015-08-16,29
2015-08-17,35
2015-08-18,24
