date,EBAY stock
2011-09-18,65
2011-09-19,72
2011-09-20,53
2011-09-21,76
2011-09-22,62
2011-09-23,50
2011-09-24,45
2011-09-25,13
2011-09-26,53
2011-09-27,75
2011-09-28,50
2011-09-29,62
2011-09-30,38
2011-10-01,59
2011-10-02,36
2011-10-03,65
2011-10-04,60
2011-10-05,85
2011-10-06,83
2011-10-07,56
2011-10-08,88
2011-10-09,39
2011-10-10,92
2011-10-11,53
2011-10-12,48
2011-10-13,79
2011-10-14,56
2011-10-15,26
2011-10-16,85
2011-10-17,70
2011-10-18,45
2011-10-19,87
2011-10-20,80
2011-10-21,52
2011-10-22,48
2011-10-23,59
2011-10-24,55
2011-10-25,38
2011-10-26,39
2011-10-27,99
2011-10-28,75
2011-10-29,93
2011-10-30,59
2011-10-31,50
2011-11-01,54
2011-11-02,64
2011-11-03,46
2011-11-04,44
2011-11-05,64
2011-11-06,75
2011-11-07,52
2011-11-08,76
2011-11-09,66
2011-11-10,60
2011-11-11,63
2011-11-12,30
2011-11-13,70
2011-11-14,41
2011-11-15,61
2011-11-16,62
2011-11-17,48
2011-11-18,77
2011-11-19,51
2011-11-20,70
2011-11-21,55
2011-11-22,68
2011-11-23,66
2011-11-24,56
2011-11-25,68
2011-11-26,51
2011-11-27,62
2011-11-28,67
2011-11-29,50
2011-11-30,71
2011-12-01,55
2011-12-02,62
2011-12-03,42
2011-12-04,49
2011-12-05,67
2011-12-06,98
2011-12-07,44
2011-12-08,73
2011-12-09,62
2011-12-10,37
2011-12-11,45
2011-12-12,84
2011-12-13,50
2011-12-14,44
2011-12-15,52
2011-12-16,33
2011-12-17,25
2011-12-18,33
2011-12-19,69
2011-12-20,46
2011-12-21,85
2011-12-22,67
2011-12-23,47
2011-12-24,42
2011-12-25,25
2011-12-26,40
2011-12-27,82
2011-12-28,55
2011-12-29,85
2011-12-30,43
2011-12-31,50
2012-01-01,33
2012-01-02,36
2012-01-03,51
2012-01-04,60
2012-01-05,65
2012-01-06,32
2012-01-07,57
2012-01-08,54
2012-01-09,55
2012-01-10,42
2012-01-11,55
2012-01-12,46
2012-01-13,61
2012-01-14,58
2012-01-15,50
2012-01-16,55
2012-01-17,68
2012-01-18,93
2012-01-19,68
2012-01-20,53
2012-01-21,46
2012-01-22,46
2012-01-23,59
2012-01-24,51
2012-01-25,77
2012-01-26,85
2012-01-27,40
2012-01-28,55
2012-01-29,23
2012-01-30,54
2012-01-31,63
2012-02-01,80
2012-02-02,55
2012-02-03,50
2012-02-04,76
2012-02-05,68
2012-02-06,89
2012-02-07,44
2012-02-08,63
2012-02-09,58
2012-02-10,63
2012-02-11,61
2012-02-12,44
2012-02-13,50
2012-02-14,70
2012-02-15,29
2012-02-16,61
2012-02-17,63
2012-02-18,62
2012-02-19,77
2012-02-20,59
2012-02-21,72
2012-02-22,73
2012-02-23,38
2012-02-24,66
2012-02-25,53
2012-02-26,37
2012-02-27,47
2012-02-28,66
2012-02-29,60
2012-03-01,69
2012-03-02,82
2012-03-03,71
2012-03-04,55
2012-03-05,61
2012-03-06,75
2012-03-07,94
2012-03-08,70
2012-03-09,63
2012-03-10,60
2012-03-11,78
2012-03-12,60
2012-03-13,69
2012-03-14,92
2012-03-15,70
2012-03-16,84
2012-03-17,54
2012-03-18,65
2012-03-19,59
2012-03-20,63
2012-03-21,63
2012-03-22,64
2012-03-23,40
2012-03-24,58
2012-03-25,50
2012-03-26,31
2012-03-27,32
2012-03-28,41
2012-03-29,67
2012-03-30,57
2012-03-31,46
2012-04-01,61
2012-04-02,45
2012-04-03,48
2012-04-04,55
2012-04-05,57
2012-04-06,88
2012-04-07,36
2012-04-08,49
2012-04-09,53
2012-04-10,85
2012-04-11,56
2012-04-12,85
2012-04-13,40
2012-04-14,45
2012-04-15,85
2012-04-16,53
2012-04-17,40
2012-04-18,100
2012-04-19,73
2012-04-20,46
2012-04-21,49
2012-04-22,48
2012-04-23,58
2012-04-24,53
2012-04-25,53
2012-04-26,64
2012-04-27,86
2012-04-28,62
2012-04-29,100
2012-04-30,52
2012-05-01,93
2012-05-02,69
2012-05-03,54
2012-05-04,69
2012-05-05,34
2012-05-06,41
2012-05-07,78
2012-05-08,43
2012-05-09,62
2012-05-10,61
2012-05-11,52
2012-05-12,46
2012-05-13,42
2012-05-14,33
2012-05-15,27
2012-05-16,71
2012-05-17,67
2012-05-18,73
2012-05-19,62
2012-05-20,46
2012-05-21,56
2012-05-22,98
2012-05-23,49
2012-05-24,48
2012-05-25,66
2012-05-26,40
2012-05-27,44
2012-05-28,26
2012-05-29,39
2012-05-30,65
2012-05-31,78
2012-06-01,78
2012-06-02,54
2012-06-03,76
2012-06-04,55
