date,EBAY stock
2015-12-26,36
2015-12-27,31
2015-12-28,40
2015-12-29,53
2015-12-30,50
2015-12-31,45
2016-01-01,37
2016-01-02,40
2016-01-03,30
2016-01-04,37
2016-01-05,40
2016-01-06,49
2016-01-07,70
2016-01-08,56
2016-01-09,33
2016-01-10,43
2016-01-11,38
2016-01-12,38
2016-01-13,44
2016-01-14,35
2016-01-15,65
2016-01-16,33
2016-01-17,24
2016-01-18,28
2016-01-19,39
2016-01-20,50
2016-01-21,56
2016-01-22,47
2016-01-23,16
2016-01-24,34
2016-01-25,34
2016-01-26,55
2016-01-27,76
2016-01-28,85
2016-01-29,52
2016-01-30,26
2016-01-31,45
2016-02-01,50
2016-02-02,47
2016-02-03,44
2016-02-04,48
2016-02-05,47
2016-02-06,35
2016-02-07,30
2016-02-08,36
2016-02-09,57
2016-02-10,45
2016-02-11,37
2016-02-12,37
2016-02-13,39
2016-02-14,32
2016-02-15,35
2016-02-16,41
2016-02-17,38
2016-02-18,27
2016-02-19,46
2016-02-20,44
2016-02-21,27
2016-02-22,32
2016-02-23,47
2016-02-24,41
2016-02-25,51
2016-02-26,40
2016-02-27,26
2016-02-28,35
2016-02-29,26
2016-03-01,41
2016-03-02,42
2016-03-03,40
2016-03-04,44
2016-03-05,35
2016-03-06,32
2016-03-07,39
2016-03-08,41
2016-03-09,40
2016-03-10,33
2016-03-11,39
2016-03-12,18
2016-03-13,29
2016-03-14,27
2016-03-15,29
2016-03-16,40
2016-03-17,30
2016-03-18,45
2016-03-19,32
2016-03-20,31
2016-03-21,40
2016-03-22,43
2016-03-23,41
2016-03-24,50
2016-03-25,30
2016-03-26,32
2016-03-27,22
2016-03-28,46
2016-03-29,35
2016-03-30,59
2016-03-31,33
2016-04-01,54
2016-04-02,36
2016-04-03,19
2016-04-04,35
2016-04-05,34
2016-04-06,46
2016-04-07,49
2016-04-08,25
2016-04-09,23
2016-04-10,32
2016-04-11,31
2016-04-12,38
2016-04-13,29
2016-04-14,36
2016-04-15,34
2016-04-16,17
2016-04-17,26
2016-04-18,41
2016-04-19,40
2016-04-20,34
2016-04-21,51
2016-04-22,31
2016-04-23,28
2016-04-24,32
2016-04-25,38
2016-04-26,47
2016-04-27,60
2016-04-28,41
2016-04-29,47
2016-04-30,22
2016-05-01,17
2016-05-02,35
2016-05-03,38
2016-05-04,40
2016-05-05,40
2016-05-06,29
2016-05-07,41
2016-05-08,15
2016-05-09,39
2016-05-10,46
2016-05-11,48
2016-05-12,35
2016-05-13,25
2016-05-14,27
2016-05-15,36
2016-05-16,32
2016-05-17,38
2016-05-18,35
2016-05-19,43
2016-05-20,43
2016-05-21,39
2016-05-22,28
2016-05-23,43
2016-05-24,43
2016-05-25,35
2016-05-26,35
2016-05-27,26
2016-05-28,34
2016-05-29,28
2016-05-30,28
2016-05-31,39
2016-06-01,38
2016-06-02,31
2016-06-03,36
2016-06-04,31
2016-06-05,20
2016-06-06,33
2016-06-07,32
2016-06-08,29
2016-06-09,32
2016-06-10,28
2016-06-11,30
2016-06-12,17
2016-06-13,38
2016-06-14,33
2016-06-15,32
2016-06-16,30
2016-06-17,24
2016-06-18,40
2016-06-19,29
2016-06-20,37
2016-06-21,40
2016-06-22,26
2016-06-23,45
2016-06-24,53
2016-06-25,29
2016-06-26,26
2016-06-27,39
2016-06-28,36
2016-06-29,43
2016-06-30,28
2016-07-01,44
2016-07-02,26
2016-07-03,26
2016-07-04,28
2016-07-05,38
2016-07-06,16
2016-07-07,25
2016-07-08,47
2016-07-09,24
2016-07-10,17
2016-07-11,43
2016-07-12,40
2016-07-13,33
2016-07-14,45
2016-07-15,39
2016-07-16,30
2016-07-17,31
2016-07-18,46
2016-07-19,46
2016-07-20,74
2016-07-21,100
2016-07-22,74
2016-07-23,27
2016-07-24,29
2016-07-25,55
2016-07-26,57
2016-07-27,44
2016-07-28,43
2016-07-29,46
2016-07-30,45
2016-07-31,26
2016-08-01,43
2016-08-02,48
2016-08-03,48
2016-08-04,39
2016-08-05,30
2016-08-06,19
2016-08-07,28
2016-08-08,40
2016-08-09,28
2016-08-10,33
2016-08-11,29
2016-08-12,25
2016-08-13,35
2016-08-14,24
2016-08-15,27
2016-08-16,23
2016-08-17,29
2016-08-18,28
2016-08-19,37
2016-08-20,18
2016-08-21,17
2016-08-22,37
2016-08-23,40
2016-08-24,39
2016-08-25,40
2016-08-26,33
2016-08-27,23
2016-08-28,30
2016-08-29,33
2016-08-30,42
2016-08-31,30
2016-09-01,29
2016-09-02,45
2016-09-03,40
2016-09-04,17
2016-09-05,17
2016-09-06,38
2016-09-07,35
2016-09-08,58
2016-09-09,28
2016-09-10,46
2016-09-11,28
