date,EBAY stock
2013-02-19,69
2013-02-20,55
2013-02-21,38
2013-02-22,51
2013-02-23,50
2013-02-24,43
2013-02-25,56
2013-02-26,42
2013-02-27,51
2013-02-28,71
2013-03-01,56
2013-03-02,56
2013-03-03,63
2013-03-04,74
2013-03-05,65
2013-03-06,79
2013-03-07,53
2013-03-08,71
2013-03-09,65
2013-03-10,41
2013-03-11,56
2013-03-12,32
2013-03-13,63
2013-03-14,47
2013-03-15,42
2013-03-16,73
2013-03-17,57
2013-03-18,76
2013-03-19,63
2013-03-20,60
2013-03-21,59
2013-03-22,63
2013-03-23,45
2013-03-24,41
2013-03-25,46
2013-03-26,53
2013-03-27,60
2013-03-28,60
2013-03-29,84
2013-03-30,52
2013-03-31,32
2013-04-01,80
2013-04-02,49
2013-04-03,52
2013-04-04,50
2013-04-05,53
2013-04-06,37
2013-04-07,69
2013-04-08,70
2013-04-09,78
2013-04-10,60
2013-04-11,52
2013-04-12,76
2013-04-13,55
2013-04-14,31
2013-04-15,47
2013-04-16,58
2013-04-17,100
2013-04-18,86
2013-04-19,84
2013-04-20,55
2013-04-21,46
2013-04-22,71
2013-04-23,47
2013-04-24,52
2013-04-25,47
2013-04-26,46
2013-04-27,33
2013-04-28,32
2013-04-29,45
2013-04-30,70
2013-05-01,47
2013-05-02,56
2013-05-03,51
2013-05-04,49
2013-05-05,42
2013-05-06,57
2013-05-07,69
2013-05-08,50
2013-05-09,52
2013-05-10,82
2013-05-11,51
2013-05-12,50
2013-05-13,41
2013-05-14,75
2013-05-15,67
2013-05-16,49
2013-05-17,48
2013-05-18,57
2013-05-19,53
2013-05-20,49
2013-05-21,69
2013-05-22,46
2013-05-23,47
2013-05-24,41
2013-05-25,42
2013-05-26,15
2013-05-27,32
2013-05-28,63
2013-05-29,37
2013-05-30,47
2013-05-31,51
2013-06-01,30
2013-06-02,67
2013-06-03,50
2013-06-04,32
2013-06-05,38
2013-06-06,62
2013-06-07,58
2013-06-08,27
2013-06-09,28
2013-06-10,50
2013-06-11,46
2013-06-12,38
2013-06-13,40
2013-06-14,48
2013-06-15,18
2013-06-16,31
2013-06-17,57
2013-06-18,48
2013-06-19,35
2013-06-20,31
2013-06-21,48
2013-06-22,38
2013-06-23,39
2013-06-24,53
2013-06-25,45
2013-06-26,53
2013-06-27,53
2013-06-28,50
2013-06-29,38
2013-06-30,38
2013-07-01,53
2013-07-02,45
2013-07-03,38
2013-07-04,44
2013-07-05,50
2013-07-06,48
2013-07-07,31
2013-07-08,66
2013-07-09,53
2013-07-10,41
2013-07-11,51
2013-07-12,39
2013-07-13,25
2013-07-14,43
2013-07-15,61
2013-07-16,46
2013-07-17,81
2013-07-18,67
2013-07-19,53
2013-07-20,41
2013-07-21,45
2013-07-22,53
2013-07-23,53
2013-07-24,69
2013-07-25,47
2013-07-26,54
2013-07-27,41
2013-07-28,51
2013-07-29,50
2013-07-30,38
2013-07-31,44
2013-08-01,60
2013-08-02,53
2013-08-03,48
2013-08-04,52
2013-08-05,35
2013-08-06,67
2013-08-07,62
2013-08-08,44
2013-08-09,64
2013-08-10,52
2013-08-11,41
2013-08-12,54
2013-08-13,74
2013-08-14,43
2013-08-15,43
2013-08-16,43
2013-08-17,24
2013-08-18,31
2013-08-19,55
2013-08-20,51
2013-08-21,49
2013-08-22,46
2013-08-23,69
2013-08-24,48
2013-08-25,56
2013-08-26,75
2013-08-27,45
2013-08-28,57
2013-08-29,42
2013-08-30,50
2013-08-31,26
2013-09-01,42
2013-09-02,36
2013-09-03,56
2013-09-04,49
2013-09-05,53
2013-09-06,50
2013-09-07,47
2013-09-08,39
2013-09-09,48
2013-09-10,46
2013-09-11,45
2013-09-12,59
2013-09-13,51
2013-09-14,46
2013-09-15,44
2013-09-16,52
2013-09-17,48
2013-09-18,51
2013-09-19,54
2013-09-20,55
2013-09-21,45
2013-09-22,45
2013-09-23,50
2013-09-24,53
2013-09-25,52
2013-09-26,42
2013-09-27,46
2013-09-28,40
2013-09-29,41
2013-09-30,58
2013-10-01,57
2013-10-02,52
2013-10-03,49
2013-10-04,53
2013-10-05,47
2013-10-06,49
2013-10-07,46
2013-10-08,39
2013-10-09,54
2013-10-10,55
2013-10-11,33
2013-10-12,42
2013-10-13,43
2013-10-14,55
2013-10-15,62
2013-10-16,85
2013-10-17,81
2013-10-18,82
2013-10-19,39
2013-10-20,28
2013-10-21,73
2013-10-22,44
2013-10-23,50
2013-10-24,56
2013-10-25,64
2013-10-26,33
2013-10-27,49
2013-10-28,43
2013-10-29,47
2013-10-30,64
2013-10-31,54
2013-11-01,70
2013-11-02,50
2013-11-03,48
2013-11-04,49
2013-11-05,35
2013-11-06,37
