date,EBAY stock
2013-11-06,55
2013-11-07,61
2013-11-08,59
2013-11-09,48
2013-11-10,49
2013-11-11,53
2013-11-12,44
2013-11-13,60
2013-11-14,77
2013-11-15,67
2013-11-16,44
2013-11-17,63
2013-11-18,49
2013-11-19,47
2013-11-20,68
2013-11-21,76
2013-11-22,61
2013-11-23,65
2013-11-24,53
2013-11-25,59
2013-11-26,73
2013-11-27,55
2013-11-28,50
2013-11-29,79
2013-11-30,81
2013-12-01,70
2013-12-02,89
2013-12-03,82
2013-12-04,98
2013-12-05,98
2013-12-06,56
2013-12-07,75
2013-12-08,77
2013-12-09,75
2013-12-10,69
2013-12-11,75
2013-12-12,78
2013-12-13,86
2013-12-14,53
2013-12-15,52
2013-12-16,78
2013-12-17,86
2013-12-18,90
2013-12-19,66
2013-12-20,48
2013-12-21,44
2013-12-22,41
2013-12-23,51
2013-12-24,63
2013-12-25,52
2013-12-26,57
2013-12-27,52
2013-12-28,58
2013-12-29,59
2013-12-30,70
2013-12-31,62
2014-01-01,54
2014-01-02,67
2014-01-03,60
2014-01-04,40
2014-01-05,44
2014-01-06,54
2014-01-07,55
2014-01-08,41
2014-01-09,57
2014-01-10,46
2014-01-11,52
2014-01-12,44
2014-01-13,67
2014-01-14,56
2014-01-15,74
2014-01-16,75
2014-01-17,44
2014-01-18,42
2014-01-19,58
2014-01-20,55
2014-01-21,77
2014-01-22,100
2014-01-23,100
2014-01-24,81
2014-01-25,47
2014-01-26,45
2014-01-27,71
2014-01-28,63
2014-01-29,60
2014-01-30,68
2014-01-31,54
2014-02-01,45
2014-02-02,55
2014-02-03,53
2014-02-04,54
2014-02-05,50
2014-02-06,71
2014-02-07,64
2014-02-08,62
2014-02-09,50
2014-02-10,59
2014-02-11,73
2014-02-12,69
2014-02-13,62
2014-02-14,63
2014-02-15,49
2014-02-16,33
2014-02-17,65
2014-02-18,54
2014-02-19,58
2014-02-20,64
2014-02-21,54
2014-02-22,19
2014-02-23,51
2014-02-24,82
2014-02-25,66
2014-02-26,56
2014-02-27,48
2014-02-28,70
2014-03-01,55
2014-03-02,50
2014-03-03,70
2014-03-04,88
2014-03-05,75
2014-03-06,82
2014-03-07,54
2014-03-08,67
2014-03-09,47
2014-03-10,49
2014-03-11,92
2014-03-12,60
2014-03-13,43
2014-03-14,60
2014-03-15,35
2014-03-16,54
2014-03-17,38
2014-03-18,59
2014-03-19,57
2014-03-20,35
2014-03-21,60
2014-03-22,29
2014-03-23,42
2014-03-24,50
2014-03-25,52
2014-03-26,73
2014-03-27,40
2014-03-28,60
2014-03-29,47
2014-03-30,45
2014-03-31,36
2014-04-01,74
2014-04-02,43
2014-04-03,65
2014-04-04,50
2014-04-05,41
2014-04-06,47
2014-04-07,37
2014-04-08,59
2014-04-09,45
2014-04-10,64
2014-04-11,65
2014-04-12,40
2014-04-13,54
2014-04-14,57
2014-04-15,55
2014-04-16,61
2014-04-17,75
2014-04-18,46
2014-04-19,35
2014-04-20,25
2014-04-21,47
2014-04-22,44
2014-04-23,53
2014-04-24,45
2014-04-25,44
2014-04-26,52
2014-04-27,48
2014-04-28,69
2014-04-29,61
2014-04-30,55
2014-05-01,58
2014-05-02,65
2014-05-03,35
2014-05-04,35
2014-05-05,67
2014-05-06,41
2014-05-07,45
2014-05-08,53
2014-05-09,53
2014-05-10,35
2014-05-11,31
2014-05-12,46
2014-05-13,54
2014-05-14,56
2014-05-15,60
2014-05-16,57
2014-05-17,28
2014-05-18,55
2014-05-19,36
2014-05-20,51
2014-05-21,76
2014-05-22,57
2014-05-23,53
2014-05-24,53
2014-05-25,56
2014-05-26,24
2014-05-27,66
2014-05-28,40
2014-05-29,43
2014-05-30,38
2014-05-31,42
2014-06-01,49
2014-06-02,45
2014-06-03,47
2014-06-04,49
2014-06-05,57
2014-06-06,44
2014-06-07,46
2014-06-08,48
2014-06-09,65
2014-06-10,65
2014-06-11,63
2014-06-12,43
2014-06-13,28
2014-06-14,36
2014-06-15,40
2014-06-16,42
2014-06-17,40
2014-06-18,56
2014-06-19,49
2014-06-20,47
2014-06-21,42
2014-06-22,42
2014-06-23,61
2014-06-24,58
2014-06-25,53
2014-06-26,36
2014-06-27,61
2014-06-28,50
2014-06-29,32
2014-06-30,50
2014-07-01,56
2014-07-02,44
2014-07-03,38
2014-07-04,41
2014-07-05,21
2014-07-06,41
2014-07-07,52
2014-07-08,31
2014-07-09,48
2014-07-10,48
2014-07-11,63
2014-07-12,31
2014-07-13,46
2014-07-14,54
2014-07-15,47
2014-07-16,80
2014-07-17,78
2014-07-18,53
2014-07-19,27
2014-07-20,29
2014-07-21,66
2014-07-22,57
2014-07-23,50
2014-07-24,68
