date,EBAY stock
2012-06-04,56
2012-06-05,22
2012-06-06,56
2012-06-07,53
2012-06-08,57
2012-06-09,37
2012-06-10,42
2012-06-11,29
2012-06-12,56
2012-06-13,32
2012-06-14,27
2012-06-15,42
2012-06-16,27
2012-06-17,46
2012-06-18,51
2012-06-19,58
2012-06-20,39
2012-06-21,45
2012-06-22,41
2012-06-23,41
2012-06-24,43
2012-06-25,48
2012-06-26,44
2012-06-27,50
2012-06-28,27
2012-06-29,48
2012-06-30,37
2012-07-01,49
2012-07-02,52
2012-07-03,50
2012-07-04,31
2012-07-05,41
2012-07-06,50
2012-07-07,34
2012-07-08,40
2012-07-09,37
2012-07-10,46
2012-07-11,35
2012-07-12,55
2012-07-13,50
2012-07-14,34
2012-07-15,34
2012-07-16,30
2012-07-17,59
2012-07-18,72
2012-07-19,81
2012-07-20,61
2012-07-21,41
2012-07-22,34
2012-07-23,55
2012-07-24,50
2012-07-25,55
2012-07-26,40
2012-07-27,50
2012-07-28,40
2012-07-29,56
2012-07-30,50
2012-07-31,57
2012-08-01,47
2012-08-02,66
2012-08-03,29
2012-08-04,50
2012-08-05,28
2012-08-06,37
2012-08-07,42
2012-08-08,58
2012-08-09,43
2012-08-10,64
2012-08-11,55
2012-08-12,40
2012-08-13,70
2012-08-14,50
2012-08-15,57
2012-08-16,66
2012-08-17,58
2012-08-18,57
2012-08-19,32
2012-08-20,41
2012-08-21,40
2012-08-22,65
2012-08-23,43
2012-08-24,41
2012-08-25,54
2012-08-26,47
2012-08-27,39
2012-08-28,57
2012-08-29,41
2012-08-30,49
2012-08-31,53
2012-09-01,51
2012-09-02,39
2012-09-03,47
2012-09-04,48
2012-09-05,55
2012-09-06,48
2012-09-07,57
2012-09-08,32
2012-09-09,59
2012-09-10,47
2012-09-11,29
2012-09-12,45
2012-09-13,57
2012-09-14,48
2012-09-15,41
2012-09-16,35
2012-09-17,48
2012-09-18,52
2012-09-19,45
2012-09-20,51
2012-09-21,45
2012-09-22,37
2012-09-23,59
2012-09-24,47
2012-09-25,49
2012-09-26,62
2012-09-27,50
2012-09-28,67
2012-09-29,43
2012-09-30,56
2012-10-01,66
2012-10-02,54
2012-10-03,50
2012-10-04,68
2012-10-05,58
2012-10-06,28
2012-10-07,52
2012-10-08,46
2012-10-09,57
2012-10-10,59
2012-10-11,41
2012-10-12,48
2012-10-13,66
2012-10-14,29
2012-10-15,54
2012-10-16,61
2012-10-17,82
2012-10-18,62
2012-10-19,55
2012-10-20,41
2012-10-21,62
2012-10-22,63
2012-10-23,60
2012-10-24,56
2012-10-25,58
2012-10-26,43
2012-10-27,28
2012-10-28,29
2012-10-29,55
2012-10-30,49
2012-10-31,67
2012-11-01,45
2012-11-02,62
2012-11-03,40
2012-11-04,53
2012-11-05,64
2012-11-06,44
2012-11-07,59
2012-11-08,93
2012-11-09,40
2012-11-10,72
2012-11-11,48
2012-11-12,42
2012-11-13,67
2012-11-14,67
2012-11-15,48
2012-11-16,59
2012-11-17,29
2012-11-18,62
2012-11-19,64
2012-11-20,46
2012-11-21,71
2012-11-22,75
2012-11-23,52
2012-11-24,39
2012-11-25,59
2012-11-26,59
2012-11-27,61
2012-11-28,60
2012-11-29,59
2012-11-30,80
2012-12-01,68
2012-12-02,70
2012-12-03,67
2012-12-04,67
2012-12-05,66
2012-12-06,60
2012-12-07,58
2012-12-08,61
2012-12-09,41
2012-12-10,45
2012-12-11,49
2012-12-12,48
2012-12-13,47
2012-12-14,71
2012-12-15,52
2012-12-16,44
2012-12-17,58
2012-12-18,60
2012-12-19,59
2012-12-20,70
2012-12-21,59
2012-12-22,61
2012-12-23,31
2012-12-24,41
2012-12-25,32
2012-12-26,88
2012-12-27,78
2012-12-28,53
2012-12-29,43
2012-12-30,35
2012-12-31,43
2013-01-01,46
2013-01-02,79
2013-01-03,70
2013-01-04,82
2013-01-05,38
2013-01-06,47
2013-01-07,47
2013-01-08,49
2013-01-09,55
2013-01-10,38
2013-01-11,57
2013-01-12,55
2013-01-13,52
2013-01-14,50
2013-01-15,68
2013-01-16,100
2013-01-17,76
2013-01-18,79
2013-01-19,37
2013-01-20,58
2013-01-21,66
2013-01-22,59
2013-01-23,52
2013-01-24,86
2013-01-25,91
2013-01-26,54
2013-01-27,70
2013-01-28,65
2013-01-29,82
2013-01-30,67
2013-01-31,71
2013-02-01,59
2013-02-02,59
2013-02-03,65
2013-02-04,60
2013-02-05,61
2013-02-06,58
2013-02-07,57
2013-02-08,73
2013-02-09,50
2013-02-10,55
2013-02-11,57
2013-02-12,64
2013-02-13,67
2013-02-14,72
2013-02-15,46
2013-02-16,32
2013-02-17,36
2013-02-18,62
2013-02-19,75
