date,T-Mobile,isPartial
2012-06-04,64,False
2012-06-05,60,False
2012-06-06,56,False
2012-06-07,55,False
2012-06-08,57,False
2012-06-09,55,False
2012-06-10,54,False
2012-06-11,66,False
2012-06-12,60,False
2012-06-13,63,False
2012-06-14,64,False
2012-06-15,64,False
2012-06-16,62,False
2012-06-17,51,False
2012-06-18,58,False
2012-06-19,60,False
2012-06-20,61,False
2012-06-21,65,False
2012-06-22,61,False
2012-06-23,56,False
2012-06-24,58,False
2012-06-25,67,False
2012-06-26,65,False
2012-06-27,68,False
2012-06-28,58,False
2012-06-29,55,False
2012-06-30,55,False
2012-07-01,62,False
2012-07-02,69,False
2012-07-03,73,False
2012-07-04,60,False
2012-07-05,63,False
2012-07-06,64,False
2012-07-07,55,False
2012-07-08,52,False
2012-07-09,61,False
2012-07-10,63,False
2012-07-11,66,False
2012-07-12,64,False
2012-07-13,63,False
2012-07-14,58,False
2012-07-15,58,False
2012-07-16,69,False
2012-07-17,68,False
2012-07-18,64,False
2012-07-19,64,False
2012-07-20,64,False
2012-07-21,58,False
2012-07-22,56,False
2012-07-23,63,False
2012-07-24,61,False
2012-07-25,58,False
2012-07-26,59,False
2012-07-27,57,False
2012-07-28,55,False
2012-07-29,52,False
2012-07-30,62,False
2012-07-31,63,False
2012-08-01,59,False
2012-08-02,59,False
2012-08-03,55,False
2012-08-04,57,False
2012-08-05,54,False
2012-08-06,61,False
2012-08-07,61,False
2012-08-08,66,False
2012-08-09,57,False
2012-08-10,58,False
2012-08-11,53,False
2012-08-12,53,False
2012-08-13,63,False
2012-08-14,62,False
2012-08-15,58,False
2012-08-16,60,False
2012-08-17,64,False
2012-08-18,54,False
2012-08-19,54,False
2012-08-20,68,False
2012-08-21,65,False
2012-08-22,66,False
2012-08-23,62,False
2012-08-24,59,False
2012-08-25,60,False
2012-08-26,57,False
2012-08-27,62,False
2012-08-28,63,False
2012-08-29,58,False
2012-08-30,60,False
2012-08-31,60,False
2012-09-01,57,False
2012-09-02,55,False
2012-09-03,63,False
2012-09-04,64,False
2012-09-05,64,False
2012-09-06,61,False
2012-09-07,63,False
2012-09-08,53,False
2012-09-09,54,False
2012-09-10,61,False
2012-09-11,63,False
2012-09-12,78,False
2012-09-13,92,False
2012-09-14,100,False
2012-09-15,75,False
2012-09-16,69,False
2012-09-17,75,False
2012-09-18,68,False
2012-09-19,74,False
2012-09-20,71,False
2012-09-21,83,False
2012-09-22,71,False
2012-09-23,68,False
2012-09-24,79,False
2012-09-25,70,False
2012-09-26,68,False
2012-09-27,61,False
2012-09-28,74,False
2012-09-29,62,False
2012-09-30,64,False
2012-10-01,68,False
2012-10-02,64,False
2012-10-03,71,False
2012-10-04,66,False
2012-10-05,63,False
2012-10-06,57,False
2012-10-07,57,False
2012-10-08,63,False
2012-10-09,60,False
2012-10-10,61,False
2012-10-11,60,False
2012-10-12,58,False
2012-10-13,54,False
2012-10-14,52,False
2012-10-15,63,False
2012-10-16,58,False
2012-10-17,57,False
2012-10-18,60,False
2012-10-19,56,False
2012-10-20,52,False
2012-10-21,54,False
2012-10-22,60,False
2012-10-23,59,False
2012-10-24,61,False
2012-10-25,59,False
2012-10-26,58,False
2012-10-27,52,False
2012-10-28,56,False
2012-10-29,61,False
2012-10-30,63,False
2012-10-31,61,False
2012-11-01,56,False
2012-11-02,61,False
2012-11-03,56,False
2012-11-04,58,False
2012-11-05,64,False
2012-11-06,58,False
2012-11-07,54,False
2012-11-08,60,False
2012-11-09,57,False
2012-11-10,54,False
2012-11-11,51,False
2012-11-12,62,False
2012-11-13,63,False
2012-11-14,60,False
2012-11-15,66,False
2012-11-16,68,False
2012-11-17,62,False
2012-11-18,62,False
2012-11-19,68,False
2012-11-20,64,False
2012-11-21,69,False
2012-11-22,57,False
2012-11-23,60,False
2012-11-24,62,False
2012-11-25,59,False
2012-11-26,70,False
2012-11-27,61,False
2012-11-28,61,False
2012-11-29,60,False
2012-11-30,59,False
2012-12-01,57,False
2012-12-02,57,False
2012-12-03,65,False
2012-12-04,64,False
2012-12-05,60,False
2012-12-06,61,False
2012-12-07,63,False
2012-12-08,57,False
2012-12-09,56,False
2012-12-10,62,False
2012-12-11,63,False
2012-12-12,63,False
2012-12-13,58,False
2012-12-14,59,False
2012-12-15,52,False
2012-12-16,59,False
2012-12-17,61,False
2012-12-18,57,False
2012-12-19,54,False
2012-12-20,57,False
2012-12-21,55,False
2012-12-22,52,False
2012-12-23,55,False
2012-12-24,53,False
2012-12-25,55,False
2012-12-26,56,False
2012-12-27,65,False
2012-12-28,64,False
2012-12-29,56,False
2012-12-30,53,False
2012-12-31,53,False
2013-01-01,49,False
2013-01-02,68,False
2013-01-03,65,False
2013-01-04,62,False
2013-01-05,55,False
2013-01-06,50,False
2013-01-07,57,False
2013-01-08,57,False
2013-01-09,59,False
2013-01-10,55,False
2013-01-11,51,False
2013-01-12,53,False
2013-01-13,49,False
2013-01-14,61,False
2013-01-15,50,False
2013-01-16,56,False
2013-01-17,55,False
2013-01-18,51,False
2013-01-19,50,False
2013-01-20,49,False
2013-01-21,51,False
2013-01-22,51,False
2013-01-23,51,False
2013-01-24,48,False
2013-01-25,50,False
2013-01-26,47,False
2013-01-27,49,False
2013-01-28,55,False
2013-01-29,54,False
2013-01-30,53,False
2013-01-31,55,False
2013-02-01,56,False
2013-02-02,48,False
2013-02-03,45,False
2013-02-04,53,False
2013-02-05,57,False
2013-02-06,50,False
2013-02-07,50,False
2013-02-08,49,False
2013-02-09,45,False
2013-02-10,46,False
2013-02-11,52,False
2013-02-12,51,False
2013-02-13,51,False
2013-02-14,50,False
2013-02-15,51,False
2013-02-16,45,False
2013-02-17,45,False
2013-02-18,53,False
2013-02-19,52,False
